Arabic,Tafseer
فَكُلُواْ مِمَّا رَزَقَكُمُ ٱللَّهُ حَلَـٰلاً طَيِّباً وَٱشْكُرُواْ نِعْمَتَ ٱللَّهِ إِن كُنْتُمْ إِيَّاهُ تَعْبُدُونَ,So eat O believers of the lawful and good food which God has provided you and be thankful for God’s grace if it is Him that you worship.
إِنَّمَا حَرَّمَ عَلَيْكُمُ ٱلْمَيْتَةَ وَٱلْدَّمَ وَلَحْمَ ٱلْخَنْزِيرِ وَمَآ أُهِلَّ لِغَيْرِ ٱللَّهِ بِهِ فَمَنِ ٱضْطُرَّ غَيْرَ بَاغٍ وَلاَ عَادٍ فَإِنَّ ٱللَّهَ غَفُورٌ رَّحِيمٌ,He has forbidden you only carrion blood the flesh of swine and that which has been hallowed to other than God. Yet whoever is compelled neither craving nor transgressing then truly God is Forgiving Merciful.
وَلاَ تَقُولُواْ لِمَا تَصِفُ أَلْسِنَتُكُمُ ٱلْكَذِبَ هَـٰذَا حَلاَلٌ وَهَـٰذَا حَرَامٌ لِّتَفْتَرُواْ عَلَىٰ ٱللَّهِ ٱلْكَذِبَ إِنَّ ٱلَّذِينَ يَفْتَرُونَ عَلَىٰ ٱللَّهِ ٱلْكَذِبَ لاَ يُفْلِحُونَ,And do not say concerning that which your own tongues qualify falsehood such as ‘This is lawful and this is unlawful’ for what God respectively has not made lawful and what He has not made unlawful in order to invent lies against God by attributing such claims to Him. Truly those who invent lies against God will not prosper.
مَتَاعٌ قَلِيلٌ وَلَهُمْ عَذَابٌ أَلِيمٌ,For them there will be a brief enjoyment in this world and for them in the Hereafter there will be a painful chastisement.
وَعَلَىٰ ٱلَّذِينَ هَادُواْ حَرَّمْنَا مَا قَصَصْنَا عَلَيْكَ مِن قَبْلُ وَمَا ظَلَمْنَاهُمْ وَلَـٰكِن كَانُوۤاْ أَنْفُسَهُمْ يَظْلِمُونَ,And to those of Jewry that is the Jews We forbade that which We have related to you already in the verse And to those of Jewry We forbade every beast with hoof … to the end Q. 6146; and We did not wrong them by forbidding them that but they used to wrong themselves by committing acts of disobedience which necessarily bring about such consequences.
ثُمَّ إِنَّ رَبَّكَ لِلَّذِينَ عَمِلُواْ ٱلسُّوۤءَ بِجَهَالَةٍ ثُمَّ تَابُواْ مِن بَعْدِ ذَلِكَ وَأَصْلَحُوۤاْ إِنَّ رَبَّكَ مِن بَعْدِهَا لَغَفُورٌ رَّحِيمٌ,Then indeed your Lord — to those who did evil associating others with God out of ignorance and then repented returned to God’s way after that and made amends in their actions — indeed your Lord after that that is after that ignorance or that repentance is Forgiving of them Merciful to them.
إِنَّ إِبْرَاهِيمَ كَانَ أُمَّةً قَانِتاً لِلَّهِ حَنِيفاً وَلَمْ يَكُ مِنَ ٱلْمُشْرِكِينَ,Truly Abraham was a community a leader imām a good example comprising in his character all the good traits obedient to God a hanīf inclining towards the upright religion and he was not of the idolaters;
شَاكِراً لأَنْعُمِهِ ٱجْتَبَاهُ وَهَدَاهُ إِلَىٰ صِرَاطٍ مُّسْتَقِيمٍ,grateful as he was for His graces He chose him elected him and guided him to a straight path.
وَآتَيْنَاهُ فِي ٱلْدُّنْيَا حَسَنَةً وَإِنَّهُ فِي ٱلآخِرَةِ لَمِنَ ٱلصَّالِحِينَ,And We gave him herein is a shift to the first person plural from the third person in this world good which is handsome praise of him by members of all three religions and in the Hereafter he will indeed be among the righteous for whom there will be the highest degrees of reward.
ثُمَّ أَوْحَيْنَآ إِلَيْكَ أَنِ ٱتَّبِعْ مِلَّةَ إِبْرَاهِيمَ حَنِيفاً وَمَا كَانَ مِنَ ٱلْمُشْرِكِينَ,Then We revealed to you O Muhammad (s) saying ‘Follow the creed the religion of Abraham a hanīf and he was not of the idolaters’ this remark is repeated in order to refute to the claim of the Jews and Christians that they follow his religion.
إِنَّمَا جُعِلَ ٱلسَّبْتُ عَلَىٰ ٱلَّذِينَ ٱخْتَلَفُواْ فِيهِ وَإِنَّ رَبَّكَ لَيَحْكُمُ بَيْنَهُمْ يَوْمَ ٱلْقِيَامَةِ فِيمَا كَانُواْ فِيهِ يَخْتَلِفُونَ,The Sabbath was only prescribed in other words its consecration was made obligatory only for those who differed concerning it with their prophet — these were the Jews. They were commanded to devote themselves solely to worship on Friday but they said ‘We do not want it’ and chose Saturday; consequently thereon the observance of it was enforced strictly on them; and lo! your Lord will judge between them on the Day of Resurrection concerning that wherein they used to differ with regard this matter of the Sabbath by rewarding the obedient and chastising the one who disobeyed by his violating its sanctity.
ٱدْعُ إِلَىٰ سَبِيلِ رَبِّكَ بِٱلْحِكْمَةِ وَٱلْمَوْعِظَةِ ٱلْحَسَنَةِ وَجَٰدِلْهُم بِٱلَّتِي هِيَ أَحْسَنُ إِنَّ رَبَّكَ هُوَ أَعْلَمُ بِمَن ضَلَّ عَن سَبِيلِهِ وَهُوَ أَعْلَمُ بِٱلْمُهْتَدِينَ,Call mankind O Muhammad (s) to the way of your Lord to His religion with wisdom with the Qur’ān and fair exhortation its the Qur’ān’s fair exhortations or with gentle words and dispute with them by way of that which that is by way of that manner of disputation which is best such as calling them to God by way of His signs and calling them to His definitive arguments. Truly your Lord knows best that is He is fully knowledgeable of those who stray from His way and He knows best those who are guided and will requite them — this was revealed before the command to fight them.
وَإِنْ عَاقَبْتُمْ فَعَاقِبُواْ بِمِثْلِ مَا عُوقِبْتُمْ بِهِ وَلَئِن صَبَرْتُمْ لَهُوَ خَيْرٌ لِّلصَّابِرينَ,After Hamza b. ‘Abd al-Muttalib had been killed and mutilated and the Prophet s had seen him and said ‘Verily I will mutilate 70 of them for you’ the following was revealed And if you retaliate retaliate with the like of what you have been made to suffer; and yet if you endure patiently refraining from revenge verily that namely that enduring is better for the patient. Thus the Prophet s refrained from taking revenge and made atonement for his oath as reported by al-Bazzār.
وَٱصْبِرْ وَمَا صَبْرُكَ إِلاَّ بِٱللَّهِ وَلاَ تَحْزَنْ عَلَيْهِمْ وَلاَ تَكُ فِي ضَيْقٍ مِّمَّا يَمْكُرُونَ,So be patient and your patience is only by the help of God only by His assistance. And do not grieve for them that is for the disbelievers if they do not believe despite your eagerness that they believe nor be in distress because of that which they scheme in other words do not be concerned with their scheming for I God will make victorious over them.
إِنَّ ٱللَّهَ مَعَ ٱلَّذِينَ ٱتَّقَواْ وَّٱلَّذِينَ هُم مُّحْسِنُونَ,Truly God is with those who fear falling into unbelief and committing acts of disobedience and those who are virtuous by way of obedience and patience granting them assistance and victory.
سُبْحَانَ ٱلَّذِى أَسْرَىٰ بِعَبْدِهِ لَيْلاً مِّنَ ٱلْمَسْجِدِ ٱلْحَرَامِ إِلَىٰ ٱلْمَسْجِدِ ٱلأَقْصَا ٱلَّذِي بَارَكْنَا حَوْلَهُ لِنُرِيَهُ مِنْ آيَاتِنَآ إِنَّهُ هُوَ ٱلسَّمِيعُ ٱلبَصِيرُ,Glory be to Him — an affirmation of God’s transcendence — Who carried His servant Muhammad (s) by night laylan is in the accusative as an adverbial qualification; isrā’ means ‘to travel by night’; what is instructive about this mention of laylan ‘by night’ is that through its being indefinite there is an indication of the brevity of its duration from the Sacred Mosque that is Mecca to the Farthest Mosque the Holy House of Jerusalem so called because of its distance from the former; the environs of which We have blessed with fruits and rivers that We might show him some of Our signs the marvels of Our power. Indeed He is the Hearing the Seeing that is to say the Knower of the Prophet’s s sayings and deeds. Thus He God was gracious to him by way of carrying him on the night journey which comprised his encountering the other prophets his ascension to heaven and the sight of the marvels of the Divine Realm and His communion exalted be He with him. For he the Prophet s said ‘I was brought al-Burāq a white animal larger than a donkey but smaller than a mule; it was able to place its hoof back towards its extremity and so I mounted it. It set off carrying me until I reached the Holy House of Jerusalem. There I fastened the animal to the ring where the prophets fasten their animals. I then went in and prayed two units inside it. As I came out Gabriel came to me with a jug of wine and a jug of milk and so I chose the milk. Gabriel said to me “You have made the right choice by choosing the primordial nature fitra”.’ He the Prophet continued the narration ‘We then ascended to the heaven of this world whereat Gabriel asked to be let in. Someone asked “Who are you?”. He replied “Gabriel” “And who is with you?” “Muhammad (s)” he said. “Has he been sent for?”. “Yes he has been sent for”. Then it was opened for us and lo! Adam stood before me; he greeted me and prayed for well-being for me. We then ascended to the second heaven and Gabriel asked to be let in. Someone asked “Who are you?”. He replied “Gabriel” “And who is with you?” “Muhammad (s)” he said.
وَآتَيْنَآ مُوسَى ٱلْكِتَابَ وَجَعَلْنَاهُ هُدًى لِّبَنِي إِسْرَائِيلَ أَلاَّ تَتَّخِذُواْ مِن دُونِي وَكِيلاً,God exalted be He says And We gave Moses the Scripture the Torah and made it a guidance for the Children of Israel saying that they should not choose beside Me any guardian to whom they delegate their affairs a variant reading for yattakhidhū ‘they should not choose’ is tattakhidhū ‘you should not choose’ thus turning away from the third person address in which case the particle an ‘that’ is extra and the ‘saying’ is implicit.
ذُرِّيَّةَ مَنْ حَمَلْنَا مَعَ نُوحٍ إِنَّهُ كَانَ عَبْداً شَكُوراً,descendants of those whom We carried with Noah in the Ark. Indeed he was a grateful servant giving thanks to Us frequently and offering praise in whichever state he found himself.
وَقَضَيْنَآ إِلَىٰ بَنِي إِسْرَائِيلَ فِي ٱلْكِتَابِ لَتُفْسِدُنَّ فِي ٱلأَرْضِ مَرَّتَيْنِ وَلَتَعْلُنَّ عُلُوّاً كَبِيراً,And We decreed We revealed to the Children of Israel in the Scripture the Torah ‘You shall indeed work corruption in the land the land of Syria through acts of disobedience twice and you shall indeed become great tyrants’ you shall perpetrate grave injustice.
فَإِذَا جَآءَ وَعْدُ أُولاهُمَا بَعَثْنَا عَلَيْكُمْ عِبَاداً لَّنَآ أُوْلِي بَأْسٍ شَدِيدٍ فَجَاسُواْ خِلاَلَ ٱلدِّيَارِ وَكَانَ وَعْداً مَّفْعُولاً,So when the time for the first of the two prophecies the first of the two occasions for corruption came We roused against you servants of Ours of great might men who are strong in war and assault who ransacked who came and went seeking you out through your habitations in the very midst of your homes in order to slay you and take others among you captive and it was a promise fulfilled. Their first act of corruption was their slaying of the prophet Zachariah. So Goliath and his army were roused against them and they slew them and took their children captive and destroyed the Holy House of Jerusalem.
ثُمَّ رَدَدْنَا لَكُمُ ٱلْكَرَّةَ عَلَيْهِمْ وَأَمْدَدْنَاكُم بِأَمْوَالٍ وَبَنِينَ وَجَعَلْنَاكُمْ أَكْثَرَ نَفِيراً,Then We gave you back the turn the rule of the state and victory to prevail over them one hundred years later by having Goliath slain and We aided you with children and wealth and made you greater in number in clan.
إِنْ أَحْسَنْتُمْ أَحْسَنْتُمْ لأَنْفُسِكُمْ وَإِنْ أَسَأْتُمْ فَلَهَا فَإِذَا جَآءَ وَعْدُ ٱلآخِرَةِ لِيَسُوءُواْ وُجُوهَكُمْ وَلِيَدْخُلُواْ ٱلْمَسْجِدَ كَمَا دَخَلُوهُ أَوَّلَ مَرَّةٍ وَلِيُتَبِّرُواْ مَا عَلَوْاْ تَتْبِيراً,And We said ‘If you are virtuous through acts of obedience you are being virtuous to your own souls since the reward thereof is for them your souls; and if you do evil by way of working corruption it is for them’ your evildoing. So when the time the occasion for the other prophecy comes We will raise them forth that they might ravage you make you grieve through their slaying and taking captive of you a grief that will be manifest on your faces and that they might enter the Temple the Holy House of Jerusalem and destroy it just as they entered it and destroyed it the first time and that they might destroy lay waste all that they conquered all that they gained ascendancy over utterly with an utter wasting. They indeed wrought corruption a second time when they slew the prophet John. Thus Nebuchadnezzar was roused against them and so he slew thousands of them and took their children captive and destroyed the Holy House of Jerusalem.
عَسَىٰ رَبُّكُمْ أَن يَرْحَمَكُمْ وَإِنْ عُدتُّمْ عُدْنَا وَجَعَلْنَا جَهَنَّمَ لِلْكَافِرِينَ حَصِيراً,And We said in the Scripture It may be that your Lord will have mercy upon you after the second time if you were to repent; but if you revert to working corruption We too will revert to punishment. And assuredly they did revert by denying the Prophet s and so he was given power over them through the slaying of the Banū Qurayza the expulsion of the Banū Nadīr and the exacting of the jizya-tax from them; and We have made Hell a dungeon for the disbelievers a place of detention and a prison for them.
إِنَّ هَـٰذَا ٱلْقُرْآنَ يَهْدِي لِلَّتِي هِيَ أَقْوَمُ وَيُبَشِّرُ ٱلْمُؤْمِنِينَ ٱلَّذِينَ يَعْمَلُونَ ٱلصَّالِحَاتِ أَنَّ لَهُمْ أَجْراً كَبِيراً,Truly this Qur’ān guides to that to that way which is straightest most upright and correct and gives tidings to the believers who perform righteous deeds that there is a great reward for them.
وأَنَّ ٱلَّذِينَ لاَ يُؤْمِنُونَ بِٱلآخِرَةِ أَعْتَدْنَا لَهُمْ عَذَاباً أَلِيماً,And it this Qur’ān informs that those who do not believe in the Hereafter We have prepared for them a painful chastisement namely the Fire.
وَيَدْعُ ٱلإِنْسَانُ بِٱلشَّرِّ دُعَآءَهُ بِٱلْخَيْرِ وَكَانَ ٱلإِنْسَانُ عَجُولاً,And man prays for ill against himself and his family when he is frustrated as avidly as he prays for good. And mankind is ever hasty to pray against himself without contemplating the consequence thereof.
وَجَعَلْنَا ٱلَّيلَ وَٱلنَّهَارَ آيَتَيْنِ فَمَحَوْنَآ آيَةَ ٱلَّيلِ وَجَعَلْنَآ آيَةَ ٱلنَّهَارِ مُبْصِرَةً لِتَبْتَغُواْ فَضْلاً مِّن رَّبِّكُمْ وَلِتَعْلَمُواْ عَدَدَ ٱلسِّنِينَ وَٱلْحِسَابَ وَكُلَّ شَيْءٍ فَصَّلْنَاهُ تَفْصِيلاً,And We made the night and the day two signs both indicators of Our power. Then We effaced the sign of the night extinguishing its light with darkness so that you might repose therein the annexation āyata’layli ‘the sign of the night’ is explicative and made the sign of the day sight-giving in other words one in which it is possible to see because of the light; that you may seek therein bounty from your Lord by earning your livelihood and that you may know by both day and night the number of years and the reckoning of the times of the day and everything that might be needed We have detailed very distinctly We have explained clearly.
وَكُلَّ إِنْسَانٍ أَلْزَمْنَاهُ طَآئِرَهُ فِي عُنُقِهِ وَنُخْرِجُ لَهُ يَوْمَ ٱلْقِيَامَةِ كِتَاباً يَلْقَاهُ مَنْشُوراً,And We have attached every person’s omen — his deeds — for him to carry upon his neck — this site is singled out for mention because fastening something to it is much more severe; Mujāhid b. Jabr al-Makkī said ‘There is not a child born but it has a leaf around its neck in which it is decreed that the child will be either fortunate or damned’ — and We shall bring forth for him on the Day of Resurrection a book in which his deeds are recorded and which he will find wide open yalqāhu manshūran both are adjectival qualifications of kitāban ‘a book’.
ٱقْرَأْ كِتَٰبَكَ كَفَىٰ بِنَفْسِكَ ٱلْيَوْمَ عَلَيْكَ حَسِيباً,And it will be said to him ‘Read your book! This day your soul suffices as your own reckoner’.
مَّنِ ٱهْتَدَىٰ فَإِنَّمَا يَهْتَدي لِنَفْسِهِ وَمَن ضَلَّ فَإِنَّمَا يَضِلُّ عَلَيْهَا وَلاَ تَزِرُ وَازِرَةٌ وِزْرَ أُخْرَىٰ وَمَا كُنَّا مُعَذِّبِينَ حَتَّىٰ نَبْعَثَ رَسُولاً,Whoever is guided is guided only to the good of his own soul because the reward of his guidance will be for him; and whoever goes astray goes astray only to its his soul’s detriment because the sin thereof will be held against it. No burdened no sinful soul shall bear the burden of another soul. And We never chastise anyone until We have sent a messenger to make clear to him that which is his obligation.
وَإِذَآ أَرَدْنَآ أَن نُّهْلِكَ قَرْيَةً أَمَرْنَا مُتْرَفِيهَا فَفَسَقُواْ فِيهَا فَحَقَّ عَلَيْهَا ٱلْقَوْلُ فَدَمَّرْنَاهَا تَدْمِيراً,And when We desire to destroy a town We command its affluent ones those inhabitants of its who enjoy the graces of God meaning its leaders We command them to obedience by the tongue of Our messengers; but they fall into immorality therein rebelling against Our command and so the Word is justified concerning it that it should be chastised and We destroy it utterly We annihilate it by annihilating its inhabitants and leaving it in ruins.
وَكَمْ أَهْلَكْنَا مِنَ ٱلْقُرُونِ مِن بَعْدِ نُوحٍ وَكَفَىٰ بِرَبِّكَ بِذُنُوبِ عِبَادِهِ خَبِيرَاً بَصِيراً,How many — in other words many — generations communities We have destroyed since Noah! And your Lord suffices as One Informed and Beholder of the sins of His servants Knower of the hidden and manifest aspects of these sins bi-rabbika ‘your Lord’ is semantically connected to bi-dhunūb ‘of the sins’.
مَّن كَانَ يُرِيدُ ٱلْعَاجِلَةَ عَجَّلْنَا لَهُ فِيهَا مَا نَشَآءُ لِمَن نُّرِيدُ ثُمَّ جَعَلْنَا لَهُ جَهَنَّمَ يَصْلاهَا مَذْمُوماً مَّدْحُوراً,Whoever desires through his deeds the hasty world that is the life of this world We hasten for him therein whatever We will for whom We please such a hastening li-man nurīd ‘for whom We please’ is a substitute for lahu ‘for him’ with the repetition of the genitive particle li-. Then We appoint for him in the Hereafter Hell to which he will be exposed to which he will be admitted condemned blameful and rejected banished from God’s mercy.
وَمَنْ أَرَادَ ٱلآخِرَةَ وَسَعَىٰ لَهَا سَعْيَهَا وَهُوَ مُؤْمِنٌ فَأُولَئِكَ كَانَ سَعْيُهُم مَّشْكُوراً,And whoever desires the Hereafter and strives for it with the necessary effort that is he performs the deeds worthy of it being a believer wa-huwa mu’minun is a circumstantial qualifier — for such their effort will find favour with God that is their effort will be accepted and rewarded.
كُلاًّ نُّمِدُّ هَـٰؤُلاۤءِ وَهَـٰؤُلاۤءِ مِنْ عَطَآءِ رَبِّكَ وَمَا كَانَ عَطَآءُ رَبِّكَ مَحْظُوراً,Each of the two parties We supply We give to these and to those hā’ūlā’ wa-hā’ūlā’ is a substitute for kullan ‘each’ from min is semantically connected to numiddu ‘We supply’ from your Lord’s bounty in this world. And your Lord’s bounty therein is not confined it is not forbidden to anyone.
ٱنظُرْ كَيْفَ فَضَّلْنَا بَعْضَهُمْ عَلَىٰ بَعْضٍ وَلَلآخِرَةُ أَكْبَرُ دَرَجَاتٍ وَأَكْبَرُ تَفْضِيلاً,See how We have given preference to some of them over others in provision and renown. And truly the Hereafter is greater grander in degrees and greater in preferment to this world and so one ought to devote one’s attention to it the Hereafter to the exclusion of the other.
لاَّ تَجْعَل مَعَ ٱللَّهِ إِلَـٰهاً آخَرَ فَتَقْعُدَ مَذْمُوماً مَّخْذُولاً,Do not set up another god besides God or you will sit blameworthy forsaken with no one to assist you.
وَقَضَىٰ رَبُّكَ أَلاَّ تَعْبُدُوۤاْ إِلاَّ إِيَّاهُ وَبِٱلْوَالِدَيْنِ إِحْسَاناً إِمَّا يَبْلُغَنَّ عِندَكَ ٱلْكِبَرَ أَحَدُهُمَا أَوْ كِلاَهُمَا فَلاَ تَقُل لَّهُمَآ أُفٍّ وَلاَ تَنْهَرْهُمَا وَقُل لَّهُمَا قَوْلاً كَرِيماً,And your Lord has decreed He has commanded that you worship none save Him and that you show kindness to parents by being dutiful to them. If they should reach old age with you one of them ahaduhumā is the subject of the verb or both a variant reading for yablughanna has yablughān ‘both should reach’ in which case ahaduhumā would be substituting for the dual indicator alif of yablughān then do not say to them ‘Fie’ read uffan or uffin uffa or uffi a verbal noun meaning tabban ‘perish!’ or qubhan ‘evil!’ nor repulse them but speak to them gracious words fair and gentle words.
وَٱخْفِضْ لَهُمَا جَنَاحَ ٱلذُّلِّ مِنَ ٱلرَّحْمَةِ وَقُل رَّبِّ ٱرْحَمْهُمَا كَمَا رَبَّيَانِي صَغِيراً,And lower to them the wing of humility show them your submissive side out of mercy that is on account of your affection for them and say ‘My Lord have mercy on them just as they had mercy on me when they reared me when I was little’.
رَّبُّكُمْ أَعْلَمُ بِمَا فِي نُفُوسِكُمْ إِن تَكُونُواْ صَالِحِينَ فَإِنَّهُ كَانَ لِلأَوَّابِينَ غَفُوراً,Your Lord knows best what is in your hearts in the way of what may be concealed of dutifulness or disobedience to parents. If you are righteous obedient to God then truly to those who are penitent those who return to obedience of Him He is Forgiving of any slip that might have issued on their part regarding their duty to the parents so long as they do not conceal within themselves any disrespect towards them.
وَآتِ ذَا ٱلْقُرْبَىٰ حَقَّهُ وَٱلْمِسْكِينَ وَٱبْنَ ٱلسَّبِيلِ وَلاَ تُبَذِّرْ تَبْذِيراً,And give the kinsman his due of dutifulness and kindness and the needy and the traveller as well; and do not squander by expending for any purpose other than in obedience to God.
إِنَّ ٱلْمُبَذِّرِينَ كَانُوۤاْ إِخْوَانَ ٱلشَّيَاطِينِ وَكَانَ ٱلشَّيْطَانُ لِرَبِّهِ كَفُوراً,Indeed squanderers are brothers of devils that is they follow their way and the Devil was ever ungrateful to his Lord extremely rejective of His graces likewise his brother the squanderer.
وَإِمَّا تُعْرِضَنَّ عَنْهُمُ ٱبْتِغَآءَ رَحْمَةٍ مِّن رَّبِّكَ تَرْجُوهَا فَقُل لَّهُمْ قَوْلاً مَّيْسُوراً,But if you have to overlook them that is the kinsmen and the others mentioned and do not give to them seeking mercy from your Lord a mercy which you expect in the future that is you do not give to them because of a request for provision which you are waiting to come to you from your Lord before you give to them then speak to them gentle words pleasant and reasonable words promising them that you will give to them when the provision from God arrives.
وَلاَ تَجْعَلْ يَدَكَ مَغْلُولَةً إِلَىٰ عُنُقِكَ وَلاَ تَبْسُطْهَا كُلَّ ٱلْبَسْطِ فَتَقْعُدَ مَلُوماً مَّحْسُوراً,And do not keep your hand chained to your neck in other words do not withhold it completely from expending nor open it in order to expend completely or you will sit blameworthy — this refers to the first case — and denuded cut off having nothing — this refers to the latter case.
إِنَّ رَبَّكَ يَبْسُطُ ٱلرِّزْقَ لِمَن يَشَآءُ وَيَقْدِرُ إِنَّهُ كَانَ بِعِبَادِهِ خَبِيراً بَصِيراً,Truly your Lord expands provision He makes it abundant for whomever He will and He straitens He restricts it for whomever He will. Indeed He is ever Aware and Seer of His servants Knower of what they hide and what they manifest giving them provision in accordance with their welfare.
وَلاَ تَقْتُلُوۤاْ أَوْلادَكُمْ خَشْيَةَ إِمْلاقٍ نَّحْنُ نَرْزُقُهُمْ وَإِيَّاكُم إنَّ قَتْلَهُمْ كَانَ خِطْئاً كَبِيراً,And do not slay your children by burying them alive fearing penury poverty. We shall provide for them and for you. Slaying them is truly a great sin.
وَلاَ تَقْرَبُواْ ٱلزِّنَىٰ إِنَّهُ كَانَ فَاحِشَةً وَسَآءَ سَبِيلاً,And do not come anywhere near fornication — this form of expressing it is more effective than saying ‘Do not commit it’. It is indeed an indecency an abomination and it is an evil way.
وَلاَ تَقْتُلُواْ ٱلنَّفْسَ ٱلَّتِي حَرَّمَ ٱللَّهُ إِلاَّ بِٱلحَقِّ وَمَن قُتِلَ مَظْلُوماً فَقَدْ جَعَلْنَا لِوَلِيِّهِ سُلْطَاناً فَلاَ يُسْرِف فِّي ٱلْقَتْلِ إِنَّهُ كَانَ مَنْصُوراً,And do not slay the soul whose life God has made inviolable except with due cause. Whoever is slain wrongfully We have certainly given his heir the one inheriting from him a warrant a sanction to retaliate against the slayer; but let him not commit excess let him not overstep the bounds in slaying by slaying other than the killer of the one slain or by other than that instrument with which he the slain was killed; for he is supported by the Law.
وَلاَ تَقْرَبُواْ مَالَ ٱلْيَتِيمِ إِلاَّ بِٱلَّتِي هِيَ أَحْسَنُ حَتَّىٰ يَبْلُغَ أَشُدَّهُ وَأَوْفُواْ بِالْعَهْدِ إِنَّ ٱلْعَهْدَ كَانَ مَسْؤُولاً,And do not come anywhere near an orphan’s property except in the fairest manner until he comes of age. And fulfil the covenant should you make a covenant with God or with people in general. Indeed the covenant will be enquired into.
وَأَوْفُوا ٱلْكَيْلَ إِذا كِلْتُمْ وَزِنُواْ بِٱلقِسْطَاسِ ٱلْمُسْتَقِيمِ ذٰلِكَ خَيْرٌ وَأَحْسَنُ تَأْوِيلاً,And give full measure complete it when you measure and weigh with a right balance with an even balance that is better and fairer in return.
وَلاَ تَقْفُ مَا لَيْسَ لَكَ بِهِ عِلْمٌ إِنَّ ٱلسَّمْعَ وَٱلْبَصَرَ وَٱلْفُؤَادَ كُلُّ أُولـٰئِكَ كَانَ عَنْهُ مَسْؤُولاً,And do not pursue that of which you have no knowledge. Indeed the hearing and the sight and the heart — of each of these it will be asked of that person what he did with them.
وَلاَ تَمْشِ فِي ٱلأَرْضِ مَرَحاً إِنَّكَ لَن تَخْرِقَ ٱلأَرْضَ وَلَن تَبْلُغَ ٱلْجِبَالَ طُولاً,And do not walk in the earth exultantly that is exultant with pride and conceit. Indeed you will not rend the earth you will not pierce it and reach its depths with your pride nor attain the mountains in height the meaning is that you shall never attain such ends so how can you be so arrogant?
كُلُّ ذٰلِكَ كَانَ سَيِّئُهُ عِنْدَ رَبِّكَ مَكْرُوهاً,All of that which has been mentioned — the evil of it is hateful in the sight of your Lord.
ذَلِكَ مِمَّآ أَوْحَىٰ إِلَيْكَ رَبُّكَ مِنَ ٱلْحِكْمَةِ وَلاَ تَجْعَلْ مَعَ ٱللَّهِ إِلَـٰهاً آخَرَ فَتُلْقَىٰ فِي جَهَنَّمَ مَلُوماً مَّدْحُوراً,This is part of the wisdom the admonition which your Lord has revealed to you O Muhammad (s). And do not set up with God any other god or you will be cast into Hell blameworthy abandoned banished from God’s mercy.
أَفَأَصْفَاكُمْ رَبُّكُم بِٱلْبَنِينَ وَٱتَّخَذَ مِنَ ٱلْمَلاۤئِكَةِ إِنَاثاً إِنَّكُمْ لَتَقُولُونَ قَوْلاً عَظِيماً,Has your Lord then preferred you has He distinguished you exclusively O Meccans with sons and chosen for Himself females from among the angels? as daughters for Himself in the way that you are wont to claim. Truly by saying this you are speaking a monstrous word!
وَلَقَدْ صَرَّفْنَا فِي هَـٰذَا ٱلْقُرْآنِ لِيَذَّكَّرُواْ وَمَا يَزِيدُهُمْ إِلاَّ نُفُوراً,And verily We have dispensed We have elucidated in this Qur’ān similitudes promises of reward and threats of retribution so that they may remember that they may be admonished but it that elucidation only increases them in aversion to the Truth.
قُلْ لَّوْ كَانَ مَعَهُ آلِهَةٌ كَمَا يَقُولُونَ إِذاً لاَّبْتَغَوْاْ إِلَىٰ ذِي ٱلْعَرْشِ سَبِيلاً,Say to them ‘If there were with Him that is with God other gods as they say they would in that case have sought against the Lord of the Throne that is against God some path some way in order to fight Him off.
سُبْحَانَهُ وَتَعَالَىٰ عَمَّا يَقُولُونَ عُلُوّاً كَبِيراً,Glory be to Him — an affirmation of His transcendence — and exalted be He above what they say in the way of His having associates greatly!
تُسَبِّحُ لَهُ ٱلسَّمَٰوَٰتُ ٱلسَّبْعُ وَٱلأَرْضُ وَمَن فِيهِنَّ وَإِن مِّن شَيْءٍ إِلاَّ يُسَبِّحُ بِحَمْدِهِ وَلَـٰكِن لاَّ تَفْقَهُونَ تَسْبِيحَهُمْ إِنَّهُ كَانَ حَلِيماً غَفُوراً,The seven heavens and the earth and all that is therein proclaim His praise they affirm His transcendence. And there is not a thing among things created but proclaims enwrapped in His praise in other words everything says subhāna’Llāh wa-bi-hamdihi ‘Glory and praise be to God’; but you do not understand their glorification because it is not proclaimed in your language. Lo! He is Forbearing Forgiving for He does not hasten to bring about your punishment.
وَإِذَا قَرَأْتَ ٱلْقُرآنَ جَعَلْنَا بَيْنَكَ وَبَيْنَ ٱلَّذِينَ لاَ يُؤْمِنُونَ بِٱلآخِرَةِ حِجَاباً مَّسْتُوراً,And when you recite the Qur’ān We place between you and those who do not believe in the Hereafter a hidden barrier that is one that hides you from them so that they cannot see you — this was revealed regarding those who wanted to assassinate him s the Prophet.
وَجَعَلْنَا عَلَىٰ قُلُوبِهِمْ أَكِنَّةً أَن يَفْقَهُوهُ وَفِيۤ ءَاذَانِهِمْ وَقْراً وَإِذَا ذَكَرْتَ رَبَّكَ فِي ٱلْقُرْءَانِ وَحْدَهُ وَلَّوْاْ عَلَىٰ أَدْبَٰرِهِمْ نُفُوراً,And We place upon their hearts veils covers lest they should understand it lest they should understand the Qur’ān in other words and so in this way they do not understand it and in their ears a deafness a heaviness thus they cannot hear it. And when you mention your Lord alone in the Qur’ān they turn their backs in aversion to it.
