Name,Surah,Ayat,Verse,Tafseer
The Cave,18,19,"And in like manner We awakened them that they might question one another. A speaker from among them said: How long have ye tarried ? They said: We have tarried a day or some part of a day, (Others) said: Your Lord best knoweth what ye have tarried. Now send one of you with this your silver coin unto the city, and let him see what food is purest there and bring you a supply thereof. Let him be courteous and let no man know of you.",And so just as We did with them that which We have mentioned it was that We aroused them We awakened them that they might question one another concerning their state and the length of their stay in the cave. One of them said ‘How long have you tarried?’ They said ‘We have tarried a day or part of a day’ he said this because they had entered the cave at sunrise and were awakened at sunset and so they thought that it was the time of sunset on the day of their entry. Then they said unsure about this fact ‘Your Lord knows best how long you have tarried. Now send one of you with this silver coin of yours read bi-warqikum or bi-wariqikum to the city — which is said to be the one now called Tarsus Tarasūs — and let him see which is the purest food that is which of the foods of the city is the purest and let him bring you a supply thereof. Let him be careful and not make anyone aware of you.
The Cave,18,20,"For they, if they should come to know of you, will stone you or turn you back to their religion; then ye will never prosper.",For indeed if they should come to know of you they will either stone you kill you by stoning or make you return to their creed and then if you do return to their creed you will never prosper’.
The Cave,18,21,"And in like manner We disclosed them (to the people of the city) that they might know that the promise of Allah is true, and that, as for the Hour, there is no doubt concerning it. When (the people of the city) disputed of their case among themselves, they said: Build over them a building; their Lord knoweth best concerning them. Those who won their point said: We verily shall build a place of worship over them.",And so just as We aroused them it was that We disclosed them to their people and the believers that they that is their people might know that God’s promise of resurrection is true by virtue of the fact that One Who has the power to make them sleep for such a long period of time or sustain them in that state without nourishment also has the power to resurrect the dead; and that as for the Hour there is no doubt no uncertainty concerning it. Behold idh adverbially qualifies a‘tharnā ‘We disclosed’ they were disputing that is the believers and the disbelievers among themselves their affair the affair of the youths with regard to building something around them as a monument; so they the disbelievers said ‘Build over them that is around them a building to cover them up; their Lord knows them best.’ Those who prevailed regarding their affair the affair of the youths namely the believers ‘We will verily set up over them around them a place of worship’ for prayers to be performed therein. And this indeed took place at the entrance of the cave.
The Cave,18,22,"(Some) will say: They were three, their dog the fourth, and (some) say: Five, their dog the sixth, guessing at random; and (some) say: Seven, and their dog the eighth. Say (O Muhammad): My Lord is Best Aware of their number. None knoweth them save a few. So contend not concerning them except with an outward contending, and ask not any of them to pronounce concerning them.",They will say that is some of those disputing the number of the youths of the cave at the time of the Prophet s in other words some of these will say that they the youths were ‘Three; their dog the fourth of them’; and they some others among them will say ‘Five; their dog the sixth of them’ — both of these sayings were those of the Christians of Najrān — guessing at random in other words out of supposition not having been present with them at the time and this statement ‘guessing at random’ refers back to both sayings and is in the accusative because it is an object denoting reason in other words they said this for the reason that they were merely supposing it. And they that is the believers will say ‘Seven; and their dog the eighth of them’ the sentence is part of the subject clause the predicate of which is the adjectival qualification of sab‘a ‘seven’ namely thāminuhum ‘the eighth of them’ with the additional wāw wa-thāminuhum which is said to be for emphasis or an indication that the adjective is semantically attached to that which it is qualifying. The qualification of the first two sayings as being ‘random’ but not the third is proof that the latter is the satisfactory and correct number. Say ‘My Lord knows best their number and none knows them except a few’ Ibn ‘Abbās said ‘I am one of these “few” described’ and he mentioned that they were seven. So do not contend concerning them except with an outward manner of contention except with that which has been revealed to you and do not question concerning them do not ask for opinions from any of them from the People of the Scripture the Jews. The people of Mecca asked him the Prophet about the story of the People of the Cave and so he said to them ‘I will tell you about it tomorrow’ but without adding the words ‘If God wills’ inshā’a’ Llāhu and so the following was revealed
The Cave,18,23,"And say not of anything: Lo! I shall do that tomorrow,",And never say regarding something that is for the purpose of doing something ‘I will indeed do that tomorrow’ in other words I will do something at some future point in time
The Cave,18,24,"Except if Allah will. And remember thy Lord when thou forgettest, and say: It may be that my Lord guideth me unto a nearer way of truth than this.",without adding ‘If God will’ in other words unless firmly adhering to the will of God exalted be He by saying ‘If God will’ inshā’a’Llāh. And remember your Lord that is remember His will making things conditional on it if you forget to make things conditional on it mentioning it after forgetting it is the equal in validity to mentioning it at the time of the statement — as al-Hasan al-Basrī and others have said — as long as the person is still in the same place in which he made the statement. And say ‘May be my Lord will guide me to something closer in time than this closer than the story of the People of the Cave as an indication of the truth of my prophethood by way of guidance and God indeed did so.
The Cave,18,25,And (it is said) they tarried in their Cave three hundred years and add nine.,And they tarried in the Cave three hundred read with tanwīn thalāthami’atin years sinīn is an explicative supplement to thalāthami’atin ‘three hundred’ these three hundred years in the case of the People of the Cave were solar years; but for the number of lunar ones the Arabs add nine years thereto and this is mentioned in His saying and add nine that is nine years; in other words three hundred solar years while three hundred and nine lunar ones.
The Cave,18,26,"Say: Allah is Best Aware how long they tarried. His is the Invisible of the heavens and the earth. How clear of sight is He and keen of hearing! They have no protecting friend beside Him, and He maketh none to share in His government.",Say ‘God is more knowledgeable of how long they tarried more knowledgeable than those contending over this issue — and this fact has already been mentioned above verse 19. To Him belongs the Unseen of the heavens and the earth that is to Him belongs the knowledge thereof. How well He sees! namely God — this form is for expressing amazement at something. How well He hears! likewise for expressing amazement. These two expressions are being used metaphorically. What is meant is that nothing can escape God’s sight or hearing. They the inhabitants of the heavens and the earth have no guardian someone to assist them besides Him and He makes none to share in His rule’ for He is Independent without need of a partner.
The Cave,18,27,"And recite that which hath been revealed unto thee of the Scripture of thy Lord. There is none who can change His words, and thou wilt find no refuge beside Him.",And recite that which has been revealed to you of the Book of your Lord. There is none who can change His words. And you will not find besides Him any refuge.
The Cave,18,28,"Restrain thyself along with those who cry unto their Lord at morn and evening, seeking His Countenance; and let not thine eyes overlook them, desiring the pomp of the life of the world; and obey not him whose heart We have made heedless of Our remembrance, who followeth his own lust and whose case hath been abandoned.",And restrain yourself detain yourself along with those who call upon their Lord at morning and evening desiring through their worship His Countenance exalted be He and not any of the transient things of this world — and these are the poor; and do not let your eyes overlook turn away from them — these the eyes are being used to refer to the person addressed — desiring the glitter of the life of this world. And do not obey him whose heart We have made oblivious to Our remembrance that is to the Qur’ān — this was ‘Uyayna b. Hisn and his companions — and who follows his own whim by attributing partners to God and whose conduct is mere prodigality excess.
The Cave,18,29,"Say: (It is) the truth from the Lord of you (all). Then whosoever will, let him believe, and whosoever will, let him disbelieve. Lo! We have prepared for disbelievers Fire. Its tent encloseth them. If they ask for showers, they will be showered with water like to molten lead which burneth the faces. Calamitous the drink and ill the resting-place!",And say to him and to his companions that this Qur’ān is ‘The truth that comes from your Lord; so whoever will let him believe and whoever will let him disbelieve’ — this is meant as a threat to them. Indeed We have prepared for the wrongdoers that is the disbelievers a Fire and they will be surrounded by its pavilion by that which encloses the Fire itself. If they cry out for help they will be succoured with water like molten copper like thick burning oil which scalds faces because of the intensity of its heat if it is brought near them. What an evil drink that is and how ill is the Fire as a resting-place! murtafaqan is a specification derived from the agent of the verb in other words vile is the person choosing to rest thereon; and this is in contrast to what He will say next about Paradise How fair a resting-place below verse 31. For indeed what resting-place can there be in the Fire?
The Cave,18,30,Lo! as for those who believe and do good works - Lo! We suffer not the reward of one whose work is goodly to be lost.,Truly those who believe and perform righteous deeds — indeed We do not leave the reward of those of good deeds to go to waste this last sentence is the predicate of the previous inna’lladhīna ‘truly those who’ and in it an overt identification of the recipients of the reward has replaced the would-be pronominalisation in other words it is ‘their reward’ which shall not be left to go to waste and We will reward them with what it the reward of good-doers comprises.
The Cave,18,31,"As for such, theirs will be Gardens of Eden, wherein rivers flow beneath them; therein they will be given armlets of gold and will wear green robes of finest silk and gold embroidery, reclining upon throne therein. Blest the reward, and fair the resting-place!",Those for them there shall be Gardens of Eden as a place of residence underneath which rivers flow; therein they shall be adorned with bracelets of gold min asāwir it is said that min here is either extra or partitive; it asāwir is the plural of aswira — similar in pattern to ahmira for himār — which is the plural of siwār and they shall wear green garments of fine silk sundus and heavy silk brocade istabraq is that silk which is coarse God says in the verse of sūrat al-Rahmān Q. 5554 lined with heavy silk brocade; reclining therein on couches arā’ik is the plural of arīka which is a bed inside a curtained canopy and is also a tent adorned with garments and curtains for a bride. How excellent a reward a requital is Paradise and how fair a resting-place!
The Cave,18,32,"Coin for them a similitude: Two men, unto one of whom We had assigned two gardens of grapes, and We had surrounded both with date-palms and had put between them tillage.",And strike coin for them for the disbelievers together with the believers a similitude two men rajulayn is a substitute for mathalan ‘a similitude’ and constitutes together with what follows an explanation of the similitude to one of whom the disbeliever We had assigned two gardens orchards of vines and We had surrounded them with date-palms and had set between them a field of crops from which he acquired his food supplies.
The Cave,18,33,Each of the gardens gave its fruit and withheld naught thereof. And We caused a river to gush forth therein.,Each of the two gardens kiltā ‘each of the two’ is a singular noun that indicates a dual number; and the entire clause is the subject yielded ātat is the predicate thereof its produce its fruit without stinting diminishing anything thereof. And We caused a stream to gush forth therein to run through them.
The Cave,18,34,"And he had fruit. And he said unto his comrade, when he spake with him: I am more than thee in wealth, and stronger in respect of men.",And he had together with his two gardens fruit read thamar thumur or thumr all of which constitute the plural of thamra sing. ‘a fruit’ similar in pattern to shajara pl. shajar khashaba pl. khushb or badana pl. budn and he said to his companion the believer as he conversed with him boasting before him ‘I have more wealth than you and am stronger in respect of men’ in respect of clansmen.
The Cave,18,35,"And he went into his garden, while he (thus) wronged himself. He said: I think not that all this will ever perish.",And he entered his garden taking with him his companion accompanying him all around it showing him its fruits — God does not say here his ‘two gardens’ because what is meant is the beautiful part of the garden rawda; or because to mention just one suffices — having wronged himself through his disbelief. He said ‘I do not think that all this will ever perish become non-existent.
The Cave,18,36,"I think not that the Hour will ever come, and if indeed I am brought back unto my Lord I surely shall find better than this as a resort.",Moreover I do not think that the Hour will ever come; and even if I am indeed returned to my Lord in the Hereafter according to your claim I shall surely find better than this as a resort’ as a place of return.
The Cave,18,37,"His comrade, when he (thus) spake with him, exclaimed: Disbelievest thou in Him Who created thee of dust, then of a drop (of seed), and then fashioned thee a man ?",His companion said to him as he conversed with him responding to him ‘Do you disbelieve in Him Who created you of dust — as Adam was created of it — then of a drop of fluid of semen then fashioned you made you upright and gave you the form of a man?
The Cave,18,38,"But He is Allah, my Lord, and I ascribe unto my Lord no partner.",But lo lākinnā is actually made up of lākin anā ‘but I … ’ where the hamza vowel has either been transferred onto the nūn of lākin or omitted altogether with the nūn assimilated with the like of it He is huwa this is the pronoun of the subject matter to be stated and is clarified by the sentence that follows it the meaning in other words is ‘But it is that I say that He is’ God my Lord and I do not ascribe any partner to my Lord.
The Cave,18,39,"If only, when thou enteredst thy garden, thou hadst said: That which Allah willeth (will come to pass)! There is no strength save in Allah! Though thou seest me as less than thee in wealth and children,",And if only when you entered your garden you had said upon admiring it ‘This is “What God has willed. There is no power except in God”. In a hadīth it is stated that ‘Whoever is given something good in the way of family or wealth and upon receiving it says “What God wills comes to pass; there is no power except in God” mā shā’a’Llāh lā quwwata illā bi’Llāh he will never experience any ill therefrom’. If you see me anā is a pronoun separating two direct objects as less than you in wealth and children
The Cave,18,40,"Yet it may be that my Lord will give me better than thy garden, and will send on it a bolt from heaven, and some morning it will be a smooth hillside,",maybe my Lord will give me something better than your garden this is the response to the conditional clause beginning with lawlā ‘and if only’ and unleash upon it bolts husbān is the plural of husbāna that is to say thunderbolts from the heaven so that it becomes a bare plain a piece of smooth ground upon which no foot can stand firm;
The Cave,18,41,Or some morning the water thereof will be lost in the earth so that thou canst not make search for it.,or maybe its water will sink deep down ghawran functions in meaning like ghā’iran and it constitutes a supplement to yursila ‘He will unleash’ but not a supplement to tusbiha ‘it becomes’ because the sinking of water deep into the earth does not necessarily result from thunderbolts so that you have no means of acquiring it’ no possible way of reaching it.
The Cave,18,42,"And his fruit was beset (with destruction). Then began he to wring his hands for all that he had spent upon it, when (now) it was all ruined on its trellises, and to say: Would that I had ascribed no partner to my Lord!",And his fruit was beset through the curbing measures mentioned above it was beset together with his garden by destruction and were thus ruined and so he began to wring his hands out of regret and anguish because of what he had spent on it on the cultivation of his garden as it lay fallen having collapsed on its trellises those supporting the vines so that first these collapsed and then the vine-grapes collapsed after them saying ‘O yā is for exclamation I wish I had not ascribed any partner to my Lord!’
The Cave,18,43,"And he had no troop of men to help him as against Allah, nor could he save himself.",But there was no read takun or yakun party no persons to help him besides God at the moment of its destruction nor could he help himself at the moment of its destruction all by himself.
The Cave,18,44,"In this case is protection only from Allah, the True, He is Best for reward, and best for consequence.",There that is on the Day of Resurrection all protection walāya; if read wilāya then it means ‘sovereignty’ belongs to God the True if read as al-haqqu then it is as an adjective qualifying walāya or wilāya or if read as al-haqqi then it is an attribute of God’s Majesty. He is better at rewarding than the rewarding of any person other than Him if such a person were in a position to reward; and best in consequence read ‘uquban or ‘uqban He is best in terms of the consequence for believers both thawāban ‘rewarding’ and ‘uqban ‘consequence’ are in the accusative for the purpose of specification.
The Cave,18,45,"And coin for them the similitude of the life of the world as water which We send down from the sky, and the vegetation of the earth mingleth with it and then becometh dry twigs that the winds scatter. Allah is able to do all things.",And strike draw for them your people the similitude of the life of this world mathala’l-hayāti’l-dunyā constitutes the first direct object as water ka-mā’in the second direct object which We send down out from the heaven and the vegetation of the earth mingles with it the vegetation multiplies by the sending down of the water; or it is that the water mixes with the vegetation such that it is nourished and flourishes; and it then becomes the vegetation becomes chaff dried up its various parts broken up in fragments scattered strewn and dispersed by the winds which then blow it away. The import is the life of this world is likened to flourishing vegetation which then becomes dry is broken up and scattered by the winds a variant reading for riyāh ‘winds’ has rīh. And God is Omnipotent Powerful over all things.
The Cave,18,46,"Wealth and children are an ornament of the life of the world. But the good deeds which endure are better in thy Lord’s sight for reward, and better in respect of hope.",Wealth and children are an adornment of the life of this world adornment with which one arrays oneself therein. But the enduring things the righteous deeds — and these are ‘Glory be to God’ subhāna’Llāh ‘Praise be to God’ al-hāmdu li’Llāh ‘There is no god but God lā ilāha illā’Llāh ‘God is Great’ Allāhu akbar; some add the following ‘There is no power or strength except in God’ lā hawla wa-lā quwwata illā bi’Llāh — these are better with your Lord for reward and better in respect of hope in other words they are better in terms of what a person hopes for and desires from God exalted be He.
The Cave,18,47,"And (bethink you of) the Day when we remove the hills and ye see the earth emerging, and We gather them together so as to leave not one of them behind.",And mention the day when the mountains shall be set in motion — they shall be removed from the face of the earth and become ‘as scattered dust’ Q. 566 a variant reading for tusayyaru’l-jibālu has nusayyiru’l-jibāla ‘We shall set the mountains in motion’ and you will see the earth exposed manifest in full view with no mountain or anything else on top of it. And We shall gather them believers and disbelievers such that We will not leave out anyone of them.
The Cave,18,48,And they are set before thy Lord in ranks (and it is said unto them): Now verily have ye come unto Us as We created you at the first. But ye thought that We had set no tryst for you.,And they shall be presented before your Lord in ranks saffan is a circumstantial qualifier in other words ranged so that every community is in a row on its own and it shall be said to them ‘Verily you have come to Us just as We created you the first time that is to say individually barefoot naked and uncircumcised; and it shall be said to the deniers of the Resurrection rather you claimed that a of allan is an softened in place of the hardened one in other words it is to be understood as annahu We would not appoint for you a tryst’ for resurrection.
The Cave,18,49,"And the Book is placed, and thou seest the guilty fearful of that which is therein, and they say: What kind of a Book is this that leaveth not a small thing nor a great thing but hath counted it! And they find all that they did confronting them, and thy Lord wrongeth no-one.",And the Book shall be set in place the Book of every man — in his right hand if he is from among the believers and in his left hand if he is from among the disbelievers. And you will see the guilty the disbelievers apprehensive fearful of what is in it and they will say when they observe the evil deeds recorded in it ‘O yā is for exclamation woe to us! O this is our destruction! this form waylatanā is a verbal noun but in this form it cannot be conjugated as a verb What is it with this Book that it leaves out neither small nor great from among our sins but instead it has counted it?’ enumerated it and fixed it in the record — they are stupefied by it in this respect. And they shall find all that they did present fixed in writing in their individual Book. And your Lord does not wrong anyone He does not punish him if he is without guilt nor does He diminish anything of the reward of a believer.
The Cave,18,50,"And (remember) when We said unto the angels: Fall prostrate before Adam, and they fell prostrate, all save Iblis. He was of the jinn, so he rebelled against his Lord’s command. Will ye choose him and his seed for your protecting friends instead of Me, when they are an enemy unto you ? Calamitous is the exchange for evil-doers.",And when idh is dependent because it is governed by an implicit udhkur ‘mention when’ We said to the angels ‘Prostrate before Adam’ a prostration involving a bow not placing one’s forehead down to the ground as a greeting to him; and so they prostrated all except Iblīs. He was one of the jinn — some say that these creatures are a species of angels in which case the exceptive clause illā Iblīs ‘except Iblīs’ is a continuous one; but it is also said to be discontinuous since Iblīs is considered the progenitor of all the jinn having offspring who are mentioned alongside him further below; angels on the other hand do not have offspring; and he transgressed against his Lord’s command that is to say he rebelled against obedience to Him by refraining from performing the prostration. Will you then take him and his offspring — this address is to Adam and his progeny the final pronominal suffix hā’ in both words refers to Iblīs for your patrons instead of Me obeying them when they are an enemy to you? in other words when they are your enemies wa-hum lakum ‘aduwwun is a circumstantial qualifier. How evil for the evildoers is that substitute! of Iblīs and his offspring in obeying them instead of obeying God.
The Cave,18,51,"I made them not to witness the creation of the heavens and the earth, nor their own creation; nor choose I misleaders for (My) helpers.",I did not make them a witness that is Iblīs and his offspring to the creation of the heavens and the earth nor to their own creation that is to say I did not make any of them present at the moment of the creation of the other. Nor do I take misleaders devils as My support as assistants in the process of creation so why do you obey them?
The Cave,18,52,"And (be mindful of) the Day when He will say: Call those partners of Mine whom ye pretended. Then they will cry unto them, but they will not hear their prayer, and We shall set a gulf of doom between them.",And the day yawma is in the accusative because it is governed by the implicit udhkur ‘mention’ when He will say yaqūl or it may be read as naqūl ‘We will say’ ‘Call those partners of Mine those graven images as you used to claim’ let them intercede for you in the way you used to claim; and then they will call them but they will not respond to their call they will not answer them and We shall set between them between the graven images and those who worship them a gulf of doom — a valley from among the valleys of Hell in which they shall all be destroyed the term mawbiq derives from the verb wabaqa meaning halaka ‘he was destroyed’.
The Cave,18,53,"And the guilty behold the Fire and know that they are about to fall therein, and they find no way of escape thence.",And the criminals will behold the Fire and realise that are certain that they are about to fall into it. And they will find no means of avoiding it of circumventing it.
The Cave,18,54,"And verily We have displayed for mankind in this Qur’an all manner of similitudes, but man is more than anything contentious.",And verily We have dispensed We have explained for mankind in this Qur’ān an example of every kind of similitude min kulli mathalin is an adjective qualifying an omitted clause in other words ‘We have dispensed therein a similitude from every kind of similitude that they may be admonished. But man is most disputatious he is most contentious in matters of falsehood jadalan is a specification derived from al-insān ‘man’ the subject of kāna in other words the meaning is that the disputatiousness of man is what can be found in him most.
The Cave,18,55,"And naught hindereth mankind from believing when the guidance cometh unto them, and from asking forgiveness of their Lord unless (it be that they wish) that the judgment of the men of old should come upon them or (that) they should be confronted with the Doom.",And nothing prevented people that is the disbelievers of Mecca from believing an yu’minū is after al-nāsa ‘people’ constitutes the second direct object clause when the guidance the Qur’ān came to them and from asking forgiveness of their Lord without that there should come upon them the precedent of the ancients sunnatu’l-awwalīn constitutes the subject of the verb that is to say Our precedent of dealing with them which is the destruction decreed for them or that the chastisement should come upon them before their very eyes in front of them and for them to see — which was their being killed on the day of Badr a variant reading for qibalan has qubulan which in the accusative is the plural of qabīlin meaning ‘of various kinds’.
The Cave,18,56,We send not the messengers save as bearers of good news and warners. Those who disbelieve contend with falsehood in order to refute the Truth thereby. And they take Our revelations and that wherewith they are threatened as a jest.,And We do not send messengers except as bearers of good tidings to believers and as warners as threateners to disbelievers. But those who disbelieve dispute with falsehood when they say that ‘Has God sent a human as a messenger from Him?’ Q. 1794 and the like of such statements that they may refute thereby that by way of their disputing they may invalidate the truth the Qur’ān. And they have taken My signs namely the Qur’ān and that whereof they have been warned in the way of the Fire derisively in mockery.
The Cave,18,57,"And who doth greater wrong than he who hath been reminded of the revelations of his Lord, yet turneth away from them and forgetteth what his hands send forward (to the Judgment) ? Lo! on their hearts We have placed coverings so that they understand not, and in their ears a deafness. And though thou call them to the guidance, in that case they can never be led aright.",And who does greater wrong than he who has been reminded of the signs of his Lord yet turns away from them and forgets what his hands have sent ahead? what he has committed in the way of disbelief and acts of disobedience. Indeed on their hearts We have cast veils coverings lest they should understand it that is lest they should comprehend the Qur’ān in other words and so as a result they do not comprehend it; and in their ears a deafness a heaviness and so they do not hear it; and though you call them to guidance they will not be guided in that case that is given the casting of veils mentioned ever.
The Cave,18,58,"Thy Lord is the Forgiver, Full of Mercy. If He took them to task (now) for what they earn, He would hasten on the doom for them; but theirs is an appointed term from which they will find no escape.",And your Lord is the Forgiver Full of Mercy. Were He to take them to task in this world for what they have earned He would have hastened for them the chastisement therein; but they have a tryst which is the Day of Resurrection from which they will not find any escape any refuge.
The Cave,18,59,"And (all) those townships! We destroyed them when they did wrong, and We appointed a fixed time for their destruction.",And those towns that is to say the inhabitants of those towns such as ‘Ād and Thamūd as well as others We destroyed them when they did evil when they disbelieved and We appointed for their destruction a variant reading for mahlikihim has muhlakihim a tryst.
The Cave,18,60,"And when Moses said unto his servant: I will not give up until I reach the point where the two rivers meet, though I march on for ages.",And mention when Moses son of Amram ‘Imrān said to his lad Joshua son of Nun Yūsha‘ bin Nūn who used to follow him around serve him and acquire knowledge from him ‘I will not give up I will not stop journeying until I have reached the juncture of the two seas — the point where the Byzantine sea and the Persian sea meet beyond the east — though I march on for ages’ for a very long time before reaching it if it be far.
The Cave,18,61,"And when they reached the point where the two met, they forgot their fish, and it took its way into the waters, being free.",So when they reached a juncture between the two between the two seas they forgot their fish — Joshua forgot his luggage leaving it behind at the moment of departure and Moses forgot to remind him — and so it the fish made its way into the sea that is it formed it — through God’s forming it — by burrowing that is like through a burrow which is a passage that is long and enclosed; this was so because God exalted be He held back the flow of the water preventing it from engulfing the fish and it the water withdrew from around it the fish and remained thus like a cleft without closing and what was beneath it the cleft stood still.
The Cave,18,62,"And when they had gone further, he said unto his servant: Bring us our breakfast. Verily we have found fatigue in this our journey.",And when they had made the traverse of that location having journeyed until the morning of the following day he Moses said to his lad ‘Bring us our breakfast ghadā’ that meal which is consumed at the beginning of the day. We have certainly encountered on this journey of ours much fatigue’ exhaustion which took its effect on them after the traverse.
The Cave,18,63,"He said: Didst thou see, when we took refuge on the rock, and I forgot the fish - and none but Satan caused me to forget to mention it - it took its way into the waters by a marvel.",He said ‘Do you see? — in other words remember when we sheltered at the rock in that location indeed I forgot the fish — and none but Satan made me forget al-shaytān ‘Satan’ substitutes for the suffixed pronoun hā’ of ansānī-hu to mention it an adhkurahu an inclusive substitution in other words it should be understood as ansānī dhikrahu ‘he Satan made me forget the mentioning of it’ — and it the fish made its way into the sea in an amazing manner’ ‘ajaban constitutes the second direct object that is to say Moses and his lad were amazed by it because of what has already been explained concerning it.
The Cave,18,64,He said: This is that which we have been seeking. So they retraced their steps again.,Said he Moses ‘That namely our losing the fish is what we have been seeking!’ what we have been after for it is a sign for us of the presence of the one whom we seek. So they turned back retracing their footsteps until they reached the rock.
The Cave,18,65,"Then found they one of Our slaves, unto whom We had given mercy from Us, and had taught him knowledge from Our presence.",So there they found one of Our servants namely al-Khidr to whom We had given mercy from Us — according to one opinion this mercy was prophethood; according to another it was authority and this latter is the opinion of the majority of scholars — and We had taught him knowledge from Us ‘ilman is the second direct object in other words some knowledge of unseen things; al-Bukhārī reports the following hadīth ‘Moses was delivering a sermon among the Children of Israel and was asked “Who is the most knowledgeable of people?” to which he Moses said “Myself”. God then reproached him for not having attributed his knowledge as coming from Him. God then revealed to him the following “Truly there is a servant of Mine at the juncture of the two seas; he is more knowledgeable than you”. Moses then asked “My Lord how do I reach him?” He God said ‘Take a fish with you and place it in a basket and the place where you lose the fish will be the place where he is.” He Moses took a fish and placed it in a basket and departed together with his lad Joshua son of Nun until they reached the rock. There they placed their heads back and fell asleep. The fish began to move about in the basket until it escaped from it and fell into the sea and it made its way into the sea in an amazing manner. God then held back the flow of the water preventing it from engulfing the fish forming a kind of arch over it. When he awoke his companion Joshua forgot to inform him of what had happened to the fish and so they journeyed on for the remainder of that day and night until on the morning of the second day Moses said to his lad ‘Bring us our breakfast’ to where he says and it made its way into the sea in an amazing manner’. He Bukhārī said ‘For the fish it the way into the sea was by ‘burrowing’ saraban and for Moses and his lad it this way was ‘amazing’ ‘ajaban …’ and so on to the end of Bukhārī’s report.
The Cave,18,66,"Moses said unto him: May I follow thee, to the end that thou mayst teach me right conduct of that which thou hast been taught ?",Moses said to him ‘May I follow you for the purpose that you teach me of what you have been taught in the way of probity?’ namely something of right conduct through which I might be rightly-guided a variant reading for rashadan has rushdan ‘probity’; he asked him this because to increase one’s knowledge is something which is always sought.
The Cave,18,67,He said: Lo! thou canst not bear with me.,Said he ‘Truly you will not be able to bear with me.
The Cave,18,68,How canst thou bear with that whereof thou canst not compass any knowledge ?,And how can you bear with that whereof you have never been informed?’ in the above-mentioned hadīth of Bukhārī after this verse there is the following statement ‘O Moses I possess knowledge which God has taught me and which you do not have and equally you possess knowledge which God has taught you and which I do not have’. His saying khubran ‘informed’ is a verbal noun meaning that which you have never encompassed in other words the truth of which you have never been informed of.
The Cave,18,69,"He said: Allah willing, thou shalt find me patient and I shall not in aught gainsay thee.",He said ‘You will find me God willing patient and I will not disobey in other words and you will also find me non-disobedient towards you in any matter’ with which you charge me. He Moses made this statement conditional upon the Will of God because he was not confident of himself in what he had committed himself to. Indeed this is the custom of prophets and saints namely that they do not put their trust in themselves for a single moment.
The Cave,18,70,"He said: Well, if thou go with me, ask me not concerning aught till I myself make mention of it unto thee.",He said ‘If you follow me then do not question me lā tas’alnī a variant reading has lā tas’alannī concerning anything that you might find objectionable in what I do according to your limited knowledge and be patient until I myself make mention of it to you’ in other words until I mention it to you with an explication of the reason for it. Moses accepted his precondition bearing in mind the respect which a student should exercise in the presence of a teacher.
The Cave,18,71,"So they twain set out till, when they were in the ship, he made a hole therein. (Moses) said: Hast thou made a hole therein to drown the folk thereof ? Thou verily hast done a dreadful thing.",So they set off making their way on foot along the coast of the sea until when they embarked on the ship which was carrying them he al-Khidr made a hole in it by destroying a plank or two on the starboard side with an axe after they had sailed into deep waters. Said he Moses to him ‘Did you make a hole in it to drown its people? li-tughriqa ahlahā ‘for you to drown its people’; a variant reading has li-yaghraqa ahluhā ‘so that its people might drown’. You have certainly done a dreadful thing’ that is a grave and reprehensible thing — it is reported that the water did not actually penetrate it.
The Cave,18,72,He said: Did I not tell thee that thou couldst not bear with me ?,He said ‘Did I not say that you would not be able to bear with me?’
The Cave,18,73,"(Moses) said: Be not wroth with me that I forgot, and be not hard upon me for my fault.",He said ‘Do not take me to task on account of that which I forgot that is on account of the fact that I was not mindful of submitting to you in the matter and of refraining from showing disapproval of your actions and do not exhaust me do not charge me in this affair of mine with difficulty’ with hardship during my companionship of you in other words treat me throughout it with forgiveness and indulgence.
The Cave,18,74,"So they twain journeyed on till, when they met a lad, he slew him. (Moses) said: What! Hast thou slain an innocent soul who hath slain no man ? Verily thou hast done a horrid thing.",So they set off after leaving the ship making their way on foot until when they met a boy who had not yet reached puberty playing with other boys among whom his face was the fairest — and he al-Khidr slew him by slitting his throat with a knife while he lay down or by tearing his head off with his hand or by smashing his head against a wall all of which are different opinions the coordinating fā’ of fa-qatalahu ‘and he slew him’ is used here because it indicates that the slaying took place after the encounter; the response to idhā ‘when’ is the following statement qāla … — he Moses said to him ‘Have you slain an innocent soul that is a pure one that had not reached the age of legal responsibility a variant reading for zākiya has zakiyya one slain not in retaliation for another soul? in other words one that has not slain any soul. Verily you have committed an dreadful thing’ read nukran or nukuran that is to say an abomination.
The Cave,18,75,He said: Did I not tell thee that thou couldst not bear with me ?,He said ‘Did I not say to you that you would never be able to bear with me?’ laka ‘to you’ has been added to that same statement which was made before because this time there could not be any excuse for Moses’s impatience.
The Cave,18,76,"(Moses) said: If I ask thee after this concerning aught, keep not company with me. Thou hast received an excuse from me.",And for this reason he said ‘If I ask you about anything after this after this instance then do not keep me in your company do not allow me to follow you for truly you will have found from me read ladunnī or ladunī on my part sufficient enough excuse’ for you to part company with me.
