surah_no,surah_name_en,surah_name_ar,surah_name_roman,ayah_no_surah,ayah_no_quran,ayah_ar,ayah_en,ruko_no,juz_no,manzil_no,hizb_quarter,total_ayah_surah,total_ayah_quran,place_of_revelation,sajah_ayah,sajdah_no,no_of_word_ayah,list_of_words
14,Abraham,ابراهيم,Ibrahim,35,1785,وَإِذْ قَالَ إِبْرَٰهِيمُ رَبِّ ٱجْعَلْ هَٰذَا ٱلْبَلَدَ ءَامِنًۭا وَٱجْنُبْنِى وَبَنِىَّ أَن نَّعْبُدَ ٱلْأَصْنَامَ,"˹Remember˺ when Abraham prayed, “My Lord! Make this city ˹of Mecca˺ secure, and keep me and my children away from the worship of idols.",216,13,3,104,52,6236,Meccan,FALSE,NA,13,"[وَإِذْ,قَالَ,إِبْرَٰهِيمُ,رَبِّ,ٱجْعَلْ,هَٰذَا,ٱلْبَلَدَ,ءَامِنًۭا,وَٱجْنُبْنِى,وَبَنِىَّ,أَن,نَّعْبُدَ,ٱلْأَصْنَامَ]"
14,Abraham,ابراهيم,Ibrahim,36,1786,رَبِّ إِنَّهُنَّ أَضْلَلْنَ كَثِيرًۭا مِّنَ ٱلنَّاسِ ۖ فَمَن تَبِعَنِى فَإِنَّهُۥ مِنِّى ۖ وَمَنْ عَصَانِى فَإِنَّكَ غَفُورٌۭ رَّحِيمٌۭ,"My Lord! They have caused many people to go astray. So whoever follows me is with me, and whoever disobeys me—then surely You are ˹still˺ All-Forgiving, Most Merciful.",216,13,3,104,52,6236,Meccan,FALSE,NA,17,"[رَبِّ,إِنَّهُنَّ,أَضْلَلْنَ,كَثِيرًۭا,مِّنَ,ٱلنَّاسِ,ۖ,فَمَن,تَبِعَنِى,فَإِنَّهُۥ,مِنِّى,ۖ,وَمَنْ,عَصَانِى,فَإِنَّكَ,غَفُورٌۭ,رَّحِيمٌۭ]"
14,Abraham,ابراهيم,Ibrahim,37,1787,رَّبَّنَآ إِنِّىٓ أَسْكَنتُ مِن ذُرِّيَّتِى بِوَادٍ غَيْرِ ذِى زَرْعٍ عِندَ بَيْتِكَ ٱلْمُحَرَّمِ رَبَّنَا لِيُقِيمُوا۟ ٱلصَّلَوٰةَ فَٱجْعَلْ أَفْـِٔدَةًۭ مِّنَ ٱلنَّاسِ تَهْوِىٓ إِلَيْهِمْ وَٱرْزُقْهُم مِّنَ ٱلثَّمَرَٰتِ لَعَلَّهُمْ يَشْكُرُونَ,"Our Lord! I have settled some of my offspring in a barren valley, near Your Sacred House, our Lord, so that they may establish prayer. So make the hearts of ˹believing˺ people incline towards them and provide them with fruits, so perhaps they will be thankful.",216,13,3,104,52,6236,Meccan,FALSE,NA,26,"[رَّبَّنَآ,إِنِّىٓ,أَسْكَنتُ,مِن,ذُرِّيَّتِى,بِوَادٍ,غَيْرِ,ذِى,زَرْعٍ,عِندَ,بَيْتِكَ,ٱلْمُحَرَّمِ,رَبَّنَا,لِيُقِيمُوا۟,ٱلصَّلَوٰةَ,فَٱجْعَلْ,أَفْـِٔدَةًۭ,مِّنَ,ٱلنَّاسِ,تَهْوِىٓ,إِلَيْهِمْ,وَٱرْزُقْهُم,مِّنَ,ٱلثَّمَرَٰتِ,لَعَلَّهُمْ,يَشْكُرُونَ]"
14,Abraham,ابراهيم,Ibrahim,38,1788,رَبَّنَآ إِنَّكَ تَعْلَمُ مَا نُخْفِى وَمَا نُعْلِنُ ۗ وَمَا يَخْفَىٰ عَلَى ٱللَّهِ مِن شَىْءٍۢ فِى ٱلْأَرْضِ وَلَا فِى ٱلسَّمَآءِ,Our Lord! You certainly know what we conceal and what we reveal. Nothing on earth or in heaven is hidden from Allah.,216,13,3,104,52,6236,Meccan,FALSE,NA,19,"[رَبَّنَآ,إِنَّكَ,تَعْلَمُ,مَا,نُخْفِى,وَمَا,نُعْلِنُ,ۗ,وَمَا,يَخْفَىٰ,عَلَى,ٱللَّهِ,مِن,شَىْءٍۢ,فِى,ٱلْأَرْضِ,وَلَا,فِى,ٱلسَّمَآءِ]"
14,Abraham,ابراهيم,Ibrahim,39,1789,ٱلْحَمْدُ لِلَّهِ ٱلَّذِى وَهَبَ لِى عَلَى ٱلْكِبَرِ إِسْمَٰعِيلَ وَإِسْحَٰقَ ۚ إِنَّ رَبِّى لَسَمِيعُ ٱلدُّعَآءِ,All praise is for Allah who has blessed me with Ishmael and Isaac in my old age. My Lord is indeed the Hearer of ˹all˺ prayers.,216,13,3,104,52,6236,Meccan,FALSE,NA,14,"[ٱلْحَمْدُ,لِلَّهِ,ٱلَّذِى,وَهَبَ,لِى,عَلَى,ٱلْكِبَرِ,إِسْمَٰعِيلَ,وَإِسْحَٰقَ,ۚ,إِنَّ,رَبِّى,لَسَمِيعُ,ٱلدُّعَآءِ]"
14,Abraham,ابراهيم,Ibrahim,40,1790,رَبِّ ٱجْعَلْنِى مُقِيمَ ٱلصَّلَوٰةِ وَمِن ذُرِّيَّتِى ۚ رَبَّنَا وَتَقَبَّلْ دُعَآءِ,My Lord! Make me and those ˹believers˺ of my descendants keep up prayer. Our Lord! Accept my prayers.,216,13,3,104,52,6236,Meccan,FALSE,NA,10,"[رَبِّ,ٱجْعَلْنِى,مُقِيمَ,ٱلصَّلَوٰةِ,وَمِن,ذُرِّيَّتِى,ۚ,رَبَّنَا,وَتَقَبَّلْ,دُعَآءِ]"
14,Abraham,ابراهيم,Ibrahim,41,1791,رَبَّنَا ٱغْفِرْ لِى وَلِوَٰلِدَىَّ وَلِلْمُؤْمِنِينَ يَوْمَ يَقُومُ ٱلْحِسَابُ,"Our Lord! Forgive me, my parents, and the believers on the Day when the judgment will come to pass.”",216,13,3,104,52,6236,Meccan,FALSE,NA,8,"[رَبَّنَا,ٱغْفِرْ,لِى,وَلِوَٰلِدَىَّ,وَلِلْمُؤْمِنِينَ,يَوْمَ,يَقُومُ,ٱلْحِسَابُ]"
14,Abraham,ابراهيم,Ibrahim,42,1792,وَلَا تَحْسَبَنَّ ٱللَّهَ غَٰفِلًا عَمَّا يَعْمَلُ ٱلظَّٰلِمُونَ ۚ إِنَّمَا يُؤَخِّرُهُمْ لِيَوْمٍۢ تَشْخَصُ فِيهِ ٱلْأَبْصَٰرُ,Do not think ˹O Prophet˺ that Allah is unaware of what the wrongdoers do. He only delays them until a Day when ˹their˺ eyes will stare in horror—,217,13,3,104,52,6236,Meccan,FALSE,NA,14,"[وَلَا,تَحْسَبَنَّ,ٱللَّهَ,غَٰفِلًا,عَمَّا,يَعْمَلُ,ٱلظَّٰلِمُونَ,ۚ,إِنَّمَا,يُؤَخِّرُهُمْ,لِيَوْمٍۢ,تَشْخَصُ,فِيهِ,ٱلْأَبْصَٰرُ]"
14,Abraham,ابراهيم,Ibrahim,43,1793,مُهْطِعِينَ مُقْنِعِى رُءُوسِهِمْ لَا يَرْتَدُّ إِلَيْهِمْ طَرْفُهُمْ ۖ وَأَفْـِٔدَتُهُمْ هَوَآءٌۭ,"rushing forth, heads raised, never blinking, hearts void.",217,13,3,104,52,6236,Meccan,FALSE,NA,10,"[مُهْطِعِينَ,مُقْنِعِى,رُءُوسِهِمْ,لَا,يَرْتَدُّ,إِلَيْهِمْ,طَرْفُهُمْ,ۖ,وَأَفْـِٔدَتُهُمْ,هَوَآءٌۭ]"
14,Abraham,ابراهيم,Ibrahim,44,1794,وَأَنذِرِ ٱلنَّاسَ يَوْمَ يَأْتِيهِمُ ٱلْعَذَابُ فَيَقُولُ ٱلَّذِينَ ظَلَمُوا۟ رَبَّنَآ أَخِّرْنَآ إِلَىٰٓ أَجَلٍۢ قَرِيبٍۢ نُّجِبْ دَعْوَتَكَ وَنَتَّبِعِ ٱلرُّسُلَ ۗ أَوَلَمْ تَكُونُوٓا۟ أَقْسَمْتُم مِّن قَبْلُ مَا لَكُم مِّن زَوَالٍۢ,"And warn the people of the Day when the punishment will overtake ˹the wicked among˺ them, and the wrongdoers will cry, “Our Lord! Delay us for a little while. We will respond to Your call and follow the messengers!” ˹It will be said,˺ “Did you not swear before that you would never be removed ˹to the next life˺?”",217,13,3,104,52,6236,Meccan,FALSE,NA,27,"[وَأَنذِرِ,ٱلنَّاسَ,يَوْمَ,يَأْتِيهِمُ,ٱلْعَذَابُ,فَيَقُولُ,ٱلَّذِينَ,ظَلَمُوا۟,رَبَّنَآ,أَخِّرْنَآ,إِلَىٰٓ,أَجَلٍۢ,قَرِيبٍۢ,نُّجِبْ,دَعْوَتَكَ,وَنَتَّبِعِ,ٱلرُّسُلَ,ۗ,أَوَلَمْ,تَكُونُوٓا۟,أَقْسَمْتُم,مِّن,قَبْلُ,مَا,لَكُم,مِّن,زَوَالٍۢ]"
14,Abraham,ابراهيم,Ibrahim,45,1795,وَسَكَنتُمْ فِى مَسَٰكِنِ ٱلَّذِينَ ظَلَمُوٓا۟ أَنفُسَهُمْ وَتَبَيَّنَ لَكُمْ كَيْفَ فَعَلْنَا بِهِمْ وَضَرَبْنَا لَكُمُ ٱلْأَمْثَالَ,"You passed by the ruins of those ˹destroyed peoples˺ who had wronged themselves. It was made clear to you how We dealt with them, and We gave you ˹many˺ examples.",217,13,3,104,52,6236,Meccan,FALSE,NA,14,"[وَسَكَنتُمْ,فِى,مَسَٰكِنِ,ٱلَّذِينَ,ظَلَمُوٓا۟,أَنفُسَهُمْ,وَتَبَيَّنَ,لَكُمْ,كَيْفَ,فَعَلْنَا,بِهِمْ,وَضَرَبْنَا,لَكُمُ,ٱلْأَمْثَالَ]"
14,Abraham,ابراهيم,Ibrahim,46,1796,وَقَدْ مَكَرُوا۟ مَكْرَهُمْ وَعِندَ ٱللَّهِ مَكْرُهُمْ وَإِن كَانَ مَكْرُهُمْ لِتَزُولَ مِنْهُ ٱلْجِبَالُ,"They devised every plot, which was fully known to Allah, but their plotting was not enough to ˹even˺ overpower mountains ˹let alone Allah˺.",217,13,3,104,52,6236,Meccan,FALSE,NA,12,"[وَقَدْ,مَكَرُوا۟,مَكْرَهُمْ,وَعِندَ,ٱللَّهِ,مَكْرُهُمْ,وَإِن,كَانَ,مَكْرُهُمْ,لِتَزُولَ,مِنْهُ,ٱلْجِبَالُ]"
14,Abraham,ابراهيم,Ibrahim,47,1797,فَلَا تَحْسَبَنَّ ٱللَّهَ مُخْلِفَ وَعْدِهِۦ رُسُلَهُۥٓ ۗ إِنَّ ٱللَّهَ عَزِيزٌۭ ذُو ٱنتِقَامٍۢ,"So do not think ˹O Prophet˺ that Allah will fail to keep His promise to His messengers. Allah is indeed Almighty, capable of punishment.",217,13,3,104,52,6236,Meccan,FALSE,NA,12,"[فَلَا,تَحْسَبَنَّ,ٱللَّهَ,مُخْلِفَ,وَعْدِهِۦ,رُسُلَهُۥٓ,ۗ,إِنَّ,ٱللَّهَ,عَزِيزٌۭ,ذُو,ٱنتِقَامٍۢ]"
14,Abraham,ابراهيم,Ibrahim,48,1798,يَوْمَ تُبَدَّلُ ٱلْأَرْضُ غَيْرَ ٱلْأَرْضِ وَٱلسَّمَٰوَٰتُ ۖ وَبَرَزُوا۟ لِلَّهِ ٱلْوَٰحِدِ ٱلْقَهَّارِ,"˹Watch for˺ the Day ˹when˺ the earth will be changed into a different earth and the heavens as well, and all will appear before Allah—the One, the Supreme.",217,13,3,104,52,6236,Meccan,FALSE,NA,11,"[يَوْمَ,تُبَدَّلُ,ٱلْأَرْضُ,غَيْرَ,ٱلْأَرْضِ,وَٱلسَّمَٰوَٰتُ,ۖ,وَبَرَزُوا۟,لِلَّهِ,ٱلْوَٰحِدِ,ٱلْقَهَّارِ]"
14,Abraham,ابراهيم,Ibrahim,49,1799,وَتَرَى ٱلْمُجْرِمِينَ يَوْمَئِذٍۢ مُّقَرَّنِينَ فِى ٱلْأَصْفَادِ,"On that Day you will see the wicked bound together in chains,",217,13,3,104,52,6236,Meccan,FALSE,NA,6,"[وَتَرَى,ٱلْمُجْرِمِينَ,يَوْمَئِذٍۢ,مُّقَرَّنِينَ,فِى,ٱلْأَصْفَادِ]"
14,Abraham,ابراهيم,Ibrahim,50,1800,سَرَابِيلُهُم مِّن قَطِرَانٍۢ وَتَغْشَىٰ وُجُوهَهُمُ ٱلنَّارُ,"with garments of tar, and their faces covered with flames.",217,13,3,104,52,6236,Meccan,FALSE,NA,6,"[سَرَابِيلُهُم,مِّن,قَطِرَانٍۢ,وَتَغْشَىٰ,وُجُوهَهُمُ,ٱلنَّارُ]"
14,Abraham,ابراهيم,Ibrahim,51,1801,لِيَجْزِىَ ٱللَّهُ كُلَّ نَفْسٍۢ مَّا كَسَبَتْ ۚ إِنَّ ٱللَّهَ سَرِيعُ ٱلْحِسَابِ,"As such, Allah will reward every soul for what it has committed. Surely Allah is swift in reckoning.",217,13,3,104,52,6236,Meccan,FALSE,NA,11,"[لِيَجْزِىَ,ٱللَّهُ,كُلَّ,نَفْسٍۢ,مَّا,كَسَبَتْ,ۚ,إِنَّ,ٱللَّهَ,سَرِيعُ,ٱلْحِسَابِ]"
14,Abraham,ابراهيم,Ibrahim,52,1802,هَٰذَا بَلَٰغٌۭ لِّلنَّاسِ وَلِيُنذَرُوا۟ بِهِۦ وَلِيَعْلَمُوٓا۟ أَنَّمَا هُوَ إِلَٰهٌۭ وَٰحِدٌۭ وَلِيَذَّكَّرَ أُو۟لُوا۟ ٱلْأَلْبَٰبِ,"This ˹Quran˺ is a ˹sufficient˺ message for humanity so that they may take it as a warning and know that there is only One God, and so that people of reason may be mindful.",217,13,3,104,52,6236,Meccan,FALSE,NA,13,"[هَٰذَا,بَلَٰغٌۭ,لِّلنَّاسِ,وَلِيُنذَرُوا۟,بِهِۦ,وَلِيَعْلَمُوٓا۟,أَنَّمَا,هُوَ,إِلَٰهٌۭ,وَٰحِدٌۭ,وَلِيَذَّكَّرَ,أُو۟لُوا۟,ٱلْأَلْبَٰبِ]"
15,The Rocky Tract,الحجر,Al-Hijr,1,1803,الٓر ۚ تِلْكَ ءَايَٰتُ ٱلْكِتَٰبِ وَقُرْءَانٍۢ مُّبِينٍۢ,Alif-Lãm-Ra. These are the verses of the Book; the clear Quran.,218,14,3,105,99,6236,Meccan,FALSE,NA,7,"[الٓر,ۚ,تِلْكَ,ءَايَٰتُ,ٱلْكِتَٰبِ,وَقُرْءَانٍۢ,مُّبِينٍۢ]"
15,The Rocky Tract,الحجر,Al-Hijr,2,1804,رُّبَمَا يَوَدُّ ٱلَّذِينَ كَفَرُوا۟ لَوْ كَانُوا۟ مُسْلِمِينَ,˹The day will come when˺ the disbelievers will certainly wish they had submitted ˹to Allah˺.,218,14,3,105,99,6236,Meccan,FALSE,NA,7,"[رُّبَمَا,يَوَدُّ,ٱلَّذِينَ,كَفَرُوا۟,لَوْ,كَانُوا۟,مُسْلِمِينَ]"
15,The Rocky Tract,الحجر,Al-Hijr,3,1805,ذَرْهُمْ يَأْكُلُوا۟ وَيَتَمَتَّعُوا۟ وَيُلْهِهِمُ ٱلْأَمَلُ ۖ فَسَوْفَ يَعْلَمُونَ,"˹So˺ let them eat and enjoy themselves and be diverted by ˹false˺ hope, for they will soon know.",218,14,3,105,99,6236,Meccan,FALSE,NA,8,"[ذَرْهُمْ,يَأْكُلُوا۟,وَيَتَمَتَّعُوا۟,وَيُلْهِهِمُ,ٱلْأَمَلُ,ۖ,فَسَوْفَ,يَعْلَمُونَ]"
15,The Rocky Tract,الحجر,Al-Hijr,4,1806,وَمَآ أَهْلَكْنَا مِن قَرْيَةٍ إِلَّا وَلَهَا كِتَابٌۭ مَّعْلُومٌۭ,We have never destroyed a society without a destined term.,218,14,3,105,99,6236,Meccan,FALSE,NA,8,"[وَمَآ,أَهْلَكْنَا,مِن,قَرْيَةٍ,إِلَّا,وَلَهَا,كِتَابٌۭ,مَّعْلُومٌۭ]"
15,The Rocky Tract,الحجر,Al-Hijr,5,1807,مَّا تَسْبِقُ مِنْ أُمَّةٍ أَجَلَهَا وَمَا يَسْتَـْٔخِرُونَ,"No people can advance their doom, nor can they delay it.",218,14,3,105,99,6236,Meccan,FALSE,NA,7,"[مَّا,تَسْبِقُ,مِنْ,أُمَّةٍ,أَجَلَهَا,وَمَا,يَسْتَـْٔخِرُونَ]"
15,The Rocky Tract,الحجر,Al-Hijr,6,1808,وَقَالُوا۟ يَٰٓأَيُّهَا ٱلَّذِى نُزِّلَ عَلَيْهِ ٱلذِّكْرُ إِنَّكَ لَمَجْنُونٌۭ,"They say, “O you to whom the Reminder is revealed! You must be insane!",218,14,3,105,99,6236,Meccan,FALSE,NA,8,"[وَقَالُوا۟,يَٰٓأَيُّهَا,ٱلَّذِى,نُزِّلَ,عَلَيْهِ,ٱلذِّكْرُ,إِنَّكَ,لَمَجْنُونٌۭ]"
15,The Rocky Tract,الحجر,Al-Hijr,7,1809,لَّوْ مَا تَأْتِينَا بِٱلْمَلَٰٓئِكَةِ إِن كُنتَ مِنَ ٱلصَّٰدِقِينَ,"Why do you not bring us the angels, if what you say is true?”",218,14,3,105,99,6236,Meccan,FALSE,NA,8,"[لَّوْ,مَا,تَأْتِينَا,بِٱلْمَلَٰٓئِكَةِ,إِن,كُنتَ,مِنَ,ٱلصَّٰدِقِينَ]"
15,The Rocky Tract,الحجر,Al-Hijr,8,1810,مَا نُنَزِّلُ ٱلْمَلَٰٓئِكَةَ إِلَّا بِٱلْحَقِّ وَمَا كَانُوٓا۟ إِذًۭا مُّنظَرِينَ,"We do not send the angels down except for a just cause, and then ˹the end of˺ the disbelievers will not be delayed.",218,14,3,105,99,6236,Meccan,FALSE,NA,9,"[مَا,نُنَزِّلُ,ٱلْمَلَٰٓئِكَةَ,إِلَّا,بِٱلْحَقِّ,وَمَا,كَانُوٓا۟,إِذًۭا,مُّنظَرِينَ]"
15,The Rocky Tract,الحجر,Al-Hijr,9,1811,إِنَّا نَحْنُ نَزَّلْنَا ٱلذِّكْرَ وَإِنَّا لَهُۥ لَحَٰفِظُونَ,"It is certainly We Who have revealed the Reminder, and it is certainly We Who will preserve it.",218,14,3,105,99,6236,Meccan,FALSE,NA,7,"[إِنَّا,نَحْنُ,نَزَّلْنَا,ٱلذِّكْرَ,وَإِنَّا,لَهُۥ,لَحَٰفِظُونَ]"
15,The Rocky Tract,الحجر,Al-Hijr,10,1812,وَلَقَدْ أَرْسَلْنَا مِن قَبْلِكَ فِى شِيَعِ ٱلْأَوَّلِينَ,"Indeed, We sent messengers before you ˹O Prophet˺ among the groups of early peoples,",218,14,3,105,99,6236,Meccan,FALSE,NA,7,"[وَلَقَدْ,أَرْسَلْنَا,مِن,قَبْلِكَ,فِى,شِيَعِ,ٱلْأَوَّلِينَ]"
15,The Rocky Tract,الحجر,Al-Hijr,11,1813,وَمَا يَأْتِيهِم مِّن رَّسُولٍ إِلَّا كَانُوا۟ بِهِۦ يَسْتَهْزِءُونَ,but no messenger ever came to them without being mocked.,218,14,3,105,99,6236,Meccan,FALSE,NA,8,"[وَمَا,يَأْتِيهِم,مِّن,رَّسُولٍ,إِلَّا,كَانُوا۟,بِهِۦ,يَسْتَهْزِءُونَ]"
15,The Rocky Tract,الحجر,Al-Hijr,12,1814,كَذَٰلِكَ نَسْلُكُهُۥ فِى قُلُوبِ ٱلْمُجْرِمِينَ,This is how We allow disbelief ˹to steep˺ into the hearts of the wicked.,218,14,3,105,99,6236,Meccan,FALSE,NA,5,"[كَذَٰلِكَ,نَسْلُكُهُۥ,فِى,قُلُوبِ,ٱلْمُجْرِمِينَ]"
15,The Rocky Tract,الحجر,Al-Hijr,13,1815,لَا يُؤْمِنُونَ بِهِۦ ۖ وَقَدْ خَلَتْ سُنَّةُ ٱلْأَوَّلِينَ,They would not believe in this ˹Quran˺ despite the ˹many˺ examples of those ˹destroyed˺ before.,218,14,3,105,99,6236,Meccan,FALSE,NA,8,"[لَا,يُؤْمِنُونَ,بِهِۦ,ۖ,وَقَدْ,خَلَتْ,سُنَّةُ,ٱلْأَوَّلِينَ]"
15,The Rocky Tract,الحجر,Al-Hijr,14,1816,وَلَوْ فَتَحْنَا عَلَيْهِم بَابًۭا مِّنَ ٱلسَّمَآءِ فَظَلُّوا۟ فِيهِ يَعْرُجُونَ,"And even if We opened for them a gate to heaven, through which they continued to ascend,",218,14,3,105,99,6236,Meccan,FALSE,NA,9,"[وَلَوْ,فَتَحْنَا,عَلَيْهِم,بَابًۭا,مِّنَ,ٱلسَّمَآءِ,فَظَلُّوا۟,فِيهِ,يَعْرُجُونَ]"
15,The Rocky Tract,الحجر,Al-Hijr,15,1817,لَقَالُوٓا۟ إِنَّمَا سُكِّرَتْ أَبْصَٰرُنَا بَلْ نَحْنُ قَوْمٌۭ مَّسْحُورُونَ,"still they would say, “Our eyes have truly been dazzled! In fact, we must have been bewitched.”",218,14,3,105,99,6236,Meccan,FALSE,NA,8,"[لَقَالُوٓا۟,إِنَّمَا,سُكِّرَتْ,أَبْصَٰرُنَا,بَلْ,نَحْنُ,قَوْمٌۭ,مَّسْحُورُونَ]"
15,The Rocky Tract,الحجر,Al-Hijr,16,1818,وَلَقَدْ جَعَلْنَا فِى ٱلسَّمَآءِ بُرُوجًۭا وَزَيَّنَّٰهَا لِلنَّٰظِرِينَ,"Indeed, We have placed constellations in the sky, and adorned it for all to see.",219,14,3,105,99,6236,Meccan,FALSE,NA,7,"[وَلَقَدْ,جَعَلْنَا,فِى,ٱلسَّمَآءِ,بُرُوجًۭا,وَزَيَّنَّٰهَا,لِلنَّٰظِرِينَ]"
15,The Rocky Tract,الحجر,Al-Hijr,17,1819,وَحَفِظْنَٰهَا مِن كُلِّ شَيْطَٰنٍۢ رَّجِيمٍ,"And We protected it from every accursed devil,",219,14,3,105,99,6236,Meccan,FALSE,NA,5,"[وَحَفِظْنَٰهَا,مِن,كُلِّ,شَيْطَٰنٍۢ,رَّجِيمٍ]"
15,The Rocky Tract,الحجر,Al-Hijr,18,1820,إِلَّا مَنِ ٱسْتَرَقَ ٱلسَّمْعَ فَأَتْبَعَهُۥ شِهَابٌۭ مُّبِينٌۭ,"except the one eavesdropping, who is then pursued by a visible flare.",219,14,3,105,99,6236,Meccan,FALSE,NA,7,"[إِلَّا,مَنِ,ٱسْتَرَقَ,ٱلسَّمْعَ,فَأَتْبَعَهُۥ,شِهَابٌۭ,مُّبِينٌۭ]"
15,The Rocky Tract,الحجر,Al-Hijr,19,1821,وَٱلْأَرْضَ مَدَدْنَٰهَا وَأَلْقَيْنَا فِيهَا رَوَٰسِىَ وَأَنۢبَتْنَا فِيهَا مِن كُلِّ شَىْءٍۢ مَّوْزُونٍۢ,"As for the earth, We spread it out and placed upon it firm mountains, and caused everything to grow there in perfect balance.",219,14,3,105,99,6236,Meccan,FALSE,NA,11,"[وَٱلْأَرْضَ,مَدَدْنَٰهَا,وَأَلْقَيْنَا,فِيهَا,رَوَٰسِىَ,وَأَنۢبَتْنَا,فِيهَا,مِن,كُلِّ,شَىْءٍۢ,مَّوْزُونٍۢ]"
15,The Rocky Tract,الحجر,Al-Hijr,20,1822,وَجَعَلْنَا لَكُمْ فِيهَا مَعَٰيِشَ وَمَن لَّسْتُمْ لَهُۥ بِرَٰزِقِينَ,"And We made in it means of sustenance for you and others, who you do not provide for.",219,14,3,105,99,6236,Meccan,FALSE,NA,8,"[وَجَعَلْنَا,لَكُمْ,فِيهَا,مَعَٰيِشَ,وَمَن,لَّسْتُمْ,لَهُۥ,بِرَٰزِقِينَ]"
15,The Rocky Tract,الحجر,Al-Hijr,21,1823,وَإِن مِّن شَىْءٍ إِلَّا عِندَنَا خَزَآئِنُهُۥ وَمَا نُنَزِّلُهُۥٓ إِلَّا بِقَدَرٍۢ مَّعْلُومٍۢ,"There is not any means ˹of sustenance˺ whose reserves We do not hold, only bringing it forth in precise measure.",219,14,3,105,99,6236,Meccan,FALSE,NA,11,"[وَإِن,مِّن,شَىْءٍ,إِلَّا,عِندَنَا,خَزَآئِنُهُۥ,وَمَا,نُنَزِّلُهُۥٓ,إِلَّا,بِقَدَرٍۢ,مَّعْلُومٍۢ]"
15,The Rocky Tract,الحجر,Al-Hijr,22,1824,وَأَرْسَلْنَا ٱلرِّيَٰحَ لَوَٰقِحَ فَأَنزَلْنَا مِنَ ٱلسَّمَآءِ مَآءًۭ فَأَسْقَيْنَٰكُمُوهُ وَمَآ أَنتُمْ لَهُۥ بِخَٰزِنِينَ,"We send fertilizing winds, and bring down rain from the sky for you to drink. It is not you who hold its reserves.",219,14,3,105,99,6236,Meccan,FALSE,NA,12,"[وَأَرْسَلْنَا,ٱلرِّيَٰحَ,لَوَٰقِحَ,فَأَنزَلْنَا,مِنَ,ٱلسَّمَآءِ,مَآءًۭ,فَأَسْقَيْنَٰكُمُوهُ,وَمَآ,أَنتُمْ,لَهُۥ,بِخَٰزِنِينَ]"
15,The Rocky Tract,الحجر,Al-Hijr,23,1825,وَإِنَّا لَنَحْنُ نُحْىِۦ وَنُمِيتُ وَنَحْنُ ٱلْوَٰرِثُونَ,Surely it is We Who give life and cause death. And We are the ˹Eternal˺ Successor.,219,14,3,105,99,6236,Meccan,FALSE,NA,6,"[وَإِنَّا,لَنَحْنُ,نُحْىِۦ,وَنُمِيتُ,وَنَحْنُ,ٱلْوَٰرِثُونَ]"
15,The Rocky Tract,الحجر,Al-Hijr,24,1826,وَلَقَدْ عَلِمْنَا ٱلْمُسْتَقْدِمِينَ مِنكُمْ وَلَقَدْ عَلِمْنَا ٱلْمُسْتَـْٔخِرِينَ,We certainly know those who have gone before you and those who will come after ˹you˺.,219,14,3,105,99,6236,Meccan,FALSE,NA,7,"[وَلَقَدْ,عَلِمْنَا,ٱلْمُسْتَقْدِمِينَ,مِنكُمْ,وَلَقَدْ,عَلِمْنَا,ٱلْمُسْتَـْٔخِرِينَ]"
15,The Rocky Tract,الحجر,Al-Hijr,25,1827,وَإِنَّ رَبَّكَ هُوَ يَحْشُرُهُمْ ۚ إِنَّهُۥ حَكِيمٌ عَلِيمٌۭ,"Surely your Lord ˹alone˺ will gather them together ˹for judgment˺. He is truly All-Wise, All-Knowing.",219,14,3,105,99,6236,Meccan,FALSE,NA,8,"[وَإِنَّ,رَبَّكَ,هُوَ,يَحْشُرُهُمْ,ۚ,إِنَّهُۥ,حَكِيمٌ,عَلِيمٌۭ]"
15,The Rocky Tract,الحجر,Al-Hijr,26,1828,وَلَقَدْ خَلَقْنَا ٱلْإِنسَٰنَ مِن صَلْصَٰلٍۢ مِّنْ حَمَإٍۢ مَّسْنُونٍۢ,"Indeed, We created man from sounding clay moulded from black mud.",220,14,3,105,99,6236,Meccan,FALSE,NA,8,"[وَلَقَدْ,خَلَقْنَا,ٱلْإِنسَٰنَ,مِن,صَلْصَٰلٍۢ,مِّنْ,حَمَإٍۢ,مَّسْنُونٍۢ]"
15,The Rocky Tract,الحجر,Al-Hijr,27,1829,وَٱلْجَآنَّ خَلَقْنَٰهُ مِن قَبْلُ مِن نَّارِ ٱلسَّمُومِ,"As for the jinn, We created them earlier from smokeless fire.",220,14,3,105,99,6236,Meccan,FALSE,NA,7,"[وَٱلْجَآنَّ,خَلَقْنَٰهُ,مِن,قَبْلُ,مِن,نَّارِ,ٱلسَّمُومِ]"
15,The Rocky Tract,الحجر,Al-Hijr,28,1830,وَإِذْ قَالَ رَبُّكَ لِلْمَلَٰٓئِكَةِ إِنِّى خَٰلِقٌۢ بَشَرًۭا مِّن صَلْصَٰلٍۢ مِّنْ حَمَإٍۢ مَّسْنُونٍۢ,"˹Remember, O  Prophet˺ when your Lord said to the angels, “I am going to create a human being from sounding clay moulded from black mud.",220,14,3,105,99,6236,Meccan,FALSE,NA,12,"[وَإِذْ,قَالَ,رَبُّكَ,لِلْمَلَٰٓئِكَةِ,إِنِّى,خَٰلِقٌۢ,بَشَرًۭا,مِّن,صَلْصَٰلٍۢ,مِّنْ,حَمَإٍۢ,مَّسْنُونٍۢ]"
