,lemma,buckwalter,frequency,part_of_speech
1262,سَّامِرِىّ,s~aAmiriY~,3,Proper noun
1263,سِجِّيل,sij~iyl,3,Noun
1264,سُّحْت,s~uHot,3,Noun
1265,سَحَر,saHar,3,Noun
1266,سُّدُس,s~udus,3,Noun
1267,سَرَٰبِيل,sara`biyl,3,Noun
1268,سُكَٰرَىٰ,suka`raY`,3,Noun
1269,سَكَن,sakan,3,Noun
1270,سِلْسِلَة,silosilap,3,Noun
1271,سَّلْوَىٰ,s~alowaY`,3,Noun
1272,سَمُوم,samuwm,3,Noun
1273,سَمِين,samiyn,3,Adjective
1274,سُندُس,sundus,3,Noun
1275,سَوِيّ,sawiy~,3,Adjective
1276,سَيَّارَة,say~aArap,3,Noun
1277,سَيِّد,say~id,3,Noun
1278,سَيِّئ,say~i},3,Adjective
1279,شُحّ,$uH~,3,Noun
1280,شِرْب,$irob,3,Noun
1281,شَهَٰدَٰت,$aha`da`t,3,Noun
1282,شَّهَوَٰت,$~ahawa`t,3,Noun
1283,شَيْخ,$ayox,3,Adjective
1284,صَٰٓفَّٰت,Sa`^f~a`t,3,Noun
1285,صَّٰبِـِٔين,S~a`bi_#iyn,3,Proper noun
1286,صَرْصَر,SaroSar,3,Adjective
1287,صَغِير,Sagiyr,3,Noun
1288,صُورَة,Suwrap,3,Noun
1289,ضَآلّ,DaA^l~,3,Adjective
1290,ضَرْب,Darob,3,Noun
1291,ضِغْث,Digov,3,Noun
1292,ضِيَآء,DiyaA^',3,Noun
1293,طَاعَة,TaAEap,3,Noun
1294,طَوْل,Tawol,3,Noun
1295,عَاجِلَةٌ,EaAjilapN,3,Noun
1296,عَاصِم,EaASim,3,Noun
1297,عَاقِر,EaAqir,3,Noun
1298,عَجَب,Eajab,3,Adjective
1299,عَشْرَة,Ea$orap,3,Noun
1300,عَشِيرَت,Ea$iyrat,3,Noun
1301,عَقِيم,Eaqiym,3,Adjective
1302,عَلِيّ,Ealiy~,3,Adjective
1303,عَمَّٰت,Eam~a`t,3,Noun
1304,عَمَد,Eamad,3,Noun
1305,عِمْرَٰن,Eimora`n,3,Proper noun
1306,عَنِيد,Eaniyd,3,Adjective
1307,عِير,Eiyr,3,Noun
1308,عِين,Eiyn,3,Noun
1309,غَآئِبِين,gaA^}ibiyn,3,Noun
1310,غَٰشِيَة,ga`$iyap,3,Noun
1311,غَرُور,garuwr,3,Noun
1312,غَفَّار,gaf~aAr,3,Adjective
1313,غَمْرَة,gamorap,3,Noun
1314,غَنَم,ganam,3,Noun
1315,غَيْث,gayov,3,Noun
1316,غَيْر,gayor,3,Adjective
1317,فَٰكِهِين,fa`kihiyn,3,Noun
1318,فَتَىٰ,fataY`,3,Noun
1319,فَتِيل,fatiyl,3,Noun
1320,فِتْيَة,fitoyap,3,Noun
1321,فُجَّار,fuj~aAr,3,Noun
1322,فِدْيَة,fidoyap,3,Noun
1323,فُرَات,furaAt,3,Adjective
1324,فِرَٰش,fira`$,3,Noun
1325,فَرْد,farod,3,Noun
1326,فِسْق,fisoq,3,Noun
1327,فِصَال,fiSaAl,3,Noun
1328,فَوَٰكِه,fawa`kih,3,Noun
1329,قَٰسِيَة,qa`siyap,3,Noun
1330,قَٰصِرَٰت,qa`Sira`t,3,Noun
1331,قَاهِر,qaAhir,3,Noun
1332,قُبُل,qubul,3,Noun
1333,قَدِيم,qadiym,3,Adjective
1334,قُرْبَان,qurobaAn,3,Noun
1335,قَرْح,qaroH,3,Noun
1336,قِرَدَة,qiradap,3,Noun
1337,قُرَّة,qur~ap,3,Noun
1338,قِسْمَة,qisomap,3,Noun
1339,قِنطَار,qinTaAr,3,Noun
1340,قَوَارِيرَا,qawaAriyraA,3,Noun
1341,قَوَاعِد,qawaAEid,3,Noun
1342,قَوَّٰمِين,qaw~a`miyn,3,Noun
1343,قَيُّوم,qay~uwm,3,Adjective
1344,كَاشِف,kaA$if,3,Noun
1345,كَذَّاب,ka*~aAb,3,Adjective
1346,كُرْه,kuroh,3,Noun
1347,كَظِيم,kaZiym,3,Noun
1348,كُفُور,kufuwr,3,Noun
1349,كَى,kaY,3,Negative particle
1350,كَيْف,kayof,3,Noun
1351,لَٰعِبِين,la`Eibiyn,3,Noun
1352,لَطِيف,laTiyf,3,Noun
1353,لَهَب,lahab,3,Noun
1354,مَٰلِك,ma`lik,3,Noun
1355,مُّبَٰرَكَة,m~uba`rakap,3,Noun
1356,مُبَدِّل,mubad~il,3,Noun
1357,مُبْصِرَة,muboSirap,3,Noun
1358,مُتَّخِذ,mut~axi*,3,Noun
1359,مُّتَرَبِّص,m~utarab~iS,3,Noun
1360,مَثْنَىٰ,mavonaY`,3,Noun
1361,مَحِلّ,maHil~,3,Noun
1362,مَحِيض,maHiyD,3,Noun
1363,مُخْرِج,muxorij,3,Noun
1364,مَدَآئِن,madaA^}in,3,Noun
1365,مَّدْحُور,m~adoHuwr,3,Noun
1366,مُّدْخَل,m~udoxal,3,Noun
1367,مِّدْرَار,m~idoraAr,3,Noun
1368,مَذْمُوم,ma*omuwm,3,Noun
1369,مُرْسَىٰ,murosaY`,3,Noun
1370,مِزَاج,mizaAj,3,Noun
1371,مُّسْتَقِرّ,m~usotaqir~,3,Noun
1372,مُسَخَّرَٰت,musax~ara`t,3,Noun
1373,مُسْرِف,musorif,3,Adjective
1374,مَسْطُور,masoTuwr,3,Noun
1375,مُّسَلَّمَة,m~usal~amap,3,Adjective
1376,مَّسْنُون,m~asonuwn,3,Noun
1377,مَشْحُون,ma$oHuwn,3,Noun
1378,مَّشْرَب,m~a$orab,3,Noun
1379,مُشْرِكَٰت,mu$orika`t,3,Noun
1380,مَشْهُود,ma$ohuwd,3,Noun
1381,مَشْـَٔمَة,ma$o_#amap,3,Noun
1382,مُصْفَرّ,muSofar~,3,Noun
1383,مُصَلِّين,muSal~iyn,3,Noun
1384,مَضَاجِع,maDaAjiE,3,Noun
1385,مُضْغَة,muDogap,3,Noun
1386,مُّضِلّ,m~uDil~,3,Noun
1387,مُعَٰجِزِين,muEa`jiziyn,3,Noun
1388,مَعْذِرَة,maEo*irap,3,Noun
1389,مَعْشَر,maEo$ar,3,Noun
1390,مَعِيشَة,maEiy$ap,3,Noun
1391,مَّعِين,m~aEiyn,3,Noun
1392,مَّغْرَم,m~agoram,3,Noun
1393,مَفَاتِح,mafaAtiH,3,Noun
1394,مُقَام,muqaAm,3,Noun
1395,مِقْدَار,miqodaAr,3,Noun
1396,مُقْسِطِين,muqosiTiyn,3,Noun
1397,مَّكْنُون,m~akonuwn,3,Noun
1398,مَّكِين,m~akiyn,3,Adjective
1399,مَّلْجَإ,m~aloja<,3,Noun
1400,مُّلْقُون,m~uloquwn,3,Noun
1401,مَمَات,mamaAt,3,Noun
1402,مُنتَقِمُون,muntaqimuwn,3,Noun
1403,مُنتَهَىٰ,muntahaY`,3,Noun
1404,مُنقَلِبُون,munqalibuwn,3,Noun
1405,مُنكِرُون,munkiruwn,3,Noun
1406,مُّهْتَد,m~uhotad,3,Noun
1407,مُهْطِعِين,muhoTiEiyn,3,Noun
1408,مُهْل,muhol,3,Noun
1409,مَّهِين,m~ahiyn,3,Adjective
1410,مَّوَاضِع,m~awaADiE,3,Noun
1411,مَوْتَت,mawotat,3,Noun
1412,مُؤْتَفِكَة,mu&otafikap,3,Noun
1413,مَّوْثِق,m~awoviq,3,Noun
1414,مَوْلُود,mawoluwd,3,Noun
1415,مَيْسِر,mayosir,3,Noun
1416,مَيْمَنَة,mayomanap,3,Noun
1417,نَاصِيَة,naASiyap,3,Noun
1418,نَسَب,nasab,3,Noun
1419,نَّشْأَة,n~a$o>ap,3,Noun
1420,نُصُب,nuSub,3,Noun
1421,نِفَاق,nifaAq,3,Noun
1422,نَفَر,nafar,3,Noun
1423,نَكَٰل,naka`l,3,Noun
1424,نُّكْر,n~ukor,3,Adjective
1425,نَوْم,nawom,3,Noun
1426,هُود,huwd2,3,Proper noun
1427,هُون,huwn,3,Noun
1428,هَيِّن,hay~in,3,Noun
1429,وَابِل,waAbil,3,Noun
1430,وَارِد,waArid,3,Noun
1431,وَٰسِعَة,wa`siEap,3,Noun
1432,وَاق,waAq,3,Noun
1433,وَزْن,wazon,3,Noun
1434,وِعَآء,wiEaA^',3,Noun
1435,وَقْت,waqot,3,Noun
1436,يَـُٔوس,ya_#uws,3,Noun
1437,ءَاكِلُون,'aAkiluwn,3,Noun
1438,أَبْرَص,>aboraS,2,Noun
1439,إِبْكَٰر,<iboka`r,2,Noun
1440,إِبِل,<ibil,2,Noun
1441,ٱبْنَت,{bonat,2,Noun
1442,ٱتِّبَاع,{t~ibaAE,2,Noun
1443,أَتْرَاب,>atoraAb,2,Noun
1444,أَتْقَى,>atoqaY,2,Noun
1445,أَثَٰث,>ava`v,2,Noun
1446,أَحَبّ,>aHab~,2,Adjective
1447,أَحْكَم,>aHokam,2,Noun
1448,أَخْدَان,>axodaAn,2,Noun
1449,إِدْرِيس,<idoriys,2,Proper noun
1450,أَذَلّ,>a*al~,2,Noun
1451,أَذِلَّة,>a*il~ap,2,Noun
1452,أَذِلَّة,>a*il~ap,2,Adjective
1453,أَزْلَٰم,>azola`m,2,Noun
1454,ٱسْتِكْبَار,{sotikobaAr,2,Noun
1455,إِسْرَار,<isoraAr,2,Noun
1456,إِسْرَاف,<isoraAf,2,Noun
1457,أَسْرَع,>asoraE,2,Noun
1458,أَسِف,>asif,2,Noun
1459,أَسَف,>asaf,2,Noun
1460,أَسْفَار,>asofaAr,2,Noun
1461,أَسْفَل,>asofal,2,Location adverb
1462,إِسْلَٰم,<isola`m,2,Noun
1463,أَسْوَأ,>asowa>,2,Noun
1464,أَشْتَات,>a$otaAt,2,Noun
1465,أَشِر,>a$ir,2,Adjective
1466,أَصَٰبِع,>aSa`biE,2,Noun
1467,أَصْدَق,>aSodaq,2,Noun
1468,أَصْغَر,>aSogar,2,Noun
1469,أَصْفَاد,>aSofaAd,2,Noun
1470,أَضْعَف,>aDoEaf,2,Noun
1471,أَضْغَٰن,>aDoga`n,2,Noun
1472,أَعْجَاز,>aEojaAz,2,Noun
1473,أَعْجَمِىّ,>aEojamiY~,2,Noun
1474,إِعْرَاض,<iEoraAD,2,Noun
1475,أَعْرَاف,>aEoraAf,2,Noun
1476,أَعْرَج,>aEoraj,2,Noun
1477,أَعْظَم,>aEoZam,2,Noun
1478,أَعْلَٰم,>aEola`m,2,Noun
1479,أَعْلَوْن,>aEolawon,2,Noun
1480,أَفَّاك,>af~aAk,2,Noun
1481,ٱفْتِرَآء,{fotiraA^',2,Noun
1482,إِقَام,<iqaAm,2,Noun
1483,أَقْرَب,>aqorab,2,Adjective
1484,أَقْسَط,>aqosaT,2,Noun
1485,أَقْصَا,>aqoSaA,2,Noun
1486,أَقْطَار,>aqoTaAr,2,Noun
1487,أَقَلّ,>aqal~,2,Noun
1488,أَكْثَر,>akovar,2,Adjective
1489,إِكْرَام,<ikoraAm,2,Noun
1490,إِكْرَاه,<ikoraAh,2,Noun
1491,أَكْمَام,>akomaAm,2,Noun
1492,أَكْمَه,>akomah,2,Noun
1493,إِلّ,<il~,2,Noun
1494,إِلَٰف,<ila`f,2,Noun
1495,ٱلْيَسَعَ,{loyasaEa,2,Proper noun
1496,أَمَٰنَت,>ama`nat,2,Noun
1497,أَمَل,>amal,2,Noun
1498,إِمْلَٰق,<imola`q,2,Noun
1499,أَمَنَة,>amanap,2,Noun
1500,أُمِّىّ,>um~iY~,2,Adjective
1501,أَمَة,>amap,2,Noun
1502,أَنف,>anf,2,Noun
1503,أَنفَال,>anfaAl,2,Noun
1504,أَوَّٰه,>aw~a`h,2,Noun
1505,أَوْدِيَة,>awodiyap,2,Noun
1506,أَوْسَط,>awosaT,2,Noun
1507,أَوَّل,>aw~al,2,Time adverb
1508,أُولَآء,>uwlaA^',2,Relative pronoun
1509,أُولَآء,>uwlaA^',2,Demonstrative pronoun
1510,أَوْلَىٰ,>awolaY`,2,Adjective
1511,أَيَّتُهَا,>ay~atuhaA,2,Noun
1512,أَيْيد,>ayoyd,2,Noun
1513,بَٰخِع,ba`xiE,2,Noun
1514,بَارِد,baArid,2,Noun
1515,بَارِئ,baAri},2,Noun
1516,بَٰقِيَٰت,ba`qiya`t,2,Noun
1517,بَاقِين,baAqiyn,2,Noun
1518,بَاقِيَة,baAqiyap,2,Noun
1519,بَٰلِغَة,ba`ligap,2,Adjective
1520,بُخْل,buxol,2,Noun
1521,بَدِيع,badiyE,2,Noun
1522,بَرَآءَة,baraA^'ap,2,Noun
1523,بَرْد,barod,2,Noun
1524,بَرِيَّة,bariy~ap,2,Noun
1525,بَشِير,ba$iyr,2,Adjective
1526,بَصطَة,baSTap,2,Noun
1527,بِضْع,biDoE,2,Noun
1528,بِطَانَة,biTaAnap,2,Noun
1529,بَطْشَة,baTo$ap,2,Noun
1530,بَعِير,baEiyr,2,Noun
1531,بَغِيّ,bagiy~,2,Noun
1532,بَقَرَٰت,baqara`t,2,Noun
1533,بِكْر,bikor,2,Adjective
1534,بِنَآء,binaA^',2,Noun
1535,بَنَان,banaAn,2,Noun
1536,بَهِيج,bahiyj,2,Adjective
1537,بُور,buwr,2,Adjective
1538,بَيَٰت,baya`t,2,Noun
1539,تَّابُوت,t~aAbuwt,2,Noun
1540,تَأْثِيم,ta>oviym,2,Noun
1541,تَارَة,taArap,2,Noun
1542,تُبَّع,tub~aE,2,Proper noun
1543,تَبَع,tabaE,2,Noun
1544,تَتْبِير,tatobiyr,2,Noun
1545,تَثْبِيت,tavobiyt,2,Noun
1546,تَدْمِير,tadomiyr,2,Noun
1547,تَرَاض,taraAD,2,Noun
1548,تَرْتِيل,tarotiyl,2,Noun
1549,تَسْبِيح,tasobiyH,2,Noun
1550,تِسْعَة,tisoEap,2,Noun
1551,تَصْدِيق,taSodiyq,2,Noun
1552,تَصْرِيف,taSoriyf,2,Noun
1553,تَفْجِير,tafojiyr,2,Noun
1554,تَفْضِيل,tafoDiyl,2,Noun
1555,تَّكَاثُر,t~akaAvur,2,Noun
1556,تِلْقَآء,tiloqaA^',2,Noun
1557,تِلْكُم,tilokum,2,Demonstrative pronoun
1558,تَّمَاثِيل,t~amaAviyl,2,Noun
1559,تَّنُّور,t~an~uwr,2,Noun
1560,تَوْفِيق,tawofiyq,2,Noun
1561,ثَابِت,vaAbit,2,Noun
1562,ثَالِث,vaAliv,2,Noun
1563,ثَانِى,vaAniY,2,Noun
1564,ثُعْبَان,vuEobaAn,2,Noun
1565,ثُلَٰث,vula`v,2,Noun
1566,جُبّ,jub~,2,Noun
1567,جِبِلَّة,jibil~ap,2,Noun
1568,جِثِيّ,jiviy~,2,Noun
1569,جِدَار,jidaAr,2,Noun
1570,جِدَال,jidaAl,2,Noun
1571,جَدَل,jadal,2,Noun
1572,جَرَاد,jaraAd,2,Noun
1573,جُرُز,juruz,2,Adjective
1574,جِسْم,jisom,2,Noun
1575,جَلَٰل,jala`l,2,Noun
1576,جَلْدَة,jalodap,2,Noun
1577,جُنَّة,jun~ap,2,Noun
1578,جَهَاز,jahaAz,2,Noun
1579,جَوَار,jawaAr,2,Adjective
1580,حَٰسِبِين,Ha`sibiyn,2,Noun
1581,حَٰش,Ha`$,2,Noun
1582,حَٰفِظَٰت,Ha`fiZa`t,2,Noun
1583,حَامِيَة,HaAmiyap,2,Adjective
1584,حَجَر,Hajar,2,Noun
1585,حَذَر,Ha*ar,2,Noun
1586,حُرّ,Hur~,2,Noun
1587,حُرُمَٰت,Huruma`t,2,Noun
1588,حُزْن,Huzon,2,Noun
1589,حَشْر,Ha$or,2,Noun
1590,حَطَب,HaTab,2,Noun
1591,حُطَمَة,HuTamap,2,Noun
1592,حِطَّة,HiT~ap,2,Noun
1593,حَفِيّ,Hafiy~,2,Noun
1594,حَمِيَّة,Hamiy~ap,2,Noun
1595,حَنَاجِر,HanaAjir,2,Noun
1596,حَيْث,Hayov2,2,Conditional particle
1597,خَآئِنَة,xaA^}inap,2,Noun
1598,خَاسِئ,xaAsi},2,Adjective
1599,خَال,xaAl,2,Noun
1600,خَالِص,xaAliS,2,Noun
1601,خَٰمِدِين,xa`midiyn,2,Noun
1602,خَٰمِسَة,xa`misap,2,Noun
1603,خَبَال,xabaAl,2,Noun
1604,خُبْر,xubor,2,Noun
1605,خَبَر,xabar,2,Noun
1606,خَبِيثَٰت,xabiyva`t,2,Noun
1607,خَرْج,xaroj,2,Noun
1608,خَرْدَل,xarodal,2,Noun
1609,خُسْر,xusor,2,Noun
1610,خَطِيٓـَٰٔت,xaTiy^_#a`t,2,Noun
1611,خَطَـٔ,xaTa_#,2,Noun
1612,خَفِىّ,xafiY~,2,Adjective
1613,خُفْيَة,xufoyap,2,Noun
1614,خَلَّٰق,xal~a`q,2,Noun
1615,خُلُق,xuluq,2,Noun
1616,خَمْسِين,xamosiyn,2,Noun
1617,خُوَار,xuwaAr,2,Noun
1618,خَوَالِف,xawaAlif,2,Noun
1619,خَوْض,xawoD,2,Noun
1620,خِيَانَة,xiyaAnap,2,Noun
1621,خِيَرَة,xiyarap,2,Noun
1622,خَيْط,xayoT,2,Noun
1623,دَآئِم,daA^}im,2,Noun
1624,دَٰخِلُون,da`xiluwn,2,Noun
1625,دَافِع,daAfiE,2,Noun
1626,دَانِيَة,daAniyap,2,Noun
1627,دُخَان,duxaAn,2,Noun
1628,دَخَل,daxal,2,Noun
1629,دَفْع,dafoE,2,Noun
1630,دَّمْع,d~amoE,2,Noun
1631,دَّهْر,d~ahor,2,Noun
1632,دِيَة,diyap,2,Noun
1633,ذَآئِقُوا,*aA^}iquwA,2,Noun
1634,ذَّٰكِرِين,*~a`kiriyn,2,Noun
1635,ذُبَاب,*ubaAb,2,Noun
1636,ذِرَاع,*iraAE,2,Noun
1637,ذِمَّة,*im~ap,2,Noun
1638,ذَنُوب,*anuwb,2,Noun
1639,ذُو,*uw,2,Location adverb
1640,رَابِع,raAbiE,2,Noun
1641,رَّٰسِخُون,r~a`sixuwn,2,Noun
1642,رَاضِيَة,raADiyap,2,Adjective
1643,رَاضِيَة,raADiyap,2,Noun
1644,رَٰعُون,ra`Euwn,2,Noun
1645,رَأْفَة,ra>ofap,2,Noun
1646,رَأْى,ra>oY,2,Noun
1647,رُبَٰع,ruba`E,2,Noun
1648,رُّبُع,r~ubuE,2,Noun
1649,رَبْوَة,rabowap,2,Noun
1650,رَجِيم,rajiym,2,Noun
1651,رَدّ,rad~,2,Noun
1652,رَّسّ,r~as~,2,Noun
1653,رَّشَاد,r~a$aAd,2,Noun
1654,رَّشِيد,r~a$iyd,2,Adjective
1655,رَّضَاعَة,r~aDaAEap,2,Noun
1656,رَعْد,raEod,2,Noun
1657,رَغَد,ragad,2,Adjective
1658,رُفَٰت,rufa`t,2,Noun
1659,رَفَث,rafav,2,Noun
1660,رُكْن,rukon,2,Noun
1661,رَمِيم,ramiym,2,Noun
1662,رَهَق,rahaq,2,Noun
1663,رَّيْحَان,r~ayoHaAn,2,Noun
1664,زُجَاجَة,zujaAjap,2,Noun
1665,زَجْرَة,zajorap,2,Noun
1666,زَعْم,zaEom,2,Noun
1667,زَعِيم,zaEiym,2,Noun
1668,زِلْزَال,zilozaAl,2,Noun
1669,زُلْفَة,zulofap,2,Noun
1670,زُمَر,zumar,2,Noun
1671,زِيَادَة,ziyaAdap,2,Noun
1672,سَآئِغ,saA^}ig,2,Noun
1673,سَادِس,saAdis,2,Noun
1674,سَاهُون,saAhuwn,2,Noun
1675,سَبَإ,saba<,2,Proper noun
1676,سُبَات,subaAt,2,Noun
1677,سَبْح,saboH,2,Noun
1678,سُّجُود,s~ujuwd,2,Adjective
1679,سِجِّين,sij~iyn,2,Noun
1680,سِخْرِيّ,sixoriy~,2,Noun
1681,سِدْر,sidor,2,Noun
1682,سِدْرَة,sidorap,2,Noun
1683,سَدِيد,sadiyd,2,Adjective
1684,سَّرَّآء,s~ar~aA^',2,Noun
1685,سَرَاب,saraAb,2,Noun
1686,سَرَاح,saraAH,2,Noun
1687,سِرَاع,siraAE,2,Noun
1688,سَرْمَد,saromad,2,Noun
1689,سَرِيع,sariyE,2,Adjective
1690,سُعُر,suEur,2,Noun
1691,سَفَاهَة,safaAhap,2,Noun
1692,سِقَايَة,siqaAyap,2,Noun
1693,سَقِيم,saqiym,2,Noun
1694,سَكْرَة,sakorap,2,Noun
1695,سُلَٰلَة,sula`lap,2,Noun
1696,سُلَّم,sul~am,2,Noun
1697,سَّلْم,s~alom,2,Noun
1698,سَلِيم,saliym,2,Noun
1699,سَمِيّ,samiy~,2,Noun
1700,سِّنّ,s~in~,2,Noun
1701,سُنبُلَٰت,sunbula`t,2,Noun
1702,سُنبُلَة,sunbulap,2,Noun
1703,سَوِيّ,sawiy~,2,Noun
1704,سَوْءَة,sawo'ap,2,Noun
1705,سَيْر,sayor,2,Noun
1706,سَيْل,sayol,2,Noun
1707,شَٰفِعِين,$a`fiEiyn,2,Noun
1708,شَاهِد,$aAhid,2,Adjective
1709,شَتَّىٰ,$at~aY`,2,Noun
1710,شُحّ,$uH~,2,Adjective
1711,شَطَط,$aTaT,2,Noun
1712,شِّعْر,$~iEor,2,Noun
1713,شَفَا,$afaA,2,Noun
1714,شَقِيّ,$aqiy~,2,Noun
1715,شَقِيّ,$aqiy~,2,Adjective
1716,شُكُور,$ukuwr,2,Noun
1717,شَمَآئِل,$amaA^}il,2,Noun
1718,شَنَـَٔان,$ana_#aAn,2,Noun
1719,شَهْوَة,$ahowap,2,Noun
1720,شَهِيق,$ahiyq,2,Noun
1721,صَالُوا,SaAluwA,2,Noun
1722,صِبْغَة,Sibogap,2,Noun
1723,صَبِيّ,Sabiy~,2,Noun
1724,صَخْرَة,Saxorap,2,Noun
1725,صَدّ,Sad~,2,Noun
1726,صَدِيق,Sadiyq,2,Noun
1727,صَفْح,SafoH,2,Noun
1728,صُّلْب,S~ulob,2,Noun
1729,صُلْح,SuloH,2,Noun
1730,صُنْع,SunoE,2,Noun
1731,صِنْوَان,SinowaAn,2,Noun
1732,صَىٰحِب,SaY`Hib,2,Noun
1733,ضَآرّ,DaA^r~,2,Noun
1734,ضُحًى,DuHFY,2,Time adverb
1735,ضِرَار,DiraAr,2,Noun
1736,ضَيْق,Dayoq,2,Noun
1737,طَارِد,TaArid,2,Noun
1738,طَّارِق,T~aAriq,2,Noun
1739,طَٰغِين,Ta`giyn,2,Adjective
1740,طَاقَة,TaAqap,2,Noun
1741,طَالُوت,TaAluwt,2,Proper noun
1742,طَبَق,Tabaq,2,Adjective
1743,طَبَق,Tabaq,2,Noun
1744,طَرِيّ,Tariy~,2,Adjective
1745,طَّلَٰق,T~ala`q,2,Noun
1746,طُلُوع,TuluwE,2,Noun
1747,طَهُور,Tahuwr,2,Adjective
1748,طُّوفَان,T~uwfaAn,2,Noun
1749,طُوًى,TuwFY,2,Noun
1750,طَوِيل,Tawiyl,2,Adjective
1751,ظَالِمِىٓ,ZaAlimiY^,2,Noun
1752,ظَٰهِرَة,Za`hirap,2,Noun
1753,ظَلُوم,Zaluwm,2,Noun
1754,ظَلِيل,Zaliyl,2,Adjective
1755,ظَهِير,Zahiyr,2,Adjective
1756,عَارِض,EaAriD,2,Noun
1757,عَالِيَة,EaAliyap,2,Adjective
1758,عُتُوّ,Eutuw~,2,Noun
1759,عِتِيّ,Eitiy~,2,Noun
1760,عَتِيق,Eatiyq,2,Adjective
1761,عِجَاف,EijaAf,2,Adjective
1762,عَجَب,Eajab,2,Noun
1763,عَجِيب,Eajiyb,2,Adjective
1764,عَدّ,Ead~,2,Noun
1765,عَدْو,Eadow,2,Noun
1766,عُدْوَة,Eudowap,2,Noun
1767,عَذْب,Ea*ob,2,Noun
1768,عُذْر,Eu*or,2,Noun
1769,عَرَآء,EaraA^',2,Noun
1770,عُرْف,Eurof,2,Noun
1771,عُرْوَة,Eurowap,2,Noun
1772,عُسْرَة,Eusorap,2,Noun
1773,عَسِير,Easiyr,2,Adjective
1774,عِشَآء,Ei$aA^',2,Noun
1775,عَشَرَة,Ea$arap,2,Noun
1776,عَشِىّ,Ea$iY~,2,Time adverb
1777,عَصْف,EaSof,2,Noun
1778,عِصِيّ,EiSiy~,2,Noun
1779,عَضُد,EaDud,2,Noun
1780,عَظْم,EaZom,2,Noun
1781,عَفْو,Eafow,2,Noun
1782,عَقَبَة,Eaqabap,2,Noun
1783,عَلَّٰم,Eal~a`m,2,Noun
1784,عَلَّٰم,Eal~a`m,2,Adjective
1785,عُلْيَا,EuloyaA,2,Adjective
1786,عِلِّيِّين,Eil~iy~iyn,2,Noun
1787,عَمّ,Eam~,2,Noun
1788,عُمْرَة,Eumorap,2,Noun
1789,عَمًى,EamFY,2,Noun
1790,عَنكَبُوت,Eankabuwt,2,Noun
1791,عِهْن,Eihon,2,Noun
1792,عِيشَة,Eiy$ap,2,Noun
1793,غَآئِط,gaA^}iT,2,Noun
1794,غَافِر,gaAfir,2,Noun
1795,غُثَآء,guvaA^',2,Noun
1796,غَدَوٰة,gadaw`p,2,Noun
1797,غُرَاب,guraAb,2,Noun
1798,غُرُوب,guruwb,2,Noun
1799,غَسَّاق,gas~aAq,2,Noun
1800,غِشَٰوَة,gi$a`wap,2,Noun
1801,غَضْبَٰن,gaDoba`n,2,Noun
1802,غِطَآء,giTaA^',2,Noun
1803,غَفَّار,gaf~aAr,2,Noun
1804,غُلْف,gulof,2,Noun
1805,غَوْر,gawor,2,Noun
1806,غَيَٰبَت,gaya`bat,2,Noun
1807,فَالِق,faAliq,2,Noun
1808,فَتَيَٰت,fataya`t,2,Noun
1809,فَجّ,faj~,2,Noun
1810,فُرَٰدَىٰ,fura`daY`,2,Noun
1811,فِرَاق,firaAq,2,Noun
1812,فِرْدَوْس,firodawos,2,Proper noun
1813,فَزَع,fazaE,2,Noun
1814,فَعَّال,faE~aAl,2,Noun
1815,فَقِير,faqiyr,2,Adjective
1816,فَلَك,falak,2,Noun
1817,قَٰسِطُون,qa`siTuwn,2,Noun
1818,قَٰنِتَٰت,qa`nita`t,2,Noun
1819,قَبَس,qabas,2,Noun
1820,قَبْضَة,qaboDap,2,Noun
1821,قِبَل,qibal,2,Location adverb
1822,قِبَل,qibal,2,Noun
1823,قَبِيل,qabiyl,2,Noun
1824,قُدُّوس,qud~uws,2,Adjective
1825,قِرْطَاس,qiroTaAs,2,Noun
1826,قُرْءَان,quro'aAn,2,Noun
1827,قِسْطَاس,qisoTaAs,2,Noun
1828,قَسَم,qasam,2,Noun
1829,قِطْر,qiTor,2,Noun
1830,قِطَع,qiTaE,2,Noun
1831,قِطْع,qiToE,2,Noun
1832,قُطُوف,quTuwf,2,Noun
1833,قَلَٰٓئِد,qala`^}id,2,Noun
1834,قَوِىّ,qawiY~,2,Adjective
1835,كَٰظِمِين,ka`Zimiyn,2,Noun
1836,كَاهِن,kaAhin,2,Noun
1837,كِبْر,kibor,2,Noun
1838,كِبْرِيَآء,kiboriyaA^',2,Noun
1839,كَثْرَة,kavorap,2,Noun
1840,كِذَّاب,ki*~aAb,2,Noun
1841,كَذَّاب,ka*~aAb,2,Noun
1842,كُرْسِيّ,kurosiy~,2,Noun
1843,كَرِيم,kariym,2,Noun
1844,كُسَالَىٰ,kusaAlaY`,2,Noun
1845,كِسْوَت,kisowat,2,Noun
1846,كَعْبَة,kaEobap,2,Proper noun
1847,كَفَّي,kaf~ay,2,Noun
1848,كَلَٰلَة,kala`lap,2,Noun
1849,كَهْل,kahol,2,Noun
1850,لَّبَن,l~aban,2,Noun
1851,لَدَى,ladaY,2,Location adverb
1852,لَذَّة,la*~ap,2,Adjective
1853,لِزَام,lizaAm,2,Noun
1854,لُّغُوب,l~uguwb,2,Noun
1855,لُقْمَٰن,luqoma`n,2,Proper noun
1856,لَّمَّا,l~am~aA,2,Exceptive particle
