title,title_en,volume,author,translator,description,book,chapter,hadees_number,hadees_arabic,hadees_english
Kitāb al-Zuhd,The Book of Asceticism,,Ḥusayn b. Saʿīd al-Ahwāzī,Shaykh Tahir Ridha Jaffer,"Kitāb al-Zuhd, is penned by the reputable 3rd century Shīʿī scholar and narrator, al-Ḥusayn b. Saʿīd al-Ahwāzī. It is a beautiful work in Islamic literature that examines ethics and character within the context of spiritual self-discipline and asceticism (Zuhd). Focusing on the teachings of the Ahl al-Bayt (as), the book underscores the significance of good character and etiquette as fundamental to the life of a devout Muslim. Comprising nearly three hundred narrations, this text furnishes practical advice to believers aiming to elevate their moral and ethical conduct. The narrations provide insights that transcend temporal bounds, retaining their relevance and applicability to the modern world, and serve as a guide to enhancing a believer's life in both the worldly and spiritual realms. Kitab al-Zuhd offers a valuable wellspring of ethical teachings, guiding believers towards higher stations of moral and spiritual excellence as inspired by the teachings of the Ahl al-Bayt (as).",Section 2,"Chapter 16 | Questioning in the Grave, Chastisement in the Grave, and Barzakh",Ḥadīth #8,بن أبي البلاد عن أبيه عن بعض أصحابه يرفعه (رفعه) إلى النبي صلى الله عليه وآله أنه قال لبعض أصحابه: كيف أنت إذا اتاك فتانا القبر؟ فقال يا رسول الله: ما فتانا القبر قال: ملكان فظان غليظان أصواتهما كالرعد القاصف وأبصارهما كالبرق الخاطف يطئان في أشعارهما ويحفران الأرض بأنيابهما فيسئلانك قال: وأنت على مثل حالك هذه قال: أنت على مثل حالك هذه قال: اذن اكفيهما.,"8.Ibn Abī al-Bilād narrated from his father, from one of his companions who attributed it to the Prophet (ṣ), that he said to one of his companions, “How will you be when the two examiners of the grave come to you?” So he (the companion) asked, “O Messenger of Allah, what are the examiners of the grave?” He said, “Two angels, harsh and severe, with voices like rumbling thunder and eyes like blinding lightning. They will be treading on their own hair and ploughing the ground with their [large] fangs; they will [come to] question you.” He asked, “[Will that be] when I am in a state such as this?” He replied, “[Yes,] you will be as you are in your present state.” He said, “Then I will be able to face them.”’”"
Kitāb al-Zuhd,The Book of Asceticism,,Ḥusayn b. Saʿīd al-Ahwāzī,Shaykh Tahir Ridha Jaffer,"Kitāb al-Zuhd, is penned by the reputable 3rd century Shīʿī scholar and narrator, al-Ḥusayn b. Saʿīd al-Ahwāzī. It is a beautiful work in Islamic literature that examines ethics and character within the context of spiritual self-discipline and asceticism (Zuhd). Focusing on the teachings of the Ahl al-Bayt (as), the book underscores the significance of good character and etiquette as fundamental to the life of a devout Muslim. Comprising nearly three hundred narrations, this text furnishes practical advice to believers aiming to elevate their moral and ethical conduct. The narrations provide insights that transcend temporal bounds, retaining their relevance and applicability to the modern world, and serve as a guide to enhancing a believer's life in both the worldly and spiritual realms. Kitab al-Zuhd offers a valuable wellspring of ethical teachings, guiding believers towards higher stations of moral and spiritual excellence as inspired by the teachings of the Ahl al-Bayt (as).",Section 2,"Chapter 16 | Questioning in the Grave, Chastisement in the Grave, and Barzakh",Ḥadīth #9,محمد بن أبي عمير عن علي عن أبي بصير قال: سألت أبا عبد الله عليه السلام عن أرواح المؤمنين فقال: في حجرات في الجنة يأكلون من طعامها ويشربون من شرابها ويقولون: ربنا أقم لنا الساعة وانجز لنا ما وعدتنا والحق آخرنا بأولنا.,"9.Muḥammad ibn Abī ʿUmayr narrated from ʿAlī, from Abū Baṣīr who said, “I asked Abā ʿAbdillāh about the souls of believers so he said, ‘[They will be] in [lofty] chambers in Paradise, eating of its food and drinking of its drink, and they will say, “Our Lord, bring upon us the Hour [of Judgment] and fulfil for us what You promised us, and make the last among us join the first!”’”"
Kitāb al-Zuhd,The Book of Asceticism,,Ḥusayn b. Saʿīd al-Ahwāzī,Shaykh Tahir Ridha Jaffer,"Kitāb al-Zuhd, is penned by the reputable 3rd century Shīʿī scholar and narrator, al-Ḥusayn b. Saʿīd al-Ahwāzī. It is a beautiful work in Islamic literature that examines ethics and character within the context of spiritual self-discipline and asceticism (Zuhd). Focusing on the teachings of the Ahl al-Bayt (as), the book underscores the significance of good character and etiquette as fundamental to the life of a devout Muslim. Comprising nearly three hundred narrations, this text furnishes practical advice to believers aiming to elevate their moral and ethical conduct. The narrations provide insights that transcend temporal bounds, retaining their relevance and applicability to the modern world, and serve as a guide to enhancing a believer's life in both the worldly and spiritual realms. Kitab al-Zuhd offers a valuable wellspring of ethical teachings, guiding believers towards higher stations of moral and spiritual excellence as inspired by the teachings of the Ahl al-Bayt (as).",Section 2,"Chapter 16 | Questioning in the Grave, Chastisement in the Grave, and Barzakh",Ḥadīth #10,ابن أبي عمير عن علي عن أبي بصير عن أبي عبد الله عليه السلام قال سألته عن أرواح المشركين فقال في النار يعذبون (و) يقولون: ربنا لا تقم لنا الساعة ولا تنجز لنا ما وعدتنا ولا تلحق آخرنا بأولنا.,"10.Ibn Abī ʿUmayr narrated from ʿAlī, from Abū Baṣīr, from Abū ʿAbdillāh saying, “I asked him about the souls of the polytheists, so he said, ‘[They will be] in the Fire facing punishment and will say, “Our Lord, do not bring upon us the Hour [of Judgment], and do not fulfil for us what You promised us, and do not join the last of us with the first!”’”"
Kitāb al-Zuhd,The Book of Asceticism,,Ḥusayn b. Saʿīd al-Ahwāzī,Shaykh Tahir Ridha Jaffer,"Kitāb al-Zuhd, is penned by the reputable 3rd century Shīʿī scholar and narrator, al-Ḥusayn b. Saʿīd al-Ahwāzī. It is a beautiful work in Islamic literature that examines ethics and character within the context of spiritual self-discipline and asceticism (Zuhd). Focusing on the teachings of the Ahl al-Bayt (as), the book underscores the significance of good character and etiquette as fundamental to the life of a devout Muslim. Comprising nearly three hundred narrations, this text furnishes practical advice to believers aiming to elevate their moral and ethical conduct. The narrations provide insights that transcend temporal bounds, retaining their relevance and applicability to the modern world, and serve as a guide to enhancing a believer's life in both the worldly and spiritual realms. Kitab al-Zuhd offers a valuable wellspring of ethical teachings, guiding believers towards higher stations of moral and spiritual excellence as inspired by the teachings of the Ahl al-Bayt (as).",Section 2,"Chapter 16 | Questioning in the Grave, Chastisement in the Grave, and Barzakh",Ḥadīth #11,القاسم عن الحسين بن حماد عن يونس بن ظبيان قال: كنت عند أبي عبد الله عليه السلام فقال لي: ما تقول الناس في أرواح المؤمنين؟ فقلت: يقولون: (تكون) في حواصل طيور خضر في قناديل تحت العرش فقال أبو عبد الله عليه السلام: سبحان الله المؤمن أكرم على الله من أن يجعل روحه في حوصلة طير أخضر يا يونس إذا (كان ذلك أتاه محمد صلى الله عليه وآله وعلى وفاطمة والحسن والحسين والملائكة المقربون عليهم السلام فإذا) قبضه (الله عز وجل) صير تلك الروح في قالب كقالبه في الدنيا فيأكلون ويشربون فإذا قدم عليهم القادم عرفوه بتلك الصورة التي كانت في الدنيا.,"11.Al-Qāsim narrated from al-Ḥusayn ibn Ḥammād, from Yūnus ibn Ẓabyān who said, “I was with Abū ʿAbdillāh and he asked me, ‘What do the people say about the souls of believers?’ I replied, ‘They say that they are in the craws of green birds in lanterns under the Throne.’ So Abū ʿAbdillāh said, ‘Glory be to Allah! The believer is more honourable in the sight of Allah than His placing his soul in the craw of a green bird, O Yūnus! When the time [of a believer’s death] approaches, Muḥammad(ṣ), ʿAlī, Fāṭimah, al-Ḥasan, al-Ḥusayn, and the close archangels (peace be upon them all) come to him. And when Allah, the Mighty and Majestic, takes his soul, He places that soul in a form similar to its form in the world; so they subsist, eating and drinking [in that realm as well]. Then, when someone [who has just died] comes to them, they recognize him by the appearance that he had in the world.’”"
Kitāb al-Zuhd,The Book of Asceticism,,Ḥusayn b. Saʿīd al-Ahwāzī,Shaykh Tahir Ridha Jaffer,"Kitāb al-Zuhd, is penned by the reputable 3rd century Shīʿī scholar and narrator, al-Ḥusayn b. Saʿīd al-Ahwāzī. It is a beautiful work in Islamic literature that examines ethics and character within the context of spiritual self-discipline and asceticism (Zuhd). Focusing on the teachings of the Ahl al-Bayt (as), the book underscores the significance of good character and etiquette as fundamental to the life of a devout Muslim. Comprising nearly three hundred narrations, this text furnishes practical advice to believers aiming to elevate their moral and ethical conduct. The narrations provide insights that transcend temporal bounds, retaining their relevance and applicability to the modern world, and serve as a guide to enhancing a believer's life in both the worldly and spiritual realms. Kitab al-Zuhd offers a valuable wellspring of ethical teachings, guiding believers towards higher stations of moral and spiritual excellence as inspired by the teachings of the Ahl al-Bayt (as).",Section 2,"Chapter 17 | Resurrection, Reckoning, Standing Before Allah, the Exalted, and al-Ṣirāṭ",Ḥadīth #1,الحسين بن سعيد عن محمد بن أبي عمير عن زيد القرشي عن عبيد زرارة قال: سمعت أبا عبد الله عليه السلام يقول: إذا أمات الله أهل الأرض أمات أهل السماء الدنيا ثم أمات أهل السماء الثانية ثم أمات أهل السماء الثالثة ثم أمات أهل السماء الرابعة ثم أمات أهل السماء الخامسة ثم أمات أهل السماء السادسة ثم أمات أهل السماء السابعة ثم أمات ميكائيل قال أو جبرائيل ثم أمات جبرائيل ثم أمات إسرافيل ثم أمات ملك الموت ثم ينفخ في الصور وبعث، قال ثم يقول الله تبارك وتعالى: لمن الملك اليوم؟ فيرد على نفسه فيقول: لله الخالق الباري المصور وتعالى الله الواحد القهار ثم يقول: أين الجبارون؟ أين الذين كانوا يدعون معي الها أين المتكبرون؟ - ونحو هذا - ثم يبعث الخلق.,"1.Al-Ḥusayn ibn Saʿīd narrated from Muḥammad ibn Abī ʿUmayr, from Zayd al-Qurashī, from ʿUbayd ibn Zurārah who said, “I heard Abā ʿAbdillāh say, ‘When Allah causes the inhabitants of the world to die,He will make the inhabitants of the lowest heaven [also] die, then He will make the inhabitants of the second heaven die, then He will make the inhabitants of the third heaven die, then He will make the inhabitants of the fourth heaven die, then He will make the inhabitants of the fifth heaven die, then He will make the inhabitants of the sixth heaven die, then He will make the inhabitants of the seventh heaven die. Then He will cause Mīkāʾīl to die, then He will make Jibraʾīl die, then He will make Isrāfīl die, then He will cause the Angel of Death to die. Then the horn will be blown and He will resurrect [them all].’ [In another report,] he said, ‘Then Allah, the Blessed and Exalted will ask, “To whom does the Kingdom belong this Day?” Then He will respond Himself saying, “To Allah, the Creator, the Originator, and the Fashioner; and Exalted is Allah, the One, the Subduer.” Then He will ask, “Where are the tyrants? Where are those who called upon another god besides Me? Where are the arrogant ones?...” then He will resurrect the creation.’”"
Kitāb al-Zuhd,The Book of Asceticism,,Ḥusayn b. Saʿīd al-Ahwāzī,Shaykh Tahir Ridha Jaffer,"Kitāb al-Zuhd, is penned by the reputable 3rd century Shīʿī scholar and narrator, al-Ḥusayn b. Saʿīd al-Ahwāzī. It is a beautiful work in Islamic literature that examines ethics and character within the context of spiritual self-discipline and asceticism (Zuhd). Focusing on the teachings of the Ahl al-Bayt (as), the book underscores the significance of good character and etiquette as fundamental to the life of a devout Muslim. Comprising nearly three hundred narrations, this text furnishes practical advice to believers aiming to elevate their moral and ethical conduct. The narrations provide insights that transcend temporal bounds, retaining their relevance and applicability to the modern world, and serve as a guide to enhancing a believer's life in both the worldly and spiritual realms. Kitab al-Zuhd offers a valuable wellspring of ethical teachings, guiding believers towards higher stations of moral and spiritual excellence as inspired by the teachings of the Ahl al-Bayt (as).",Section 2,"Chapter 17 | Resurrection, Reckoning, Standing Before Allah, the Exalted, and al-Ṣirāṭ",Ḥadīth #2,الحسن بن محبوب عن علي بن رئاب عن أبي عبد الله عليه السلام قال: إن الله ليمن على عبده المؤمن يوم القيامة ويدنيه من كرامته ثم يعرفه ما أنعم به عليه يقول ليمن على عبده المؤمن يوم القيامة ويدنيه من كرامته ثم يعرفه ما أنعم به عليه يقول تبارك وتعالى: ألم تدعني يوم كذا وكذا (بكذا وكذا فأجبت عدوتك؟ ألم تسألني يوم كذا وكذا) فأعطيتك مسألتك؟ ألم تستغثني (في) يوم كذا وكذا (فأغثتك؟ ألم تسألني في ضر كذا وكذا) فكشفت ضرك ورحمت صوتك؟ ألم تسألني مالا فملكتك؟ ألم تستخدمني فأخدمتك؟ ألم تسألني أن أزوجك فلانة فزوجتك - وهي منيعة عند أهلها - فزوجناكها؟ قال: فيقول العبد: بلى يا رب قد أعطيتني كل ما سألتك وقد كنت أسألك (سألتك) الجنة قال: فيقول الله: (عز وجل الا فانى منجزلك ما سألتنيه، هذه الجنة لك مباحة أرضيتك (أرضيت) فيقول المؤمن: نعم يا رب (أرضيتني) وقد رضيت قال فيقول تبارك وتعالى (الله له: عبدي) انى كنت أرضى أعمالك وأنا ارضى لك حسن الجزاء فان أفضل جزائك عندي أن أسكنك الجنة.,"2.Al-Ḥasan ibn Maḥbūb narrated from ʿAlī ibn Riʾāb, from Abū ʿAbdillāh who said, “Verily Allah will favour His believing servant on the Day of Resurrection and bring him close to His Grace. Then He will show him that with which He blessed him. He, the Blessed and Exalted, will say, ‘Did you not supplicate to Me on such and such day for such and such and I answered your supplication? Did you not ask Me on such and such day and I granted you what you asked for? Did you not seek My help on such and such day and I helped you?’ Did you not ask that I relieve you of such and such hardship so I relieved your hardship and showed mercy to your plea? Did you not ask Me for wealth so I granted you its possession? Did you not seek My assistance so I assisted you? Did you not ask Me to get you married to so and so while she was with her family and not [directly] approachable, yet I got you married to her?’ So the servant will say, ‘Yes indeed, O Lord! You have granted me everything I asked for, and I used to ask You for Paradise [as well].’ So Allah, the Mighty and Majestic, will say, ‘Indeed, I will grant You what you have asked Me for – here is Paradise, you are permitted [to enter] it. Have I pleased you?’ The believer will say, ‘Yes, my Lord! I am pleased.’ Then He, the Blessed and Exalted, will say, ‘I was pleased with your deeds, so I selected for you the best of rewards. Verily the best of your rewards with Me is that I have made you reside in Paradise.’”"
Kitāb al-Zuhd,The Book of Asceticism,,Ḥusayn b. Saʿīd al-Ahwāzī,Shaykh Tahir Ridha Jaffer,"Kitāb al-Zuhd, is penned by the reputable 3rd century Shīʿī scholar and narrator, al-Ḥusayn b. Saʿīd al-Ahwāzī. It is a beautiful work in Islamic literature that examines ethics and character within the context of spiritual self-discipline and asceticism (Zuhd). Focusing on the teachings of the Ahl al-Bayt (as), the book underscores the significance of good character and etiquette as fundamental to the life of a devout Muslim. Comprising nearly three hundred narrations, this text furnishes practical advice to believers aiming to elevate their moral and ethical conduct. The narrations provide insights that transcend temporal bounds, retaining their relevance and applicability to the modern world, and serve as a guide to enhancing a believer's life in both the worldly and spiritual realms. Kitab al-Zuhd offers a valuable wellspring of ethical teachings, guiding believers towards higher stations of moral and spiritual excellence as inspired by the teachings of the Ahl al-Bayt (as).",Section 2,"Chapter 17 | Resurrection, Reckoning, Standing Before Allah, the Exalted, and al-Ṣirāṭ",Ḥadīth #3,القاسم عن علي عن أبي بصير عن أبي عبد الله صلى الله عليه وآله قال: إذا كان المؤمن يحاسب تنتظره أزواجه على عتبات (اعتبا) الأبواب كما ينتظرن أزواجهن في الدنيا من الغيبة (عند العتبة) قال: فيجئ الرسول فيبشرهن فيقول: قد والله انقلب فلان من الحساب (الحسنات) قال: فيقلن: بالله؟ فيقول: قد والله لقد رأيته انقلب من الحساب قال: فإذا جاء هن قلن مرحبا وأهلا ما أهلك الذين كنت عندهم في الدنيا بأحق بك منا.,"3.Al-Qāsim narrated from ʿAlī, from Abū Baṣīr, from Abū ʿAbdillāh who said, “When the believer is taken to account [for his deeds], his [heavenly] wives will be waiting for him on the thresholds of the doors just as wives wait for their husbands in this world when they are absent.Then a messenger will come and give them glad tidings saying, ‘So-andso has, by Allah, passed the accounting.’ They will say, ‘[Really,] by Allah?’ He will say, ‘By Allah he has; I saw him returning from the reckoning.’ When he comes to them, they will say, ‘Welcome, welcome! Your family whom you used to be with in the world are not more deserving of you than us!’”"
Kitāb al-Zuhd,The Book of Asceticism,,Ḥusayn b. Saʿīd al-Ahwāzī,Shaykh Tahir Ridha Jaffer,"Kitāb al-Zuhd, is penned by the reputable 3rd century Shīʿī scholar and narrator, al-Ḥusayn b. Saʿīd al-Ahwāzī. It is a beautiful work in Islamic literature that examines ethics and character within the context of spiritual self-discipline and asceticism (Zuhd). Focusing on the teachings of the Ahl al-Bayt (as), the book underscores the significance of good character and etiquette as fundamental to the life of a devout Muslim. Comprising nearly three hundred narrations, this text furnishes practical advice to believers aiming to elevate their moral and ethical conduct. The narrations provide insights that transcend temporal bounds, retaining their relevance and applicability to the modern world, and serve as a guide to enhancing a believer's life in both the worldly and spiritual realms. Kitab al-Zuhd offers a valuable wellspring of ethical teachings, guiding believers towards higher stations of moral and spiritual excellence as inspired by the teachings of the Ahl al-Bayt (as).",Section 2,"Chapter 17 | Resurrection, Reckoning, Standing Before Allah, the Exalted, and al-Ṣirāṭ",Ḥadīth #4,محمد بن عيسى عن عمر بن إبراهيم بياع السابري عن حجر بن زائدة عن رجل عن أبي جعفر عليه السلام قال: قلت له: يا بن رسول الله ان لي حاجة فقال: تلقاني بمكة فقلت يا بن رسول الله ان لي حاجة فقال: هات حاجتك فقلت: يا بن رسول الله انى أذنبت ذنبا بيني وبين الله لم يطلع عليه أحد فعظم على وأجلك أن استقبلك به فقال: انه إذا كان يوم القيامة وحاسب الله عبده المؤمن أوقفه على ذنوبه ذنبا ذنبا ثم غفر هاله لا يطلع على ذلك ملكا مقربا ولا نبيا مرسلا، قال عمر بن إبراهيم: وأخبرني عن غير واحد أنه قال: ويستر عليه من ذنوبه ما يكره أن يوقفه عليها قال: ويقول لسيئاته: كونى حسنات قال: وذلك قول الله تبارك وتعالى: (أولئك يبدل الله سيئاتهم حسنات وكان الله غفورا رحيما,"4.Muḥammad ibn ʿĪsā narrated from ʿUmar ibn Ibrāhīm Bayyāʿ al-Sābirī,[1] from Ḥujr ibn Zāʾidah, from a man, from Abū Jaʿfar to whom he said, “O son of the Messenger of Allah, verily I have a need.” So he said, “Meet me at Makkah.” [The narrator said,] “I said, ‘O son of the Messenger of Allah, verily I have a need.’ So he said, ‘Meet me at Minā.’ I said [again], ‘O son of the Messenger of Allah, verily I have a need.’ So he said, ‘Alright, tell me your needs.’ I said, ‘O son of the Messenger of Allah, verily I have committed a sin between myself and Allah which no one else is privy to, yet it weighs heavy on me, and I revere you too much to mention it to you.’ So he said, ‘When the Day of Judgment comes, and Allah takes account from His believing servant, He stops [and questions] him about all his sins, one by one, then He forgives him for them. No one comes to know of it, neither a close angel nor a chosen Prophet.’” ʿUmar ibn Ibrāhīm said, “I was informed by more than one person that he said, ‘He conceals those of his sins that he dislikes to be questioned about.’ He [further] said, ‘And He says to his misdeeds, “Turn into good deeds!” That is [the interpretation of] the verse wherein Allah, the Blessed and Exalted, says: They are the ones whose evil deeds Allah will change into good deeds, for Allah is Oft-forgiving, Merciful (Q25:70).’”"
Kitāb al-Zuhd,The Book of Asceticism,,Ḥusayn b. Saʿīd al-Ahwāzī,Shaykh Tahir Ridha Jaffer,"Kitāb al-Zuhd, is penned by the reputable 3rd century Shīʿī scholar and narrator, al-Ḥusayn b. Saʿīd al-Ahwāzī. It is a beautiful work in Islamic literature that examines ethics and character within the context of spiritual self-discipline and asceticism (Zuhd). Focusing on the teachings of the Ahl al-Bayt (as), the book underscores the significance of good character and etiquette as fundamental to the life of a devout Muslim. Comprising nearly three hundred narrations, this text furnishes practical advice to believers aiming to elevate their moral and ethical conduct. The narrations provide insights that transcend temporal bounds, retaining their relevance and applicability to the modern world, and serve as a guide to enhancing a believer's life in both the worldly and spiritual realms. Kitab al-Zuhd offers a valuable wellspring of ethical teachings, guiding believers towards higher stations of moral and spiritual excellence as inspired by the teachings of the Ahl al-Bayt (as).",Section 2,"Chapter 17 | Resurrection, Reckoning, Standing Before Allah, the Exalted, and al-Ṣirāṭ",Ḥadīth #5,القاسم بن محمد عن علي قال: سمعت أبا عبد الله عليه السلام يقول. ان الله تبارك وتعالى إذا أراد أن يحاسب المؤمن أعطاه كتابه بيمينه وحسابه فيما بينه وبينه فيقول: عبدي فعلت كذا وكذا وعملت كذا وكذا؟ فيقول: نعم يا رب قد فعلت ذلك فيقول: قد غفرتها لك وأبدلتها حسنات فيقول الناس: سبحان الله أما كان لهذا العبد سيئة واحدة وهو قول الله عز وجل: (فاما من أوتي كتابه بيمينه فسوف يحاسب حسابا يسيرا وينقلب إلى أهله مسرورا) قلت: أي أهل؟ قال: أهله في الدنيا هم أهله في الجنة ان كانوا مؤمنين قال: وإذا أراد بعبد شرا حاسبه على رؤوس الناس وبكته وأعطاه كتابه بشماله وهو قول الله عز وجل (واما من أوتي كتابه وراء ظهره فسوف يدعو ثبورا ويصلى سعيرا انه كان في أهله مسرورا) قلت: أي أهل؟ قال: أهله في الدنيا قلت: قوله: (انه ظن أن لن يحور) قال ظن أنه لن يرجع.,"5.Al-Qāsim ibn Muḥammad narrated from ʿAlī who said, “I heard Abā ʿAbdillāh say, ‘Verily when Allah, the Blessed and Exalted, wants to take account [of the actions] of the believer, He gives him his book [of deeds] in his right hand and calls him to account [in private] between Himself and him. He says, “My servant, did you do such and such, and performed such and such [deeds]?” So he will say, “Yes my Lord, I have done that.” He will say, “I hereby forgive you [for these misdeeds] and transform them into good deeds.” So [when they see his book of deeds] the people will say, “Glory be to Allah! Did this servant not have [even] a single evil deed?” And this is [the interpretation of] the verses wherein Allah, the Mighty and Majestic, says: As for the one who is given his record in his right hand, he will have an easy reckoning, and will return to his people well pleased (Q84:7-9).’ I asked, ‘Who are his people [being referred to in the verse]?’ He said, ‘His people in the world will be his people in Paradise, if they were believers.’[1] And if He wishes ill for His servant [due to his evil], He calls him to account in front of all the people, reproves him, and gives him his book [of deeds] in his left hand. This is [the interpretation of] the verses wherein Allah, the Mighty and Majestic, says: And as for the one who is given his record [in his left hand] from behind his back, he will cry for [instant] destruction and will burn in a blazing fire. He used to [previously] live among his people well pleased [with himself]. (Q84:11-13)’ I asked, ‘Which people [is it referring to]?’ He replied, ‘His people in the world.’ I asked, ‘[What is the meaning of] the statement: He thought he would never return (Q84:14)?’ He said, ‘He assumed that he would never return [to his Lord].’”"
Kitāb al-Zuhd,The Book of Asceticism,,Ḥusayn b. Saʿīd al-Ahwāzī,Shaykh Tahir Ridha Jaffer,"Kitāb al-Zuhd, is penned by the reputable 3rd century Shīʿī scholar and narrator, al-Ḥusayn b. Saʿīd al-Ahwāzī. It is a beautiful work in Islamic literature that examines ethics and character within the context of spiritual self-discipline and asceticism (Zuhd). Focusing on the teachings of the Ahl al-Bayt (as), the book underscores the significance of good character and etiquette as fundamental to the life of a devout Muslim. Comprising nearly three hundred narrations, this text furnishes practical advice to believers aiming to elevate their moral and ethical conduct. The narrations provide insights that transcend temporal bounds, retaining their relevance and applicability to the modern world, and serve as a guide to enhancing a believer's life in both the worldly and spiritual realms. Kitab al-Zuhd offers a valuable wellspring of ethical teachings, guiding believers towards higher stations of moral and spiritual excellence as inspired by the teachings of the Ahl al-Bayt (as).",Section 2,"Chapter 17 | Resurrection, Reckoning, Standing Before Allah, the Exalted, and al-Ṣirāṭ",Ḥadīth #6,القاسم عن علي عن أبي بصير قال: سمعت أبا عبد الله عليه السلام يقول: إن المؤمن يعطى يوم القيامة كتابا منشورا (كتاب منشور) مكتوب فيه: كتاب الله العزيز الحكيم ادخلوا فلانا الجنة.,"6.Al-Qāsim narrated from ʿAlī, from Abū Baṣīr who said, “I heard Abā ʿAbdillāh say, ‘Verily the believer will be given, on the Day of Judgment, an opened scroll in which will be written: “[This is] a decree of Allah, the Mighty, the Wise. Admit so-and-so into Paradise.”’”"
Kitāb al-Zuhd,The Book of Asceticism,,Ḥusayn b. Saʿīd al-Ahwāzī,Shaykh Tahir Ridha Jaffer,"Kitāb al-Zuhd, is penned by the reputable 3rd century Shīʿī scholar and narrator, al-Ḥusayn b. Saʿīd al-Ahwāzī. It is a beautiful work in Islamic literature that examines ethics and character within the context of spiritual self-discipline and asceticism (Zuhd). Focusing on the teachings of the Ahl al-Bayt (as), the book underscores the significance of good character and etiquette as fundamental to the life of a devout Muslim. Comprising nearly three hundred narrations, this text furnishes practical advice to believers aiming to elevate their moral and ethical conduct. The narrations provide insights that transcend temporal bounds, retaining their relevance and applicability to the modern world, and serve as a guide to enhancing a believer's life in both the worldly and spiritual realms. Kitab al-Zuhd offers a valuable wellspring of ethical teachings, guiding believers towards higher stations of moral and spiritual excellence as inspired by the teachings of the Ahl al-Bayt (as).",Section 2,"Chapter 17 | Resurrection, Reckoning, Standing Before Allah, the Exalted, and al-Ṣirāṭ",Ḥadīth #7,القاسم عن علي عن أبي بصير عن أبي عبد الله عليه السلام قال: إن الناس يمرون على الصراط طبقات والصراط أدق من الشعر ومن حد السيف فمنهم من يمر مثل البرق ومنهم من يمر مثل عدو الفرس (ومنهم من يمر حببا) (مرا) (جرا) ومنهم من يمر حبوا ومنهم من يمر مشيا ومنهم من يمر (معلقا) متعلقا قد تأخذ النار منه شيئا وتترك شيئا.,"7.Al-Qāsim narrated from ʿAlī, from Abū Baṣīr, from Abū ʿAbdillāh who said, “Verily people will pass the bridge [of ṣirāt] in ranks, and the ṣirāt is thinner than [a strand of] hair and the edge of a sword. Some will pass over it like lightning, some of them will pass like a galloping horse, others will pass sliding along, yet others will pass it crawling [quickly on all fours]. Others will pass it walking, and another among them will pass hanging from it, with fire taking [and burning] part of him and leaving another part.”"
Kitāb al-Zuhd,The Book of Asceticism,,Ḥusayn b. Saʿīd al-Ahwāzī,Shaykh Tahir Ridha Jaffer,"Kitāb al-Zuhd, is penned by the reputable 3rd century Shīʿī scholar and narrator, al-Ḥusayn b. Saʿīd al-Ahwāzī. It is a beautiful work in Islamic literature that examines ethics and character within the context of spiritual self-discipline and asceticism (Zuhd). Focusing on the teachings of the Ahl al-Bayt (as), the book underscores the significance of good character and etiquette as fundamental to the life of a devout Muslim. Comprising nearly three hundred narrations, this text furnishes practical advice to believers aiming to elevate their moral and ethical conduct. The narrations provide insights that transcend temporal bounds, retaining their relevance and applicability to the modern world, and serve as a guide to enhancing a believer's life in both the worldly and spiritual realms. Kitab al-Zuhd offers a valuable wellspring of ethical teachings, guiding believers towards higher stations of moral and spiritual excellence as inspired by the teachings of the Ahl al-Bayt (as).",Section 2,"Chapter 17 | Resurrection, Reckoning, Standing Before Allah, the Exalted, and al-Ṣirāṭ",Ḥadīth #8,القاسم عن علي عن أبي بصير قال: قال أبو عبد الله عليه السلام: ان الناس يقسم بينهم النور يوم القيامة على قدر ايمانهم ويقسم (يقسمه) للمنافق فيكون نوره على (قدر) ابهام رجله اليسرى (فيطفؤ) فيعطى نوره فيقول: مكانكم حتى اقتبس من نوركم قيل: (ارجعوا ورائكم فالتمسوا نورا) - يعنى حيث قسم النور - قال: فيرجعون فيضرب بينهم السور قال: فينادونهم من وراء السور: (ألم نكن معكم قالوا بلى ولكنكم فتنتم أنفسكم فتربصتم وارتبتم وغرتكم الأماني حتى جاء أمر الله و غركم بالله الغرور فاليوم لا يؤخذ منكم فدية ولا من الذين كفروا مأواكم النار هي مولاكم وبئس المصير) ثم قال: يا أبا محمد إما والله ما قال الله لليهود والنصارى ولكنه عنى أهل القبلة,"8.Al-Qāsim narrated from ʿAlī, from Abū Baṣīr who said, “Abū ʿAbdillāh said, ‘Verily the light on the Day of Judgment will be divided among the people in accordance to the extent of their belief. The share of the hypocrite will be such that his light will only extend to the tip of his left toe, then when it is extinguished, he will say [to the believer], “Stay where you are so that I can take from some of your light.” [But] it will be said, “Go back and seek a light [there],” (Q57:13) meaning where the light was [first] distributed. So they will [try to] return but a separating wall will be erected [to block them]. They will thus call out to them from behind the wall, “Were we not with you [in the world]?” They will reply, “Yes [you were], but you allowed yourselves to be tempted, awaited [our demise], doubted [the truth], and were deluded by false hopes until Allah’s decree came to pass. Hence the Deceiver deceived you about Allah. So today no ransom will be accepted from you [hypocrites], nor from the disbelievers. Your home is the Fire – that is where you belong. What an evil destination!” (Q57:14-15).’ Then he said, ‘O Abā Muḥammad,[1] by Allah this was not said to the Jews or the Christians; rather, it refers to the people of the Qiblah (i.e. those who outwardly profess Islam).’”"
