surah_no,ref_ayah_no_surah,translator,kind,text
2,560,asad,footnote,"* v.226 : I.e., during this period of grace."
2,561,asad,footnote,"* v.228 : Lit., “by themselves.”"
2,562,asad,footnote,"* The primary purpose of this waiting-period is the ascertainment of possible pregnancy, and thus of the parentage of the as yet unborn child. In addition, the couple are to be given an opportunity to reconsider their decision and possibly to resume the marriage. See also 65:1 and the corresponding note 2."
2,563,asad,footnote,"* A divorced wife has the right to refuse a resumption of marital relations even if the husband expresses, before the expiry of the waiting-period, his willingness to have the provisional divorce rescinded; but since it is the husband who is responsible for the maintenance of the family, the first option to rescind a provisional divorce rests with him."
2,564,asad,footnote,"* v.229 : Lit., “whereupon either retention in fairness or release in a goodly manner.” In other words, a third pronouncement of divorce makes it final and irrevocable."
2,565,asad,footnote,"* All authorities agree in that this verse relates to the unconditional right on the part of the wife to obtain a divorce from her husband; such a dissolution of marriage at the wife’s instance is called khul‘. There exist a number of highly-authenticated Traditions to the effect that the wife of Thābit ibn Qays, Jamīlah, came to the Prophet and demanded a divorce from her husband on the ground that, in spite of his irreproachable character and behaviour, she “disliked him as she would dislike falling into unbelief after having accepted Islam.” Thereupon the Prophet ordained that she should return to Thābit the garden which he had given her as her dower (mahr) at the time of their wedding, and decreed that the marriage should be dissolved. (Several variants of this Tradition have been recorded by Bukhārī, Nasā’ī, Tirmidhī, Ibn Mājah and Bayhaqī, on the authority of Ibn ‘Abbās.) Similar Traditions, handed down on the authority of ‘ā’ishah and relating to a woman called Hubaybah bint Sahl, are to be found in the Muwatta’ of Imām Mālik, in the Musnad of Imām Ahmad, and in the compilations of Nasā’ī and Abū Dā’ūd (in one variant, the latter gives the woman’s name as Hafsah bint Sahl). In accordance with these Traditions, Islamic Law stipulates that whenever a marriage is dissolved at the wife’s instance without any offence on the part of the husband against his marital obligations, the wife is the contract-breaking party and must, therefore, return the dower which she received from him at the time of concluding the marriage: and in this event “there shall be no sin upon either of them” if the husband takes back the dower which the wife gives up of her own free will. An exhaustive discussion of all these Traditions and their legal implications is found in Nayl al-Awtār VII, pp. 34-41. For a summary of the relevant views of the various schools of Islamic jurisprudence, see Bidāyat al-Mujtahid II, pp. 54-57."
2,566,asad,footnote,"* v.233 : Most of the commentators understand the word fisāl as being synonymous with “weaning” (i.e., before the end of the maximum period of two years). Abū Muslim, however, is of the opinion that it stands here for “separation” – i.e., of the child from its mother (Rāzī). It appears to me that this is the better of the two interpretations inasmuch as it provides a solution for cases in which both parents agree that, for some reason or other, it would not be fair to burden the divorced mother with the upbringing of the child despite the father’s obligation to support them materially, while, on the other hand, it would not be feasible for the father to undertake this duty single-handed."
2,567,asad,footnote,"* Lit., “provided you make safe [or “provided you surrender”] in a fair manner that which you are handing over.” While it cannot be denied that the verb sallamahu can mean “he surrendered it” as well as “he made it safe,” it seems to me that the latter meaning (which is the primary one) is preferable in this context since it implies the necessity of assuring the child’s future safety and well-being. (The commentators who take the verb sallamtum in the sense of “you surrender” interpret the phrase idhā sallamtum mā ātaytum bi’l-ma‘rūf as meaning “provided you hand over the agreed-upon [wages to the foster-mothers] in a fair manner” – which, to my mind, unduly limits the purport of the above injunction.)"
2,568,asad,footnote,"* v.234 : Lit., “by themselves.”"
2,569,asad,footnote,"* Lit., “you will incur no sin.” Since, obviously, the whole community is addressed here (Zamakhsharī), the rendering “there shall be no sin” would seem appropriate."
2,570,asad,footnote,"* v.235 : Lit., “if you conceal [such an intention] within yourselves: [for] within yourselves: [for] God knows that you will mention [it] to them.” In classical Arabic usage, the expression dhakarahā (“he mentioned [it] to her”) is often idiomatically synonymous with “he demanded her in marriage” (see Lane III, 969). The above passage relates to a marriage-offer – or to an intention of making such an offer – to a newly-widowed or divorced woman before the expiry of the prescribed waiting-term."
2,571,asad,footnote,"* v.236 : The term farīdah denotes the dower (often also called mahr) which must be agreed upon by bridegroom and bride before the conclusion of the marriage-tie. While the amount of this dower is left to the discretion of the two contracting parties (and may even consist of no more than a token gift), its stipulation is an essential part of an Islamic marriage contract. For exceptions from this rule, see 33:50 and the corresponding note 58."
2,572,asad,footnote,"* Lit., “upon the doers of good” – i.e., all who are determined to act in accordance with God’s will."
2,573,asad,footnote,"* v.237 : According to some of the most prominent Companions of the Prophet (e.g., ‘Alī) and their immediate successors (e.g., Sa‘īd ibn al-Musayyab and Sa‘īd ibn Jubayr), this term denotes the husband (cf. Tabarī, Zamakhsharī, Baghawī, Rāzī, and Ibn Kathīr)."
2,574,asad,footnote,"* v.238 : Lit., “the midmost [or “the most excellent”] prayer.” It is generally assumed that this refers to the mid-afternoon (‘asr) prayer, although some authorities believe that it denotes the prayer at dawn (fajr). Muhammad ‘Abduh, however, advances the view that it may mean “the noblest kind of prayer – that is, a prayer from the fullness of the heart, with the whole mind turned towards God, inspired by awe of Him, and reflecting upon His word” (Manār II, 438). – In accordance with the system prevailing throughout the Qur’ān, any lengthy section dealing with social laws is almost invariably followed by a call to God-consciousness: and since God-consciousness comes most fully to its own in prayer, this and the next verse are interpolated here between injunctions relating to marital life and divorce."
2,575,asad,footnote,"* v.239 : This relates to any dangerous situation – for instance, in war – where remaining for any length of time at one place would only increase the peril: in such an event, the obligatory prayers may be offered in any way that is feasible, even without consideration of the qiblah."
2,576,asad,footnote,"* v.240 : Lit., “[it is] a bequest to their wives [of] one year’s maintenance without being dislodged.” (As regards the justification of the rendering adopted by me, see Manār II, 446 ff.). The question of a widow’s residence in her dead husband’s house arises, of course, only in the event that it has not been bequeathed to her outright under the provisions stipulated in 4:12."
2,577,asad,footnote,"* For instance, by remarrying – in which case they forgo their claim to additional maintenance during the remainder of the year. Regarding the phrase “there shall be no sin,” see note 222 above."
2,578,asad,footnote,* v.241 : This obviously relates to women who are divorced without any legal fault on their part. The amount of alimony – payable unless and until they remarry – has been left unspecified since it must depend on the husband’s financial circumstances and on the social conditions of the time.
2,579,asad,footnote,"* v.243 : After the conclusion of the injunctions relating to marital life, the Qur’ān returns here to the problem of warfare in a just cause by alluding to people who – obviously under a hostile attack – “forsook their homelands for fear of death.” Now, neither the Qur’ān nor any authentic Tradition offers any indication as to who the people referred to in this verse may have been. The “historical” explanations given by some of the commentators are most contradictory; they seem to have been derived from Talmudic stories current at the time, and cannot be used in this context with any justification. We must, therefore, assume (as Muhammad ‘Abduh does in Manār II. 455 ff.) that the above allusion is parabolically connected with the subsequent call to the faithful to be ready to lay down their lives in God’s cause: an illustration of the fact that fear of physical death leads to the moral death of nations and communities, just as their regeneration (or “coming back to life”) depends on their regaining their moral status through overcoming the fear of death. This is undoubtedly the purport of the elliptic story of Samuel, Saul, and David told in verses 246-251."
2,580,asad,footnote,"* v.244 : I.e., in a just war in self-defence against oppression or unprovoked aggression (cf. 2:190-194)."
2,581,asad,footnote,"* v.245 : I.e., by sacrificing one’s life in, or devoting it to, His cause."
2,582,asad,footnote,"* v.246 : The prophet referred to here is Samuel (cf. Old Testament, I Samuel viii ff.)."
2,583,asad,footnote,"* Obviously a reference to the many invasions of their homelands by their perennial enemies, the Philistines, Amorites, Amalekites, and other Semitic and non-Semitic tribes living in and around Palestine; and, by implication, a reminder to believers of all times that “fighting in God’s cause” (as defined in the Qur’ān) is an act of faith."
2,584,asad,footnote,"* v.247 : Lit., “to them” – but the next sentence shows that the elders were thus addressed by Samuel."
2,585,asad,footnote,"* An allusion to the Qur’anic doctrine that all dominion and all that may be “owned” by man belongs to God alone, and that man holds it only in trust from Him."
2,586,asad,footnote,"* v.248 : Lit., “that there will come to you the heart.” The word tābūt – here rendered as “heart” – has been conventionally interpreted as denoting the Ark of the Covenant mentioned in the Old Testament, which is said to have been a highly-ornamented chest or box. The explanations offered by most of the commentators who adopt the latter meaning are very contradictory, and seem to be based on Talmudic legends woven around that “ark.” However, several authorities of the highest standing attribute to tābūt the meaning of “bosom” or “heart” as well: thus, Baydāwī in one of the alternatives offered in his commentary on this verse, as well as Zamakhsharī in his Asās (though not in the Kashshāf), Ibn al-Athīr in the Nihāyah, Rāghib, and Tāj al-‘Arūs (the latter four in the article tabata); see also Lane I, 321, and IV, 1394 (art. sakīnah). If we take this to be the meaning of tābūt in the above context, it would be an allusion to the Israelites’ coming change of heart (a change already indicated, in general terms, in verse 243 above). In view of the subsequent mention of the “inner peace” in the tābūt, its rendering as “heart” is definitely more appropriate than “ark.”"
2,587,asad,footnote,"* Lit., “and the remainder of that which the House (āl) of Moses and the House of Aaron left behind, borne by the angels.” The expression “borne by the angels” or “angel-borne” is an allusion to the God-inspired nature of the spiritual heritage left by those two prophets; while the “remainder” (baqiyyah) denotes that which is “lasting” or “enduring” in that heritage."
2,588,asad,footnote,"* v.249 : Lit., “excepting him.” The symbolic implication is that faith – and, thus, belief in the justice of one’s cause – has no value unless it is accompanied by heightened self-discipline and disregard of one’s material interests."
2,589,asad,footnote,"* v.251 : Lit., “were it not that God repels some people by means of others”: an elliptic reference to God’s enabling people to defend themselves against aggression or oppression. Exactly the same phrase occurs in 22:40, which deals with fighting in self-defence."
2,590,asad,footnote,"* v.253 : This appears to be an allusion to Muhammad inasmuch as he was the Last Prophet and the bearer of a universal message applicable to all people and to all times. By “such as were spoken to by God” Moses is meant (see the last sentence of 4:164). 253- The mention, in this context, of Jesus by name is intended to stress the fact of his having been a prophet, and to refute the claims of those who deify him. For an explanation of the term rūh al-qudus (rendered by me as “holy inspiration”), (see note 71 on verse 87 of this sūrah)."
2,591,asad,footnote,"* Once again – as in verse 213 above – the Qur’ān alludes to the inevitability of dissension among human beings: in other words, it is the will of God that their way to the truth should be marked by conflicts and trial by error."
2,592,asad,footnote,"* v.254 : I.e., the Day of Judgment. With this exhortation, the Qur’ān returns to the subject of verse 245: “Who is it that will offer up unto God a goodly loan?” We may, therefore, infer that the “spending in God’s way” relates here to every kind of sacrifice in God’s cause, and not merely to the spending of one’s possessions."
2,593,asad,footnote,"* v.255 : Lit., “that which is between their hands and that which is behind them.” The commentators give most conflicting interpretations to this phrase. Thus, for instance, Mujāhid and ‘Atā’ assume that “that which is between their hands” means “that which has happened to them in this world,” while “that which is behind them” is an allusion to “that which will happen to them in the next world”; Ad-Iahhāk and Al-Kalbī, on the other hand, assume the exact opposite and say that “that which is between their hands” refers to the next world, “because they are going towards it,” while “that which is behind them” means this world, “because they are leaving it behind” (Rāzī). Another explanation is “that which took place before them and that which will take place after them” (Zamakhsharī). It would seem, however, that in all these interpretations the obvious meaning of the idiomatic expression mā bayna yadayhi (“that which lies open between one’s hands”) is lost sight of: namely, that which is evident, or known, or perceivable; similarly, mā khalfahu means that which is beyond one’s ken or perception. Since the whole tenor of the above Qur’ān-verse relates to God’s omnipotence and omniscience, the translation given by me seems to be the most appropriate."
2,594,asad,footnote,"* Lit., “His seat [of power].” Some of the commentators (e.g., Zamakhsharī) interpret this as “His sovereignty” or “His dominion,” while others take it to mean “His knowledge” (see Muhammad ‘Abduh in Manār III, 33); Rāzī inclines to the view that this word denotes God’s majesty and indescribable, eternal glory."
2,595,asad,footnote,"* v.256 : The term dīn denotes both the contents of and the compliance with a morally binding law; consequently, it signifies “religion” in the widest sense of this term, extending over all that pertains to its doctrinal contents and their practical implications, as well as to man’s attitude towards the object of his worship, thus comprising also the concept of “faith.” The rendering of dīn as “religion,” “faith,” “religious law,” or “moral law” (see note 3 on 109:6) depends on the context in which this term is used. – On the strength of the above categorical prohibition of coercion (ikrāh) in anything that pertains to faith or religion, all Islamic jurists (fuqahā’), without any exception, hold that forcible conversion is under all circumstances null and void, and that any attempt at coercing a non-believer to accept the faith of Islam is a grievous sin: a verdict which disposes of the widespread fallacy that Islam places before the unbelievers the alternative of “conversion or the sword.”"
2,596,asad,footnote,"* At-tāghūt denotes, primarily, anything that is worshipped instead of God and, thus, all that may turn man away from God and lead him to evil. It has both a singular and a plural significance (Rāzī) and is, therefore, best rendered as “the powers of evil.”"
2,597,asad,footnote,"* v.258 : According to Muhammad ‘Abduh, the wrong (zulm) referred to here consists in “one’s deliberately turning away from the light [of guidance] provided by God” (Manār III, 47)."
2,598,asad,footnote,"* v.259 : Lit., “Or like him.” The words interpolated by me between brackets are based on Zamakhsharī’s interpretation of this passage, which connects with the opening of the preceding verse."
2,599,asad,footnote,"* The story told in this verse is obviously a parable meant to illustrate God’s power to bring the dead back to life: and, thus, it is significantly placed between Abraham’s words in verse 258, “My Sustainer is He who grants life and deals death,” and his subsequent request, in verse 260, to be shown how God resurrects the dead. The speculations of some of the earlier commentators as to the “identity” of the man and the town mentioned in this story are without any substance, and may have been influenced by Talmudic legends."
2,600,asad,footnote,"* Sc., “and observe that it is alive”: thus pointing out that God has the power to grant life indefinitely, as well as to resurrect the dead."
2,601,asad,footnote,"* The Qur’ān frequently points to the ever-recurring miracle of birth, preceded by the gradual evolution of the embryo in its mother’s womb, as a visible sign of God’s power to create – and therefore also to re-create – life."
2,602,asad,footnote,"* v.260 : Lit., “make them incline towards thee” (Zamakhsharī; see also Lane IV, 1744)."
2,603,asad,footnote,"* My rendering of the above parable is based on the primary meaning of the imperative surhunna ilayka (“make them incline towards thee,” i.e., “teach them to obey thee”). The moral of this story has been pointed out convincingly by the famous commentator Abū Muslim (as quoted by Rāzī): “If man is able – as he undoubtedly is – to train birds in such a way as to make them obey his call, then it is obvious that God, whose will all things obey, can call life into being by simply decreeing, ‘Be!’”"
2,604,asad,footnote,"* v.262 : Lit., “do not follow up.”"
2,605,asad,footnote,"* v.263 : For the rendering of maghfarah (lit., “forgiveness”) in this context as “veiling another’s want” I am indebted to Baghawī’s explanation of this verse."
2,606,asad,footnote,"* v.272 : Lit., “their guidance is not upon thee” – i.e., “thou art responsible only for conveying God’s message to them, and not for their reaction to it”: the people referred to being the needy spoken of in the preceding verses. It appears that in the early days after his migration to Medina, the Prophet – faced by the great poverty prevalent among his own community – advised his Companions that “charity should be bestowed only on the followers of Islam” – a view that was immediately corrected by the revelation of the above verse (a number of Traditions to this effect are quoted by Tabarī, Rāzī and Ibn Kathīr, as well as in Manār III, 82 f.). According to several other Traditions (recorded, among others, by Nasā’ī and Abū Dā’ūd and quoted by all the classical commentators), the Prophet thereupon explicitly enjoined upon his followers to disburse charities upon all who needed them, irrespective of the faith of the person concerned. Consequently, there is full agreement among all the commentators that the above verse of the Qur’ān – although expressed in the singular and, on the face of it, addressed to the Prophet – lays down an injunction binding upon all Muslims. Rāzī, in particular, draws from it the additional conclusion that charity – or the threat to withhold it – must never become a means of attracting unbelievers to Islam: for, in order to be valid, faith must be an outcome of inner conviction and free choice. This is in consonance with verse 256 of this sūrah: “There shall be no coercion in matters of faith.”"
2,607,asad,footnote,"* v.273 : I.e., those who have devoted themselves entirely to working in the cause of the Faith – be it by spreading, elucidating or defending it physically or intellectually – or to any of the selfless pursuits extolled in God’s message, such as search for knowledge, work for the betterment of man’s lot, and so forth; and, finally, those who, having suffered personal or material hurt in such pursuits, are henceforth unable to fend for themselves."
2,608,asad,footnote,"* v.275 : For a discussion of the concept of ribā (“usury”), see note 35 on 30:39, where this term occurs for the first time in the chronological order of revelation. The passage dealing with the prohibition of ribā, which follows here, is believed to have been among the last revelations received by the Prophet. The subject of usury connects logically with the preceding long passage on the subject of charity because the former is morally the exact opposite of the latter: true charity consists in giving without an expectation of material gain, whereas usury is based on an expectation of gain without any corresponding effort on the part of the lender."
2,609,asad,footnote,"* Lit., “like.”"
2,610,asad,footnote,"* Lit., “he to whom an admonition has come from his Sustainer.”"
2,611,asad,footnote,"* v.276 : Lit., “whereas He causes [the merit of] charitable deeds to increase with interest (yurbī).”"
2,612,asad,footnote,"* v.278 : This refers not merely to the believers at the time when the prohibition of usury was proclaimed, but also to people of later times who may come to believe in the Qur’anic message."
2,613,asad,footnote,"* v.279 : I.e., without interest."
2,614,asad,footnote,"* v.281 : According to the uncontested evidence of Ibn ‘Abbās, the above verse was the last revelation granted to the Prophet, who died shortly afterwards (Bukhārī; see also Fath al-Bārī VIII, 164 f.)."
2,615,asad,footnote,"* v.282 : The above phrase embraces any transaction on the basis of credit, be it an outright loan or a commercial deal. It relates (as the grammatical form tadāyantum shows) to both the giver and taker of credit, and has been rendered accordingly."
2,616,asad,footnote,"* I.e., in accordance with the laws promulgated in the Qur’ān."
2,617,asad,footnote,"* Lit., “and do not diminish anything thereof.” Thus, the formulation of the undertaking is left to the weaker party, i.e., to the one who contracts the debt."
2,618,asad,footnote,"* E.g., because he is physically handicapped, or does not fully understand the business terminology used in such contracts, or is not acquainted with the language in which the contract is to be written. The definition “weak of mind or body” (lit., “lacking in understanding or weak”) applies to minors as well as to very old persons who are no longer in full possession of their mental faculties."
2,619,asad,footnote,"* The stipulation that two women may be substituted for one male witness does not imply any reflection on woman’s moral or intellectual capabilities: it is obviously due to the fact that, as a rule, women are less familiar with business procedures than men and, therefore, more liable to commit mistakes in this respect (see ‘Abduh in Manār III, 124 f.)."
2,620,asad,footnote,"* Lit., “to write it down” – i.e., all rights and obligations arising from the contract."
2,621,asad,footnote,"* E.g., by being held responsible for the eventual consequences of the contract as such, or for the non-fulfilment of any of its provisions by either of the contracting parties."
2,622,asad,footnote,"* v.283 : Lit., “do not conceal testimony.” This relates not only to those who have witnessed a business transaction, but also to a debtor who has been given a loan on trust – without a written agreement and without witnesses – and subsequently denies all knowledge of his indebtedness."
2,623,asad,footnote,"* v.285 : Lit., “we make no distinction between any of His apostles”: these words are put, as it were, in the mouths of the believers. Inasmuch as all the apostles were true bearers of God’s messages, there is no distinction between them, albeit some of them have been “endowed more highly than others” (see verse 253)."
2,624,asad,footnote,"* v.286 : A reference to the heavy burden of rituals imposed by the Law of Moses upon the children of Israel, as well as the world-renunciation recommended by Jesus to his followers."
3,219,asad,footnote,* v.1 : See Appendix II.
3,220,asad,footnote,* v.3 : The gradualness of the Qur’anic revelation is stressed here by means of the grammatical form nazzala.
3,221,asad,footnote,"* Most of the commentators are of the opinion that mā bayna yadayhi – lit., “that which is between its hands” – denotes here “the revelations which came before it,” i.e., before the Qur’ān. This interpretation is not, however, entirely convincing. Although there is not the least doubt that in this context the pronominal mā refers to earlier revelations, and particularly the Bible (as is evident from the parallel use of the above expression in other Qur’anic passages), the idiomatic phrase mā bayna yadayhi does not, in itself, mean “that which came before it” – i.e., in time – but, rather (as pointed out by me in sūrah 2, note 247), “that which lies open before it.” Since, however, the pronoun “it” relates here to the Qur’ān, the metaphorical expression “between its hands” or “before it” cannot possibly refer to “knowledge” (as it does in 2:255), but must obviously refer to an objective reality with which the Qur’ān is “confronted”: that is, something that was coexistent in time with the revelation of the Qur’ān. Now this, taken together (a) with the fact – frequently stressed in the Qur’ān and since established by objective scholarship – that in the course of the millennia the Bible has been subjected to considerable and often arbitrary alteration, and (b) with the fact that many of the laws enunciated in the Qur’ān differ from the laws of the Bible, brings us forcibly to the conclusion that the “confirmation” of the latter by the Qur’ān can refer only to the basic truths still discernible in the Bible, and not to its time-bound legislation or to its present text – in other words, a confirmation of whatever was extant of its basic teachings at the time of the revelation of the Qur’ān: and it is this that the phrase mā bayna yadayhi expresses in this context as well as in 5:46 and 48 or in 61:6 (where it refers to Jesus’ confirming the truth of “whatever there still remained [i.e., in his lifetime] of the Torah”)."
3,222,asad,footnote,"* v.4 : It is to be borne in mind that the Gospel frequently mentioned in the Qur’ān is not identical with what is known today as the Four Gospels, but refers to an original, since lost, revelation bestowed upon Jesus and known to his contemporaries under its Greek name of Evangelion (“Good Tiding”), on which the Arabicized form Injīl is based. It was probably the source from which the Synoptic Gospels derived much of their material and some of the teachings attributed to Jesus. The fact of its having been lost and forgotten is alluded to in the Qur’ān in 5:14. – Regarding my rendering of al-furqān as “the standard by which to discern the true from the false,” see also note 38 on the identical phrase occurring in 2:53."
3,223,asad,footnote,"* v.7 : The above passage may be regarded as a key to the understanding of the Qur’ān. Tabarī identifies the āyāt muhkamāt (“messages that are clear in and by themselves”) with what the philologists and jurists describe as nass – namely, ordinances or statements which are self-evident (zāhir) by virtue of their wording (cf. Lisān al-‘Arab, art. nass). Consequently, Tabarī regards as āyāt muhkamāt only those statements or ordinances of the Qur’ān which do not admit of more than one interpretation (which does not, of course, preclude differences of opinion regarding the implications of a particular āyah muhkamah). In my opinion, however, it would be too dogmatic to regard any passage of the Qur’ān which does not conform to the above definition as mutashābih (“allegorical”): for there are many statements in the Qur’ān which are liable to more than one interpretation but are, nevertheless, not allegorical – just as there are many expressions and passages which, despite their allegorical formulation, reveal to the searching intellect only one possible meaning. For this reason, the āyāt mutashābihāt may be defined as those passages of the Qur’ān which are expressed in a figurative manner, with a meaning that is metaphorically implied but not directly, in so many words, stated. The āyāt muhkamāt are described as the “essence of the divine writ” (umm al-kitāb) because they comprise the fundamental principles underlying its message and, in particular, its ethical and social teachings: and it is only on the basis of these clearly enunciated principles that the allegorical passages can be correctly interpreted. (For a more detailed discussion of symbolism and allegory in the Qur’ān, see Appendix I.)"
3,224,asad,footnote,"* Lit., “that of it.”"
3,225,asad,footnote,* The “confusion” referred to here is a consequence of interpreting allegorical passages in an “arbitrary manner” (Zamakhsharī).
3,226,asad,footnote,"* According to most of the early commentators, this refers to the interpretation of allegorical passages which deal with metaphysical subjects – for instance, God’s attributes, the ultimate meaning of time and eternity, the resurrection of the dead, the Day of Judgment, paradise, and hell, the nature of the beings or forces described as angels, and so forth – all of which fall within the category of al-ghayb, i.e., that sector of reality which is beyond the reach of human perception and imagination and cannot, therefore, be conveyed to man in other than allegorical terms. This view of the classical commentators, however, does not seem to take into account the many Qur’anic passages which do not deal with metaphysical subjects and yet are, undoubtedly, allegorical in intent and expression. To my mind, one cannot arrive at a correct understanding of the above passage without paying due attention to the nature and function of allegory as such. A true allegory – in contrast with a mere pictorial paraphrase of something that could equally well be stated in direct terms – is always meant to express in a figurative manner something which, because of its complexity, cannot be adequately expressed in direct terms or propositions and, because of this very complexity, can be grasped only intuitively, as a general mental image, and not as a series of detailed “statements”: and this seems to be the meaning of the phrase, “none save God knows its final meaning.”"
3,227,asad,footnote,"* v.13 : It is generally assumed that this is an allusion to the battle of Badr, in the third week of Ramadān, 2 H., in which three hundred and odd poorly-equipped Muslims, led by the Prophet, utterly routed a well-armed Meccan force numbering nearly one thousand men, seven hundred camels and one hundred horses; it was the first open battle between the pagan Quraysh and the young Muslim community of Medina. According to some commentators, however (e.g., Manār III, 234), the above Qur’anic passage has a general import and alludes to an occurrence often witnessed in history – namely, the victory of a numerically weak and ill-equipped group of people, filled with a burning belief in the righteousness of their cause, over a materially and numerically superior enemy lacking a similar conviction. The fact that in this Qur’ān-verse the believers are spoken of as being faced by an enemy “twice their number” (while at the battle of Badr the pagan Quraysh were more than three times the number of the Muslims) lends great plausibility to this explanation – and particularly so in view of the allusion, in the next verse, to material riches and worldly power."
3,228,asad,footnote,"* v.15 : Inasmuch as verses 15-19 are addressed to the Jews and the Christians, the term al-kitāb may suitably be rendered here as “the Bible.” It is to be borne in mind that the primary meaning of the verb khafiya is “it became imperceptible” or “not apparent” or “obscure,” and that the same significance attaches to the transitive form akhfā. There is, of course, no doubt that in its transitive form the verb also denotes “he concealed [something],” i.e., from others: but in view of the preceding phrase, “there has come unto you Our Apostle to make clear unto you,” it is obvious that what is alluded to in this context is the concealing of something from oneself: in other words, it is a reference to the gradual obscuring, by the followers of the Bible, of its original verities which they are now unwilling to admit even to themselves."
3,229,asad,footnote,"* v.17 : The expression bi’l-ashār is usually taken to mean “at the times before daybreak,” or simply “before daybreak.” This is in agreement with the Prophet’s recommendation to his followers (forthcoming from several authentic Traditions) to devote the latter part of the night, and particularly the time shortly before dawn, to intensive prayer. But while the word sahar (also spelled sahr and suhr), of which ashār is the plural, undoubtedly denotes “the time before daybreak,” it also signifies – in the spellings sahar and suhr – “the core of the heart,” “the inner part of the heart,” or simply “heart” (cf. Lisān al-‘Arab; also Lane IV, 1316). It seems to me that in the context of the above Qur’ān-verse – as well as of 51:18 – this latter rendering is preferable to the conventional one: for although the value of praying before daybreak has undoubtedly been stressed by the Prophet, it is not very plausible that the Qur’ān should have tied the prayer for forgiveness to a particular time of day."
3,230,asad,footnote,"* v.18 : Lit., “bears witness” – i.e., through the nature of His creation, which shows plainly that it has been brought into being by a consciously planning Power."
3,231,asad,footnote,"* v.19 : Most of the classical commentators are of the opinion that the people referred to are the followers of the Bible, or of parts of it – i.e., the Jews and the Christians. It is, however, highly probable that this passage bears a wider import and relates to all communities which base their views on a revealed scripture, extant in a partially corrupted form, with parts of it entirely lost."
3,232,asad,footnote,"* I.e., all these communities at first subscribed to the doctrine of God’s oneness and held that man’s self-surrender to Him (islām in its original connotation) is the essence of all true religion. Their subsequent divergencies were an outcome of sectarian pride and mutual exclusiveness."
3,233,asad,footnote,"* v.20 : According to Rāzī, this refers to people who have no revealed scripture of their own."
3,234,asad,footnote,"* v.21 : See sūrah 2, note 48."
3,235,asad,footnote,"* v.23 : Lit., “decide [all disputes] between them” – the reference being to the Torah."
3,236,asad,footnote,"* v.24 : Cf. 2:80, and the corresponding note."
3,237,asad,footnote,"* Lit., “that which they were wont to invent has deluded them in their faith.”"
3,238,asad,footnote,"* v.28 : I.e., in cases where the interests of those “deniers of the truth” clash with the interests of believers (Manār III, 278). Regarding the deeper implications of the term “allies” (awliyā’), see 4:139 and the corresponding note."
3,239,asad,footnote,"* Lit., “unless you fear from them something that is to be feared.” Zamakhsharī explains this phrase as meaning, “unless you have reason to fear that they might do something which ought to be guarded against” – obviously referring to situations in which “those who deny the truth” are more powerful than the Muslims, and are therefore in a position to damage the latter unless they become their “allies” in a political or moral sense."
3,240,asad,footnote,"* v.29 : Lit., “breasts.” This is a reference to the real motives underlying the decision of a Muslim group or power to form an alliance with “those who deny the truth” in preference to, or against the legitimate interests of, other believers."
3,241,asad,footnote,"* v.34 : Lit., “offspring of one another” – an allusion not merely to the physical descent of those prophets but also to the fact that all of them were spiritually linked with one another and believed in one and the same fundamental truth (Tabarī). Thus, the above passage is a logical sequence to verses 31-32, which make God’s approval contingent upon obedience to His chosen message-bearers. The names which appear in this sentence circumscribe, by implication, all the prophets mentioned in the Qur’ān inasmuch as most of them were descendants of two or more of these patriarchs. The House of ‘Imrān comprises Moses and Aaron, whose father was ‘Imrān (the Amram of the Bible), and Aaron’s descendants, the priestly caste among the Israelites – thus including John the Baptist, both of whose parents were of the same descent (cf. the reference, in Luke i 5, to John’s mother Elisabeth as one “of the daughters of Aaron”), as well as Jesus, whose mother Mary – a close relation of John – is spoken of elsewhere in the Qur’ān (19:28) as a “sister of Aaron”: in both cases embodying the ancient Semitic custom of linking a person’s or a people’s name with that of an illustrious forebear. The reference to the House of ‘Imrān serves as an introduction to the stories of Zachariah, John, Mary, and Jesus."
3,242,asad,footnote,"* My joining of this phrase with the following passage is in agreement with the interpretation advanced by Muhammad ‘Abduh and Rashīd Ridā’ (Manār III, 289)."
3,243,asad,footnote,"* v.36 : Lit., “to her” – implying that it was a girl."
3,244,asad,footnote,"* Lit., “and the male is not [or “could not be”] like the female.” Zamakhsharī reads these words as forming part of the parenthetic sentence relating to God’s knowledge, and explains them thus: “The male [child] which she had prayed for could not have been like the female which she was granted” – which implies that Mary’s excellence would go far beyond any hopes which her mother had ever entertained."
3,245,asad,footnote,"* v.37 : As is evident from verse 44 of this sūrah, the guardianship of Mary was entrusted to Zachariah – who was not only her relative but also a priest attached to the Temple – after lots had been drawn to decide which of the priests should have the responsibility for this girl who, in consequence of her mother’s vow, was to be dedicated to Temple service (Tabarī)."
3,246,asad,footnote,"* In spite of all the legends quoted in this connection by most of the commentators, there is no indication whatsoever either in the Qur’ān or in any authentic Tradition that these provisions were of a miraculous origin. On the other hand, Tabarī quotes a story to the effect that when, in his old age, Zachariah became unable to support Mary by his own means, the community decided to assume this responsibility through another of its members, who thereupon provided her daily with food. Whether this story is authentic or not, Mary’s answer to Zachariah reflects no more and no less than her deep consciousness of God as the ultimate Provider."
