ayah_no_quran,surah_no,ayah_no_surah,surah_name_en,surah_name_ar,surah_name_roman,ayah_ar,juz_no,ruko_no,sajdah_no,place_of_revelation,no_of_word_ayah
3902,37,114,As-Saaffaat,ٱلصَّافَّات,aṣ-Ṣāffāt,وَلَقَدْ مَنَنَّا عَلَىٰ مُوسَىٰ وَهَٰرُونَ,23,389,NA,Meccan,5
3903,37,115,As-Saaffaat,ٱلصَّافَّات,aṣ-Ṣāffāt,وَنَجَّيْنَٰهُمَا وَقَوْمَهُمَا مِنَ ٱلْكَرْبِ ٱلْعَظِيمِ,23,389,NA,Meccan,5
3904,37,116,As-Saaffaat,ٱلصَّافَّات,aṣ-Ṣāffāt,وَنَصَرْنَٰهُمْ فَكَانُوا۟ هُمُ ٱلْغَٰلِبِينَ,23,389,NA,Meccan,4
3905,37,117,As-Saaffaat,ٱلصَّافَّات,aṣ-Ṣāffāt,وَءَاتَيْنَٰهُمَا ٱلْكِتَٰبَ ٱلْمُسْتَبِينَ,23,389,NA,Meccan,3
3906,37,118,As-Saaffaat,ٱلصَّافَّات,aṣ-Ṣāffāt,وَهَدَيْنَٰهُمَا ٱلصِّرَٰطَ ٱلْمُسْتَقِيمَ,23,389,NA,Meccan,3
3907,37,119,As-Saaffaat,ٱلصَّافَّات,aṣ-Ṣāffāt,وَتَرَكْنَا عَلَيْهِمَا فِى ٱلْءَاخِرِينَ,23,389,NA,Meccan,4
3908,37,120,As-Saaffaat,ٱلصَّافَّات,aṣ-Ṣāffāt,سَلَٰمٌ عَلَىٰ مُوسَىٰ وَهَٰرُونَ,23,389,NA,Meccan,4
3909,37,121,As-Saaffaat,ٱلصَّافَّات,aṣ-Ṣāffāt,إِنَّا كَذَٰلِكَ نَجْزِى ٱلْمُحْسِنِينَ,23,389,NA,Meccan,4
3910,37,122,As-Saaffaat,ٱلصَّافَّات,aṣ-Ṣāffāt,إِنَّهُمَا مِنْ عِبَادِنَا ٱلْمُؤْمِنِينَ,23,389,NA,Meccan,4
3911,37,123,As-Saaffaat,ٱلصَّافَّات,aṣ-Ṣāffāt,وَإِنَّ إِلْيَاسَ لَمِنَ ٱلْمُرْسَلِينَ,23,389,NA,Meccan,4
3912,37,124,As-Saaffaat,ٱلصَّافَّات,aṣ-Ṣāffāt,إِذْ قَالَ لِقَوْمِهِۦٓ أَلَا تَتَّقُونَ,23,389,NA,Meccan,5
3913,37,125,As-Saaffaat,ٱلصَّافَّات,aṣ-Ṣāffāt,أَتَدْعُونَ بَعْلًۭا وَتَذَرُونَ أَحْسَنَ ٱلْخَٰلِقِينَ,23,389,NA,Meccan,5
3914,37,126,As-Saaffaat,ٱلصَّافَّات,aṣ-Ṣāffāt,ٱللَّهَ رَبَّكُمْ وَرَبَّ ءَابَآئِكُمُ ٱلْأَوَّلِينَ,23,389,NA,Meccan,5
3915,37,127,As-Saaffaat,ٱلصَّافَّات,aṣ-Ṣāffāt,فَكَذَّبُوهُ فَإِنَّهُمْ لَمُحْضَرُونَ,23,389,NA,Meccan,3
3916,37,128,As-Saaffaat,ٱلصَّافَّات,aṣ-Ṣāffāt,إِلَّا عِبَادَ ٱللَّهِ ٱلْمُخْلَصِينَ,23,389,NA,Meccan,4
3917,37,129,As-Saaffaat,ٱلصَّافَّات,aṣ-Ṣāffāt,وَتَرَكْنَا عَلَيْهِ فِى ٱلْءَاخِرِينَ,23,389,NA,Meccan,4
3918,37,130,As-Saaffaat,ٱلصَّافَّات,aṣ-Ṣāffāt,سَلَٰمٌ عَلَىٰٓ إِلْ يَاسِينَ,23,389,NA,Meccan,4
3919,37,131,As-Saaffaat,ٱلصَّافَّات,aṣ-Ṣāffāt,إِنَّا كَذَٰلِكَ نَجْزِى ٱلْمُحْسِنِينَ,23,389,NA,Meccan,4
3920,37,132,As-Saaffaat,ٱلصَّافَّات,aṣ-Ṣāffāt,إِنَّهُۥ مِنْ عِبَادِنَا ٱلْمُؤْمِنِينَ,23,389,NA,Meccan,4
3921,37,133,As-Saaffaat,ٱلصَّافَّات,aṣ-Ṣāffāt,وَإِنَّ لُوطًۭا لَّمِنَ ٱلْمُرْسَلِينَ,23,389,NA,Meccan,4
3922,37,134,As-Saaffaat,ٱلصَّافَّات,aṣ-Ṣāffāt,إِذْ نَجَّيْنَٰهُ وَأَهْلَهُۥٓ أَجْمَعِينَ,23,389,NA,Meccan,4
3923,37,135,As-Saaffaat,ٱلصَّافَّات,aṣ-Ṣāffāt,إِلَّا عَجُوزًۭا فِى ٱلْغَٰبِرِينَ,23,389,NA,Meccan,4
3924,37,136,As-Saaffaat,ٱلصَّافَّات,aṣ-Ṣāffāt,ثُمَّ دَمَّرْنَا ٱلْءَاخَرِينَ,23,389,NA,Meccan,3
3925,37,137,As-Saaffaat,ٱلصَّافَّات,aṣ-Ṣāffāt,وَإِنَّكُمْ لَتَمُرُّونَ عَلَيْهِم مُّصْبِحِينَ,23,389,NA,Meccan,4
3926,37,138,As-Saaffaat,ٱلصَّافَّات,aṣ-Ṣāffāt,وَبِٱلَّيْلِ ۗ أَفَلَا تَعْقِلُونَ,23,389,NA,Meccan,4
3927,37,139,As-Saaffaat,ٱلصَّافَّات,aṣ-Ṣāffāt,وَإِنَّ يُونُسَ لَمِنَ ٱلْمُرْسَلِينَ,23,390,NA,Meccan,4
3928,37,140,As-Saaffaat,ٱلصَّافَّات,aṣ-Ṣāffāt,إِذْ أَبَقَ إِلَى ٱلْفُلْكِ ٱلْمَشْحُونِ,23,390,NA,Meccan,5
3929,37,141,As-Saaffaat,ٱلصَّافَّات,aṣ-Ṣāffāt,فَسَاهَمَ فَكَانَ مِنَ ٱلْمُدْحَضِينَ,23,390,NA,Meccan,4
3930,37,142,As-Saaffaat,ٱلصَّافَّات,aṣ-Ṣāffāt,فَٱلْتَقَمَهُ ٱلْحُوتُ وَهُوَ مُلِيمٌۭ,23,390,NA,Meccan,4
3931,37,143,As-Saaffaat,ٱلصَّافَّات,aṣ-Ṣāffāt,فَلَوْلَآ أَنَّهُۥ كَانَ مِنَ ٱلْمُسَبِّحِينَ,23,390,NA,Meccan,5
3932,37,144,As-Saaffaat,ٱلصَّافَّات,aṣ-Ṣāffāt,لَلَبِثَ فِى بَطْنِهِۦٓ إِلَىٰ يَوْمِ يُبْعَثُونَ,23,390,NA,Meccan,6
3933,37,145,As-Saaffaat,ٱلصَّافَّات,aṣ-Ṣāffāt,۞ فَنَبَذْنَٰهُ بِٱلْعَرَآءِ وَهُوَ سَقِيمٌۭ,23,390,NA,Meccan,5
3934,37,146,As-Saaffaat,ٱلصَّافَّات,aṣ-Ṣāffāt,وَأَنۢبَتْنَا عَلَيْهِ شَجَرَةًۭ مِّن يَقْطِينٍۢ,23,390,NA,Meccan,5
3935,37,147,As-Saaffaat,ٱلصَّافَّات,aṣ-Ṣāffāt,وَأَرْسَلْنَٰهُ إِلَىٰ مِا۟ئَةِ أَلْفٍ أَوْ يَزِيدُونَ,23,390,NA,Meccan,6
3936,37,148,As-Saaffaat,ٱلصَّافَّات,aṣ-Ṣāffāt,فَـَٔامَنُوا۟ فَمَتَّعْنَٰهُمْ إِلَىٰ حِينٍۢ,23,390,NA,Meccan,4
3937,37,149,As-Saaffaat,ٱلصَّافَّات,aṣ-Ṣāffāt,فَٱسْتَفْتِهِمْ أَلِرَبِّكَ ٱلْبَنَاتُ وَلَهُمُ ٱلْبَنُونَ,23,390,NA,Meccan,5
3938,37,150,As-Saaffaat,ٱلصَّافَّات,aṣ-Ṣāffāt,أَمْ خَلَقْنَا ٱلْمَلَٰٓئِكَةَ إِنَٰثًۭا وَهُمْ شَٰهِدُونَ,23,390,NA,Meccan,6
3939,37,151,As-Saaffaat,ٱلصَّافَّات,aṣ-Ṣāffāt,أَلَآ إِنَّهُم مِّنْ إِفْكِهِمْ لَيَقُولُونَ,23,390,NA,Meccan,5
3940,37,152,As-Saaffaat,ٱلصَّافَّات,aṣ-Ṣāffāt,وَلَدَ ٱللَّهُ وَإِنَّهُمْ لَكَٰذِبُونَ,23,390,NA,Meccan,4
3941,37,153,As-Saaffaat,ٱلصَّافَّات,aṣ-Ṣāffāt,أَصْطَفَى ٱلْبَنَاتِ عَلَى ٱلْبَنِينَ,23,390,NA,Meccan,4
3942,37,154,As-Saaffaat,ٱلصَّافَّات,aṣ-Ṣāffāt,مَا لَكُمْ كَيْفَ تَحْكُمُونَ,23,390,NA,Meccan,4
3943,37,155,As-Saaffaat,ٱلصَّافَّات,aṣ-Ṣāffāt,أَفَلَا تَذَكَّرُونَ,23,390,NA,Meccan,2
3944,37,156,As-Saaffaat,ٱلصَّافَّات,aṣ-Ṣāffāt,أَمْ لَكُمْ سُلْطَٰنٌۭ مُّبِينٌۭ,23,390,NA,Meccan,4
3945,37,157,As-Saaffaat,ٱلصَّافَّات,aṣ-Ṣāffāt,فَأْتُوا۟ بِكِتَٰبِكُمْ إِن كُنتُمْ صَٰدِقِينَ,23,390,NA,Meccan,5
3946,37,158,As-Saaffaat,ٱلصَّافَّات,aṣ-Ṣāffāt,وَجَعَلُوا۟ بَيْنَهُۥ وَبَيْنَ ٱلْجِنَّةِ نَسَبًۭا ۚ وَلَقَدْ عَلِمَتِ ٱلْجِنَّةُ إِنَّهُمْ لَمُحْضَرُونَ,23,390,NA,Meccan,11
3947,37,159,As-Saaffaat,ٱلصَّافَّات,aṣ-Ṣāffāt,سُبْحَٰنَ ٱللَّهِ عَمَّا يَصِفُونَ,23,390,NA,Meccan,4
3948,37,160,As-Saaffaat,ٱلصَّافَّات,aṣ-Ṣāffāt,إِلَّا عِبَادَ ٱللَّهِ ٱلْمُخْلَصِينَ,23,390,NA,Meccan,4
3949,37,161,As-Saaffaat,ٱلصَّافَّات,aṣ-Ṣāffāt,فَإِنَّكُمْ وَمَا تَعْبُدُونَ,23,390,NA,Meccan,3
3950,37,162,As-Saaffaat,ٱلصَّافَّات,aṣ-Ṣāffāt,مَآ أَنتُمْ عَلَيْهِ بِفَٰتِنِينَ,23,390,NA,Meccan,4
3951,37,163,As-Saaffaat,ٱلصَّافَّات,aṣ-Ṣāffāt,إِلَّا مَنْ هُوَ صَالِ ٱلْجَحِيمِ,23,390,NA,Meccan,5
3952,37,164,As-Saaffaat,ٱلصَّافَّات,aṣ-Ṣāffāt,وَمَا مِنَّآ إِلَّا لَهُۥ مَقَامٌۭ مَّعْلُومٌۭ,23,390,NA,Meccan,6
3953,37,165,As-Saaffaat,ٱلصَّافَّات,aṣ-Ṣāffāt,وَإِنَّا لَنَحْنُ ٱلصَّآفُّونَ,23,390,NA,Meccan,3
3954,37,166,As-Saaffaat,ٱلصَّافَّات,aṣ-Ṣāffāt,وَإِنَّا لَنَحْنُ ٱلْمُسَبِّحُونَ,23,390,NA,Meccan,3
3955,37,167,As-Saaffaat,ٱلصَّافَّات,aṣ-Ṣāffāt,وَإِن كَانُوا۟ لَيَقُولُونَ,23,390,NA,Meccan,3
3956,37,168,As-Saaffaat,ٱلصَّافَّات,aṣ-Ṣāffāt,لَوْ أَنَّ عِندَنَا ذِكْرًۭا مِّنَ ٱلْأَوَّلِينَ,23,390,NA,Meccan,6
3957,37,169,As-Saaffaat,ٱلصَّافَّات,aṣ-Ṣāffāt,لَكُنَّا عِبَادَ ٱللَّهِ ٱلْمُخْلَصِينَ,23,390,NA,Meccan,4
3958,37,170,As-Saaffaat,ٱلصَّافَّات,aṣ-Ṣāffāt,فَكَفَرُوا۟ بِهِۦ ۖ فَسَوْفَ يَعْلَمُونَ,23,390,NA,Meccan,5
3959,37,171,As-Saaffaat,ٱلصَّافَّات,aṣ-Ṣāffāt,وَلَقَدْ سَبَقَتْ كَلِمَتُنَا لِعِبَادِنَا ٱلْمُرْسَلِينَ,23,390,NA,Meccan,5
3960,37,172,As-Saaffaat,ٱلصَّافَّات,aṣ-Ṣāffāt,إِنَّهُمْ لَهُمُ ٱلْمَنصُورُونَ,23,390,NA,Meccan,3
3961,37,173,As-Saaffaat,ٱلصَّافَّات,aṣ-Ṣāffāt,وَإِنَّ جُندَنَا لَهُمُ ٱلْغَٰلِبُونَ,23,390,NA,Meccan,4
3962,37,174,As-Saaffaat,ٱلصَّافَّات,aṣ-Ṣāffāt,فَتَوَلَّ عَنْهُمْ حَتَّىٰ حِينٍۢ,23,390,NA,Meccan,4
3963,37,175,As-Saaffaat,ٱلصَّافَّات,aṣ-Ṣāffāt,وَأَبْصِرْهُمْ فَسَوْفَ يُبْصِرُونَ,23,390,NA,Meccan,3
3964,37,176,As-Saaffaat,ٱلصَّافَّات,aṣ-Ṣāffāt,أَفَبِعَذَابِنَا يَسْتَعْجِلُونَ,23,390,NA,Meccan,2
3965,37,177,As-Saaffaat,ٱلصَّافَّات,aṣ-Ṣāffāt,فَإِذَا نَزَلَ بِسَاحَتِهِمْ فَسَآءَ صَبَاحُ ٱلْمُنذَرِينَ,23,390,NA,Meccan,6
3966,37,178,As-Saaffaat,ٱلصَّافَّات,aṣ-Ṣāffāt,وَتَوَلَّ عَنْهُمْ حَتَّىٰ حِينٍۢ,23,390,NA,Meccan,4
3967,37,179,As-Saaffaat,ٱلصَّافَّات,aṣ-Ṣāffāt,وَأَبْصِرْ فَسَوْفَ يُبْصِرُونَ,23,390,NA,Meccan,3
3968,37,180,As-Saaffaat,ٱلصَّافَّات,aṣ-Ṣāffāt,سُبْحَٰنَ رَبِّكَ رَبِّ ٱلْعِزَّةِ عَمَّا يَصِفُونَ,23,390,NA,Meccan,6
3969,37,181,As-Saaffaat,ٱلصَّافَّات,aṣ-Ṣāffāt,وَسَلَٰمٌ عَلَى ٱلْمُرْسَلِينَ,23,390,NA,Meccan,3
3970,37,182,As-Saaffaat,ٱلصَّافَّات,aṣ-Ṣāffāt,وَٱلْحَمْدُ لِلَّهِ رَبِّ ٱلْعَٰلَمِينَ,23,390,NA,Meccan,4
3971,38,1,Saad,ص,Ṣād,صٓ ۚ وَٱلْقُرْءَانِ ذِى ٱلذِّكْرِ,23,391,NA,Meccan,5
3972,38,2,Saad,ص,Ṣād,بَلِ ٱلَّذِينَ كَفَرُوا۟ فِى عِزَّةٍۢ وَشِقَاقٍۢ,23,391,NA,Meccan,6
3973,38,3,Saad,ص,Ṣād,كَمْ أَهْلَكْنَا مِن قَبْلِهِم مِّن قَرْنٍۢ فَنَادَوا۟ وَّلَاتَ حِينَ مَنَاصٍۢ,23,391,NA,Meccan,10
3974,38,4,Saad,ص,Ṣād,وَعَجِبُوٓا۟ أَن جَآءَهُم مُّنذِرٌۭ مِّنْهُمْ ۖ وَقَالَ ٱلْكَٰفِرُونَ هَٰذَا سَٰحِرٌۭ كَذَّابٌ,23,391,NA,Meccan,11
3975,38,5,Saad,ص,Ṣād,أَجَعَلَ ٱلْءَالِهَةَ إِلَٰهًۭا وَٰحِدًا ۖ إِنَّ هَٰذَا لَشَىْءٌ عُجَابٌۭ,23,391,NA,Meccan,9
3976,38,6,Saad,ص,Ṣād,وَٱنطَلَقَ ٱلْمَلَأُ مِنْهُمْ أَنِ ٱمْشُوا۟ وَٱصْبِرُوا۟ عَلَىٰٓ ءَالِهَتِكُمْ ۖ إِنَّ هَٰذَا لَشَىْءٌۭ يُرَادُ,23,391,NA,Meccan,13
3977,38,7,Saad,ص,Ṣād,مَا سَمِعْنَا بِهَٰذَا فِى ٱلْمِلَّةِ ٱلْءَاخِرَةِ إِنْ هَٰذَآ إِلَّا ٱخْتِلَٰقٌ,23,391,NA,Meccan,10
3978,38,8,Saad,ص,Ṣād,أَءُنزِلَ عَلَيْهِ ٱلذِّكْرُ مِنۢ بَيْنِنَا ۚ بَلْ هُمْ فِى شَكٍّۢ مِّن ذِكْرِى ۖ بَل لَّمَّا يَذُوقُوا۟ عَذَابِ,23,391,NA,Meccan,17
3979,38,9,Saad,ص,Ṣād,أَمْ عِندَهُمْ خَزَآئِنُ رَحْمَةِ رَبِّكَ ٱلْعَزِيزِ ٱلْوَهَّابِ,23,391,NA,Meccan,7
3980,38,10,Saad,ص,Ṣād,أَمْ لَهُم مُّلْكُ ٱلسَّمَٰوَٰتِ وَٱلْأَرْضِ وَمَا بَيْنَهُمَا ۖ فَلْيَرْتَقُوا۟ فِى ٱلْأَسْبَٰبِ,23,391,NA,Meccan,11
3981,38,11,Saad,ص,Ṣād,جُندٌۭ مَّا هُنَالِكَ مَهْزُومٌۭ مِّنَ ٱلْأَحْزَابِ,23,391,NA,Meccan,6
3982,38,12,Saad,ص,Ṣād,كَذَّبَتْ قَبْلَهُمْ قَوْمُ نُوحٍۢ وَعَادٌۭ وَفِرْعَوْنُ ذُو ٱلْأَوْتَادِ,23,391,NA,Meccan,8
3983,38,13,Saad,ص,Ṣād,وَثَمُودُ وَقَوْمُ لُوطٍۢ وَأَصْحَٰبُ لْـَٔيْكَةِ ۚ أُو۟لَٰٓئِكَ ٱلْأَحْزَابُ,23,391,NA,Meccan,8
3984,38,14,Saad,ص,Ṣād,إِن كُلٌّ إِلَّا كَذَّبَ ٱلرُّسُلَ فَحَقَّ عِقَابِ,23,391,NA,Meccan,7
3985,38,15,Saad,ص,Ṣād,وَمَا يَنظُرُ هَٰٓؤُلَآءِ إِلَّا صَيْحَةًۭ وَٰحِدَةًۭ مَّا لَهَا مِن فَوَاقٍۢ,23,392,NA,Meccan,10
3986,38,16,Saad,ص,Ṣād,وَقَالُوا۟ رَبَّنَا عَجِّل لَّنَا قِطَّنَا قَبْلَ يَوْمِ ٱلْحِسَابِ,23,392,NA,Meccan,8
3987,38,17,Saad,ص,Ṣād,ٱصْبِرْ عَلَىٰ مَا يَقُولُونَ وَٱذْكُرْ عَبْدَنَا دَاوُۥدَ ذَا ٱلْأَيْدِ ۖ إِنَّهُۥٓ أَوَّابٌ,23,392,NA,Meccan,12
3988,38,18,Saad,ص,Ṣād,إِنَّا سَخَّرْنَا ٱلْجِبَالَ مَعَهُۥ يُسَبِّحْنَ بِٱلْعَشِىِّ وَٱلْإِشْرَاقِ,23,392,NA,Meccan,7
3989,38,19,Saad,ص,Ṣād,وَٱلطَّيْرَ مَحْشُورَةًۭ ۖ كُلٌّۭ لَّهُۥٓ أَوَّابٌۭ,23,392,NA,Meccan,6
3990,38,20,Saad,ص,Ṣād,وَشَدَدْنَا مُلْكَهُۥ وَءَاتَيْنَٰهُ ٱلْحِكْمَةَ وَفَصْلَ ٱلْخِطَابِ,23,392,NA,Meccan,6
3991,38,21,Saad,ص,Ṣād,۞ وَهَلْ أَتَىٰكَ نَبَؤُا۟ ٱلْخَصْمِ إِذْ تَسَوَّرُوا۟ ٱلْمِحْرَابَ,23,392,NA,Meccan,8
3992,38,22,Saad,ص,Ṣād,إِذْ دَخَلُوا۟ عَلَىٰ دَاوُۥدَ فَفَزِعَ مِنْهُمْ ۖ قَالُوا۟ لَا تَخَفْ ۖ خَصْمَانِ بَغَىٰ بَعْضُنَا عَلَىٰ بَعْضٍۢ فَٱحْكُم بَيْنَنَا بِٱلْحَقِّ وَلَا تُشْطِطْ وَٱهْدِنَآ إِلَىٰ سَوَآءِ ٱلصِّرَٰطِ,23,392,NA,Meccan,25
3993,38,23,Saad,ص,Ṣād,إِنَّ هَٰذَآ أَخِى لَهُۥ تِسْعٌۭ وَتِسْعُونَ نَعْجَةًۭ وَلِىَ نَعْجَةٌۭ وَٰحِدَةٌۭ فَقَالَ أَكْفِلْنِيهَا وَعَزَّنِى فِى ٱلْخِطَابِ,23,392,NA,Meccan,15
3994,38,24,Saad,ص,Ṣād,قَالَ لَقَدْ ظَلَمَكَ بِسُؤَالِ نَعْجَتِكَ إِلَىٰ نِعَاجِهِۦ ۖ وَإِنَّ كَثِيرًۭا مِّنَ ٱلْخُلَطَآءِ لَيَبْغِى بَعْضُهُمْ عَلَىٰ بَعْضٍ إِلَّا ٱلَّذِينَ ءَامَنُوا۟ وَعَمِلُوا۟ ٱلصَّٰلِحَٰتِ وَقَلِيلٌۭ مَّا هُمْ ۗ وَظَنَّ دَاوُۥدُ أَنَّمَا فَتَنَّٰهُ فَٱسْتَغْفَرَ رَبَّهُۥ وَخَرَّ رَاكِعًۭا وَأَنَابَ ۩,23,392,11,Meccan,35
3995,38,25,Saad,ص,Ṣād,فَغَفَرْنَا لَهُۥ ذَٰلِكَ ۖ وَإِنَّ لَهُۥ عِندَنَا لَزُلْفَىٰ وَحُسْنَ مَـَٔابٍۢ,23,392,NA,Meccan,10
3996,38,26,Saad,ص,Ṣād,يَٰدَاوُۥدُ إِنَّا جَعَلْنَٰكَ خَلِيفَةًۭ فِى ٱلْأَرْضِ فَٱحْكُم بَيْنَ ٱلنَّاسِ بِٱلْحَقِّ وَلَا تَتَّبِعِ ٱلْهَوَىٰ فَيُضِلَّكَ عَن سَبِيلِ ٱللَّهِ ۚ إِنَّ ٱلَّذِينَ يَضِلُّونَ عَن سَبِيلِ ٱللَّهِ لَهُمْ عَذَابٌۭ شَدِيدٌۢ بِمَا نَسُوا۟ يَوْمَ ٱلْحِسَابِ,23,392,NA,Meccan,31
3997,38,27,Saad,ص,Ṣād,وَمَا خَلَقْنَا ٱلسَّمَآءَ وَٱلْأَرْضَ وَمَا بَيْنَهُمَا بَٰطِلًۭا ۚ ذَٰلِكَ ظَنُّ ٱلَّذِينَ كَفَرُوا۟ ۚ فَوَيْلٌۭ لِّلَّذِينَ كَفَرُوا۟ مِنَ ٱلنَّارِ,23,393,NA,Meccan,18
3998,38,28,Saad,ص,Ṣād,أَمْ نَجْعَلُ ٱلَّذِينَ ءَامَنُوا۟ وَعَمِلُوا۟ ٱلصَّٰلِحَٰتِ كَٱلْمُفْسِدِينَ فِى ٱلْأَرْضِ أَمْ نَجْعَلُ ٱلْمُتَّقِينَ كَٱلْفُجَّارِ,23,393,NA,Meccan,13
3999,38,29,Saad,ص,Ṣād,كِتَٰبٌ أَنزَلْنَٰهُ إِلَيْكَ مُبَٰرَكٌۭ لِّيَدَّبَّرُوٓا۟ ءَايَٰتِهِۦ وَلِيَتَذَكَّرَ أُو۟لُوا۟ ٱلْأَلْبَٰبِ,23,393,NA,Meccan,9
4000,38,30,Saad,ص,Ṣād,وَوَهَبْنَا لِدَاوُۥدَ سُلَيْمَٰنَ ۚ نِعْمَ ٱلْعَبْدُ ۖ إِنَّهُۥٓ أَوَّابٌ,23,393,NA,Meccan,9
4001,38,31,Saad,ص,Ṣād,إِذْ عُرِضَ عَلَيْهِ بِٱلْعَشِىِّ ٱلصَّٰفِنَٰتُ ٱلْجِيَادُ,23,393,NA,Meccan,6
4002,38,32,Saad,ص,Ṣād,فَقَالَ إِنِّىٓ أَحْبَبْتُ حُبَّ ٱلْخَيْرِ عَن ذِكْرِ رَبِّى حَتَّىٰ تَوَارَتْ بِٱلْحِجَابِ,23,393,NA,Meccan,11
4003,38,33,Saad,ص,Ṣād,رُدُّوهَا عَلَىَّ ۖ فَطَفِقَ مَسْحًۢا بِٱلسُّوقِ وَٱلْأَعْنَاقِ,23,393,NA,Meccan,7
4004,38,34,Saad,ص,Ṣād,وَلَقَدْ فَتَنَّا سُلَيْمَٰنَ وَأَلْقَيْنَا عَلَىٰ كُرْسِيِّهِۦ جَسَدًۭا ثُمَّ أَنَابَ,23,393,NA,Meccan,9
4005,38,35,Saad,ص,Ṣād,قَالَ رَبِّ ٱغْفِرْ لِى وَهَبْ لِى مُلْكًۭا لَّا يَنۢبَغِى لِأَحَدٍۢ مِّنۢ بَعْدِىٓ ۖ إِنَّكَ أَنتَ ٱلْوَهَّابُ,23,393,NA,Meccan,16
4006,38,36,Saad,ص,Ṣād,فَسَخَّرْنَا لَهُ ٱلرِّيحَ تَجْرِى بِأَمْرِهِۦ رُخَآءً حَيْثُ أَصَابَ,23,393,NA,Meccan,8
4007,38,37,Saad,ص,Ṣād,وَٱلشَّيَٰطِينَ كُلَّ بَنَّآءٍۢ وَغَوَّاصٍۢ,23,393,NA,Meccan,4
4008,38,38,Saad,ص,Ṣād,وَءَاخَرِينَ مُقَرَّنِينَ فِى ٱلْأَصْفَادِ,23,393,NA,Meccan,4
4009,38,39,Saad,ص,Ṣād,هَٰذَا عَطَآؤُنَا فَٱمْنُنْ أَوْ أَمْسِكْ بِغَيْرِ حِسَابٍۢ,23,393,NA,Meccan,7
4010,38,40,Saad,ص,Ṣād,وَإِنَّ لَهُۥ عِندَنَا لَزُلْفَىٰ وَحُسْنَ مَـَٔابٍۢ,23,393,NA,Meccan,6
4011,38,41,Saad,ص,Ṣād,وَٱذْكُرْ عَبْدَنَآ أَيُّوبَ إِذْ نَادَىٰ رَبَّهُۥٓ أَنِّى مَسَّنِىَ ٱلشَّيْطَٰنُ بِنُصْبٍۢ وَعَذَابٍ,23,394,NA,Meccan,11
4012,38,42,Saad,ص,Ṣād,ٱرْكُضْ بِرِجْلِكَ ۖ هَٰذَا مُغْتَسَلٌۢ بَارِدٌۭ وَشَرَابٌۭ,23,394,NA,Meccan,7
4013,38,43,Saad,ص,Ṣād,وَوَهَبْنَا لَهُۥٓ أَهْلَهُۥ وَمِثْلَهُم مَّعَهُمْ رَحْمَةًۭ مِّنَّا وَذِكْرَىٰ لِأُو۟لِى ٱلْأَلْبَٰبِ,23,394,NA,Meccan,10
4014,38,44,Saad,ص,Ṣād,وَخُذْ بِيَدِكَ ضِغْثًۭا فَٱضْرِب بِّهِۦ وَلَا تَحْنَثْ ۗ إِنَّا وَجَدْنَٰهُ صَابِرًۭا ۚ نِّعْمَ ٱلْعَبْدُ ۖ إِنَّهُۥٓ أَوَّابٌۭ,23,394,NA,Meccan,17
4015,38,45,Saad,ص,Ṣād,وَٱذْكُرْ عِبَٰدَنَآ إِبْرَٰهِيمَ وَإِسْحَٰقَ وَيَعْقُوبَ أُو۟لِى ٱلْأَيْدِى وَٱلْأَبْصَٰرِ,23,394,NA,Meccan,8
4016,38,46,Saad,ص,Ṣād,إِنَّآ أَخْلَصْنَٰهُم بِخَالِصَةٍۢ ذِكْرَى ٱلدَّارِ,23,394,NA,Meccan,5
4017,38,47,Saad,ص,Ṣād,وَإِنَّهُمْ عِندَنَا لَمِنَ ٱلْمُصْطَفَيْنَ ٱلْأَخْيَارِ,23,394,NA,Meccan,5
4018,38,48,Saad,ص,Ṣād,وَٱذْكُرْ إِسْمَٰعِيلَ وَٱلْيَسَعَ وَذَا ٱلْكِفْلِ ۖ وَكُلٌّۭ مِّنَ ٱلْأَخْيَارِ,23,394,NA,Meccan,9
4019,38,49,Saad,ص,Ṣād,هَٰذَا ذِكْرٌۭ ۚ وَإِنَّ لِلْمُتَّقِينَ لَحُسْنَ مَـَٔابٍۢ,23,394,NA,Meccan,7
4020,38,50,Saad,ص,Ṣād,جَنَّٰتِ عَدْنٍۢ مُّفَتَّحَةًۭ لَّهُمُ ٱلْأَبْوَٰبُ,23,394,NA,Meccan,5
4021,38,51,Saad,ص,Ṣād,مُتَّكِـِٔينَ فِيهَا يَدْعُونَ فِيهَا بِفَٰكِهَةٍۢ كَثِيرَةٍۢ وَشَرَابٍۢ,23,394,NA,Meccan,7
4022,38,52,Saad,ص,Ṣād,۞ وَعِندَهُمْ قَٰصِرَٰتُ ٱلطَّرْفِ أَتْرَابٌ,23,394,NA,Meccan,5
4023,38,53,Saad,ص,Ṣād,هَٰذَا مَا تُوعَدُونَ لِيَوْمِ ٱلْحِسَابِ,23,394,NA,Meccan,5
4024,38,54,Saad,ص,Ṣād,إِنَّ هَٰذَا لَرِزْقُنَا مَا لَهُۥ مِن نَّفَادٍ,23,394,NA,Meccan,7
4025,38,55,Saad,ص,Ṣād,هَٰذَا ۚ وَإِنَّ لِلطَّٰغِينَ لَشَرَّ مَـَٔابٍۢ,23,394,NA,Meccan,6
4026,38,56,Saad,ص,Ṣād,جَهَنَّمَ يَصْلَوْنَهَا فَبِئْسَ ٱلْمِهَادُ,23,394,NA,Meccan,4
