Arabic,Tafseer
لَّيْسَ عَلَى ٱلأَعْمَىٰ حَرَجٌ وَلاَ عَلَى ٱلأَعْرَجِ حَرَجٌ وَلاَ عَلَى ٱلْمَرِيضِ حَرَجٌ وَلاَ عَلَىٰ أَنفُسِكُمْ أَن تَأْكُلُواْ مِن بُيُوتِكُمْ أَوْ بُيُوتِ ءَابَآئِكُمْ أَوْ بُيُوتِ أُمَّهَٰتِكُمْ أَوْ بُيُوتِ إِخْوَٰنِكُمْ أَوْ بُيُوتِ أَخَوَٰتِكُمْ أَوْ بُيُوتِ أَعْمَٰمِكُمْ أَوْ بُيُوتِ عَمَّٰتِكُمْ أَوْ بُيُوتِ أَخْوَٰلِكُمْ أَوْ بُيُوتِ خَٰلَٰتِكُمْ أَوْ مَا مَلَكْتُمْ مَّفَاتِحهُ أَوْ صَدِيقِكُمْ لَيْسَ عَلَيْكُمْ جُنَاحٌ أَن تَأْكُلُواْ جَمِيعاً أَوْ أَشْتَاتاً فَإِذَا دَخَلْتُمْ بُيُوتاً فَسَلِّمُواْ عَلَىٰ أَنفُسِكُمْ تَحِيَّةً مِّنْ عِندِ ٱللَّهِ مُبَٰرَكَةً طَيِّبَةً كَذَٰلِكَ يُبَيِّنُ ٱللَّهُ لَكُمُ ٱلأيَٰتِ لَعَلَّكُمْ تَعْقِلُونَ,"Allah then revealed the following when the believers found it hard to eat with each other for fear of transgressing, because of Allah's saying (And eat not up your property among yourselves in vanity), and so Allah gave them dispensation to eat with each other saying: (No blame is there upon the blind) He says: there is no sin for the one who eats with the blind (nor any blame upon the lame) and there is no sin for the one who eats with the lame (nor any blame upon the sick) and there is no sin for the one who eats with the sick (nor on yourselves) a sin (if ye eat from your houses) from the houses of your children without asking permission but with moderation, (or the houses of your fathers, or the houses of your mothers, or the houses of your brothers) whether blood brothers, half brothers or milk brothers, (or the houses of your sisters) whether blood sisters, half sisters or milk sisters, (or the houses of your fathers' brothers, or the houses of your fathers' sisters, or the houses of your mothers' brothers, or the houses of your mothers' sisters, or (from that) whereof ye hold the keys) from that of which you hold the stores of what you have of wealth, i.e. male and female slaves, (or (from the house) of a friend) this was revealed about Malik Ibn Zayd and al-Harth Ibn 'Ammar who were friends. (No sin shall it be for you whether ye eat together) in moderation (or apart) and in this are included the blind, the lame, the sick and other categories of people. (But when ye enter houses) i.e. your houses or mosques and find no one there, (salute one another) say: “peace be upon us from our Lord” (with a greeting from Allah) as an honour from Allah to you, (blessed) with reward (and sweet) with forgiveness. (Thus Allah maketh clear His revelations) He exposits the commands and prohibitions just as He exposited this (for you, that haply ye may understand) what you have been commanded with."
إِنَّمَا ٱلْمُؤْمِنُونَ ٱلَّذِينَ آمَنُواْ بِٱللَّهِ وَرَسُولِهِ وَإِذَا كَانُواْ مَعَهُ عَلَىٰ أَمْرٍ جَامِعٍ لَّمْ يَذْهَبُواْ حَتَّىٰ يَسْتَأْذِنُوهُ إِنَّ ٱلَّذِينَ يَسْتَأْذِنُونَكَ أُوْلَـٰئِكَ ٱلَّذِينَ يُؤْمِنُونَ بِٱللَّهِ وَرَسُولِهِ فَإِذَا ٱسْتَأْذَنُوكَ لِبَعْضِ شَأْنِهِمْ فَأْذَن لِّمَن شِئْتَ مِنْهُمْ وَٱسْتَغْفِرْ لَهُمُ ٱللَّهَ إِنَّ ٱللَّهَ غَفُورٌ رَّحِيمٌ,"(They only are the true believers who believe in Allah and His messenger) privately and in the open (and, when they are with him) with the Prophet (pbuh) (on some common errand) on Friday or in a military expedition, (go not away) from the mosque or from the military expedition (until they have asked leave of him) ask permission from the Prophet (pbuh). (Lo! those who ask leave of thee) O Muhammad to return from the battle of Tabuk; this refers to 'Umar Ibn al-Khattab who asked the Prophet (pbuh) to give him leave to return to Medina because of an ailment which visited him, (those are they who believe in Allah and His messenger) in private and openly. (So, if they ask thy leave) so if sincere believers ask you, O Muhammad, (for some affair of theirs) for a need of theirs, (give leave to whom thou wilt of them) of the sincere believers, (and ask for them forgiveness of Allah) regarding that for which they have gone. (Lo! Allah is Forgiving) He forgives the one who repents, (Merciful) He shows mercy towards the one who dies repentant."
لاَّ تَجْعَلُواْ دُعَآءَ ٱلرَّسُولِ بَيْنَكُمْ كَدُعَآءِ بَعْضِكُمْ بَعْضاً قَدْ يَعْلَمُ ٱللَّهُ ٱلَّذِينَ يَتَسَلَّلُونَ مِنكُمْ لِوَاذاً فَلْيَحْذَرِ ٱلَّذِينَ يُخَالِفُونَ عَنْ أَمْرِهِ أَن تُصِيبَهُمْ فِتْنَةٌ أَوْ يُصِيبَهُمْ عَذَابٌ أَلِيمٌ,"(Make not the calling of the messenger among you) i.e. do not call the Prophet (pbuh) by his name saying: O Muhammad, (as your calling one of another) by name. You should rather respect him, show deference towards him and honour him by saying: "" O Prophet of Allah "" , "" O Messenger of Allah "" , "" O Abu'l-Qasim "": (Allah knoweth those of you who steal away) from the mosque, (hiding themselves) the hypocrites used to leave the mosque without permission when no one could see them. (And let those who conspire to evade orders) the orders of the Messenger of Allah (pbuh); it is also said that this means: the orders of Allah (beware lest grief) a calamity (or painful punishment) beating (befall them."
أَلاۤ إِنَّ للَّهِ مَا فِي ٱلسَّمَٰوَٰتِ وَٱلأَرْضِ قَدْ يَعْلَمُ مَآ أَنتُمْ عَلَيْهِ وَيَوْمَ يُرْجَعُونَ إِلَيْهِ فَيُنَبِّئُهُمْ بِمَا عَمِلُواْ وَٱللَّهُ بِكُلِّ شَيْءٍ عَلِيمُ,"Lo! verily Unto Allah belongeth whatsoever is in the heavens and the earth) of created beings. (He knoweth your condition) whether it is disbelief or faith, trueness or denial, sincerity or hypocrisy, uprightness or crookedness, etc. (And (He knoweth) the Day when they are returned unto Him) unto Allah on the Day of Judgement (so that He may inform them of what they did) in this worldly life. (Allah is Knower of all things) concerning their works'."
تَبَارَكَ ٱلَّذِي نَزَّلَ ٱلْفُرْقَانَ عَلَىٰ عَبْدِهِ لِيَكُونَ لِلْعَالَمِينَ نَذِيراً,"And from his narration on the authority of Ibn 'Abbas that he said concerning the interpretation of Allah's saying (Blessed is): '(Blessed is) He says: He is the Possessor of grace; it is also said that this means: He is exalted and transcendent above and exonerated from having a son or partner (He Who hath revealed unto His slave) Muhammad (pbuh) (the Criterion (of right and wrong)) He Who sent Gabriel with the Qur'an, (that he) Muhammad (pbuh) (may be a warner) a Messenger warning by the Qur'an (to the peoples) the jinn and human beings."
ٱلَّذِي لَهُ مُلْكُ ٱلسَّمَٰوَٰتِ وَٱلأَرْضِ وَلَمْ يَتَّخِذْ وَلَداً وَلَمْ يَكُن لَّهُ شَرِيكٌ فِي المُلْكِ وَخَلَقَ كُلَّ شَيْءٍ فَقَدَّرَهُ تَقْدِيراً,"(He unto Whom belongeth the Sovereignty) the storehouses (of the heavens) rain (and the earth) vegetation. (He hath chosen no son) as claimed by the Jews and Christians (nor hath He any partner in the sovereignty) as claimed by the Arab idolaters. (He hath created everything) that which they worship and that which they do not worship (and hath meted out for it a measure) their lifespan, provision and works are all in a specific measure; it is also said that this means: He decreed for each male a female."
وَٱتَّخَذُواْ مِن دُونِهِ آلِهَةً لاَّ يَخْلُقُونَ شَيْئاً وَهُمْ يُخْلَقُونَ وَلاَ يَمْلِكُونَ لأَنْفُسِهِمْ ضَرّاً وَلاَ نَفْعاً وَلاَ يَمْلِكُونَ مَوْتاً وَلاَ حَيَـاةً وَلاَ نُشُوراً,"(Yet they) the disbelievers of Mecca: Abu Jahl and his host (choose) to worship (beside Him) beside Allah (other gods who create naught) who are unable to create anything (but are themselves created) while their deities, i.e. idols, are created and carved, (and possess) the idols (not hurt) driving away harm (nor profit) nor obtaining profit (for themselves) or for anyone else, (and possess not death) they have no ability to diminish one's life (nor life) nor to increase one's life; it is also said that this means: they are unable to create a sperm drop nor to place therein the spirit, (nor power to raise the dead) after they die."
وَقَالَ ٱلَّذِينَ كَفَرُوۤاْ إِنْ هَـٰذَا إِلاَّ إِفْكٌ ٱفْتَرَاهُ وَأَعَانَهُ عَلَيْهِ قَوْمٌ آخَرُونَ فَقَدْ جَآءُوا ظُلْماً وَزُوراً,"(Those who disbelieve) the disbelievers of Mecca (say: This) Qur'an (is naught but a lie that he hath invented) that Muhammad (pbuh) has invented, (and other folk) Jabr, Yasar and Fukayhah al-Rumi (have helped him with it) to invent it, (so that they have produced a slander and a lie."
وَقَالُوۤاْ أَسَاطِيرُ ٱلأَوَّلِينَ ٱكْتَتَبَهَا فَهِيَ تُمْلَىٰ عَلَيْهِ بُكْرَةً وَأَصِيلاً,And they) al-Nadr Ibn al-Harth and his host (say: Fables of the men of old) this Qur'an is nothing but the tales and lies of the people of old (which he hath had written down) which Muhammad (pbuh) copied from Jabr and Yasar (so that they are dictated to him) to Muhammad (pbuh) (morn and evening) in the morning and the evening.
قُلْ أَنزَلَهُ ٱلَّذِي يَعْلَمُ ٱلسِّرَّ فِي ٱلسَّمَاوَاتِ وَٱلأَرْضِ إِنَّهُ كَانَ غَفُوراً رَّحِيماً,"(Say) to them, O Muhammad: (He Who knoweth the secret of the heavens and the earth has revealed it) i.e. He sent Gabriel with the Qur'an. (Lo! He ever is Forgiving) He forgives those who repent among them, (Merciful) He shows mercy towards those who die in a state of repentance."
وَقَالُواْ مَالِ هَـٰذَا ٱلرَّسُولِ يَأْكُلُ ٱلطَّعَامَ وَيَمْشِي فِي ٱلأَسْوَاقِ لَوْلاۤ أُنزِلَ إِلَيْهِ مَلَكٌ فَيَكُونَ مَعَهُ نَذِيراً,"(And they say) Abu Jahl and his host, al-Nadr and his host, and Umayyah Ibn Khalaf and his host say: (What aileth this messenger (of Allah) that he eateth food) like we do (and walketh in the markets) and goes to the markets and walks there as we do? (Why is not an angel sent down unto him, to be a warner with him) to help and inform him of the evil things which are planned against him."
أَوْ يُلْقَىٰ إِلَيْهِ كَنْزٌ أَوْ تَكُونُ لَهُ جَنَّةٌ يَأْكُلُ مِنْهَا وَقَالَ ٱلظَّالِمُونَ إِن تَتَّبِعُونَ إِلاَّ رَجُلاً مَّسْحُوراً,"(Or (why is not) a treasure thrown down unto him) for him to use, (or why hath he not a Paradise) a garden (from whence to eat) and be full? (And the evil-doers) the idolaters: Abu Jahl, al-Nadr and Umayyah and their hosts (say: Ye are but following a man) Muhammad (bewitched) who is possessed and mad."
ٱنظُرْ كَيْفَ ضَرَبُواْ لَكَ ٱلأَمْثَالَ فَضَلُّواْ فَلاَ يَسْتَطِيعُونَ سَبِيلاً,"(See how they coin similitudes for thee) see how they explain things to you and call you names: magician, fortune teller, liar, poet, and madman; it is also said that this means: see how they liken you to a bewitched person, (so that they are all astray) their scheming went amiss and they fell in error (and cannot find a road) they cannot find a way out of what they said about you, nor do they have any proof about what they say about you!"
تَبَارَكَ ٱلَّذِيۤ إِن شَآءَ جَعَلَ لَكَ خَيْراً مِّن ذٰلِكَ جَنَّاتٍ تَجْرِي مِن تَحْتِهَا ٱلأَنْهَارُ وَيَجْعَل لَّكَ قُصُوراً,"(Blessed is He) He says: Exalted is He (Who, if He will) and He does will, (will assign you better than (all) that) than all what they said. (Gardens) in the Hereafter (underneath which) beneath its trees and habitations (rivers) of wine, water, honey and milk (flow, and will assign you mansions) and He has indeed assigned you in Paradise mansions of gold and silver which are better for you than that which they say; and it is also said that this means: if Allah wills, he will assign to you in this worldly life that which they requested of you: mansions and gardens, i.e. He will make you conquer towers and townships, in the East and the West, in spite of the disbelievers."
بَلْ كَذَّبُواْ بِٱلسَّاعَةِ وَأَعْتَدْنَا لِمَن كَذَّبَ بِٱلسَّاعَةِ سَعِيراً,"(Nay, but they deny the Hour) they deny the coming of the Hour, (and for those who deny (the coming of) the Hour We have prepared a Flame) the Fire and its fuel."
إِذَا رَأَتْهُمْ مِّن مَّكَانٍ بَعِيدٍ سَمِعُواْ لَهَا تَغَيُّظاً وَزَفِيراً,"(When it) the Fire (seeth them from afar) from a distance of 500 years, (they bear the cracking) the exasperation which is akin to that of human beings (and the roar) similar to the braying of a donkey (thereof) coming from the Fire."
وَإَذَآ أُلْقُواْ مِنْهَا مَكَاناً ضَيِّقاً مُّقَرَّنِينَ دَعَوْاْ هُنَالِكَ ثُبُوراً,"(And when they are flung into a narrow place) the narrowness of an arrowhead (thereof) in the Fire, (chained together) chained with the satans, (they pray for destruction there) at that point, in despair they pray."
لاَّ تَدْعُواْ ٱلْيَوْمَ ثُبُوراً وَاحِداً وَٱدْعُواْ ثُبُوراً كَثِيراً,"Allah will say to them: (Pray not that day for one destruction, but pray for many destructions) for what has befallen you!"
قُلْ أَذٰلِكَ خَيْرٌ أَمْ جَنَّةُ ٱلْخُلْدِ ٱلَّتِي وُعِدَ ٱلْمُتَّقُونَ كَانَتْ لَهُمْ جَزَآءً وَمَصِيراً,"(Say) O Muhammad, to the people of Mecca, Abu Jahl and his host: (Is that (doom)) are destruction and fire which I mentioned to you (better or the Garden of Immortality) for Muhammad and his Companions (which is promised unto those who ward off (evil)) disbelief, idolatry and indecencies? (It) the Garden of Immortality (will be their reward and journey's end) in the Hereafter."
لَّهُمْ فِيهَا مَا يَشَآءُونَ خَالِدِينَ كَانَ عَلَىٰ رَبِّكَ وَعْداً مَّسْئُولاً,"(Therein) in the Garden (abiding) never to die or come out, (they have all that they desire) and wish. (It is for thy Lord a promise that must be fulfilled) they asked Him and He gave them."
وَيَوْمَ يَحْشُرُهُمْ وَمَا يَعْبُدُونَ مِن دُونِ ٱللَّهِ فَيَقُولُ أَأَنتُمْ أَضْلَلْتُمْ عِبَادِي هَؤُلاَءِ أَمْ هُمْ ضَلُّوا ٱلسَّبِيلَ,(And on the day) which is the Day of Judgement (when He will assemble them) i.e. those who worship idols (and that which they worship instead of Allah) of idols (and will say) Allah will say to the idols; and it is said: He will say to the angels: (Was it ye who misled these my slaves) from My obedience and commanded them to worship you (or did they (themselves) wander from the way) and worshipped you out of their own whims?
قَالُواْ سُبْحَانَكَ مَا كَانَ يَنبَغِي لَنَآ أَن نَّتَّخِذَ مِن دُونِكَ مِنْ أَوْلِيَآءَ وَلَـٰكِن مَّتَّعْتَهُمْ وَآبَآءَهُمْ حَتَّىٰ نَسُواْ ٱلذِّكْرَ وَكَانُواْ قَوْماً بُوراً,"(They) the idols (will say: Be Thou glorified) they exonerated Him! (It was not for us) we had no right (to choose) to worship (any protecting friends beside Thee) as lords; it is also said that this means: they said, i.e. the angels, glory be to You! We were not permitted to worship any lords besides You, so how could we have command them to worship us? (but Thou didst give them and their fathers) before them (ease) You gave them a reprieve in their state of disbelief (till they forgot the warning) until they shunned professing Your divine Oneness and refrained from worshipping you (and became lost folk) doomed for destruction and whose hearts became evil."
فَقَدْ كَذَّبُوكُمْ بِمَا تَقُولُونَ فَمَا تَسْتَطِيعُونَ صَرْفاً وَلاَ نَصْراً وَمَن يَظْلِم مِّنكُمْ نُذِقْهُ عَذَاباً كَبِيراً,"(Thus they will give you the lie regarding what ye say, then ye) i.e. the disbelievers (can neither avert) avert the angels, and it is said this means: avert the idols from testifying against them or avert the chastisement from themselves (nor obtain help) backup. (And whoso among you doeth wrong) whoever among you, O Muslims, disbelieves; it is also said that this means: whosever of you, O disbelievers, remains firm in his disbelief, (We shall make him taste great torment) in the Fire."
وَمَآ أَرْسَلْنَا قَبْلَكَ مِنَ ٱلْمُرْسَلِينَ إِلاَّ إِنَّهُمْ لَيَأْكُلُونَ ٱلطَّعَامَ وَيَمْشُونَ فِي ٱلأَسْوَاقِ وَجَعَلْنَا بَعْضَكُمْ لِبَعْضٍ فِتْنَةً أَتَصْبِرُونَ وَكَانَ رَبُّكَ بَصِيراً,"(We never sent before you) O Muhammad (any messengers but lo! they ate food) as you do; this is in response to the disbelievers of Mecca who said: (What ails this messenger (of Allah) that he eats food), (and walked in the markets) just as you walk. (And We have appointed some of you a test) a trial (for others) We test the pure Arab with the client, and the noble by birth with the lowly and the rich with the poor; Allah said to Abu Jahl and his host: (Will ye be steadfast) with the Companions of the Prophet (pbuh) Salman and his fellow believers, such that you become with them, in relation to Religion and other matters, equal and that you sit together with them? (And thy Lord is ever Seer) that they will not be steadfast regarding this. It is also said that this means: will you be steadfast, O Companions of the Prophet (pbuh) in the face of their harm until I grant you the reward of the steadfast, and your Lord sees who believes among you and who does not?"
وَقَالَ ٱلَّذِينَ لاَ يَرْجُونَ لِقَآءَنَا لَوْلاَ أُنْزِلَ عَلَيْنَا ٱلْمَلاَئِكَةُ أَوْ نَرَىٰ رَبَّنَا لَقَدِ ٱسْتَكْبَرُواْ فِيۤ أَنفُسِهِمْ وَعَتَوْا عُتُوّاً كَبِيراً,"(And those who look not for a meeting with Us) those who do not believe in resurrection after death, i.e. Abu Jahl and his host (say: Why are angels not sent down unto us) to inform us that Allah sent you to us (and (why) do we not see our Lord) to ask Him about you? (Assuredly they think too highly of themselves) to simply believe; it is also said that this means: they think too highly of themselves when they ask to see Allah, (and are scornful with great pride) refusing to believe; it is also said that they dared to ask for a tremendous thing when they asked for the angels to come to them."
يَوْمَ يَرَوْنَ ٱلْمَلاَئِكَةَ لاَ بُشْرَىٰ يَوْمَئِذٍ لِّلْمُجْرِمِينَ وَيَقُولُونَ حِجْراً مَّحْجُوراً,"(On the day) which is the Day of Judgement (when they behold the angels) at the moment of death, (on that day there will be no good tidings) the angels will say to them: there is no good tidings, i.e. there is no Paradise (for the guilty) for the idolaters; (and they will cry) i.e. the angels will cry: (A forbidding ban) the glad tiding of Paradise is forbidden for the disbelievers; and it is also said that this means: the disbelievers will say upon seeing the angels: let a great distance be between you and us!"
وَقَدِمْنَآ إِلَىٰ مَا عَمِلُواْ مِنْ عَمَلٍ فَجَعَلْنَاهُ هَبَآءً مَّنثُوراً,"(And We shall turn unto the work they did) the good work they did in the life of this world (and make it) in the Hereafter (scattered motes) like scattered dust in the hooves of beasts; it is also said that this means: like tiny particles of dust which can be seen when, from a hole, light enters into a dark place, but these particles cannot be touched even though one can see them."
أَصْحَابُ ٱلْجَنَّةِ يَوْمَئِذٍ خَيْرٌ مُّسْتَقَرّاً وَأَحْسَنُ مَقِيلاً,(Those who have earned the Garden) Muhammad (pbuh) and his Companions (on that day) the Day of Judgement (will be better in their home) abode (and happier in their place of noonday rest) better and happier than the homes and places of Abu Jahl and their hosts;
وَيَوْمَ تَشَقَّقُ ٱلسَّمَآءُ بِٱلْغَمَامِ وَنُزِّلَ ٱلْمَلاَئِكَةُ تَنزِيلاً,"(A day when the heaven with the clouds will be rent asunder) for the descent of Allah and this descent is without any modality (bi-la kayf) (and the angels will be sent down, a grand descent) one after another."
ٱلْمُلْكُ يَوْمَئِذٍ ٱلْحَقُّ لِلرَّحْمَـٰنِ وَكَانَ يَوْماً عَلَى ٱلْكَافِرِينَ عَسِيراً,"(The Sovereignty) judgement (on that day will be the True (Sovereignty)) justice (belonging to the Beneficent One, and it will be a hard day for disbelievers) the hardship of that Day is very severe on them."
وَيَوْمَ يَعَضُّ ٱلظَّالِمُ عَلَىٰ يَدَيْهِ يَقُولُ يٰلَيْتَنِي ٱتَّخَذْتُ مَعَ ٱلرَّسُولِ سَبِيلاً,"(On the day when the wrong-doer) the disbeliever, i.e. 'Uqbah Ibn Ma'it (gnaweth his hands) his fingers, (he will say: Ah, would that I had chosen a way together with the messenger (of Allah)) would that I had chosen, and were upright in following the religion of the Prophet!"
يَٰوَيْلَتَىٰ لَيْتَنِي لَمْ أَتَّخِذْ فُلاَناً خَلِيلاً,"(Alas for me! Ah, would that I had never taken such an one) Ubayy Ibn Khalaf (for friend) following his religion!"
لَّقَدْ أَضَلَّنِي عَنِ ٱلذِّكْرِ بَعْدَ إِذْ جَآءَنِي وَكَانَ ٱلشَّيْطَانُ لِلإِنْسَانِ خَذُولاً,(He verily led me astray from the Reminder) from Allah's divine Oneness and obedience (after it had reached me) after Muhammad (pbuh) reached me with Allah's divine Oneness. (Satan was ever man's deserter in the hour of need) he lets him down at the time of need.
وَقَالَ ٱلرَّسُولُ يٰرَبِّ إِنَّ قَوْمِي ٱتَّخَذُواْ هَـٰذَا ٱلْقُرْآنَ مَهْجُوراً,"(And the messenger) Muhammad (pbuh) (saith: O my Lord! Lo! mine own folk make this Qur'an of no account) they speak ill of it, they do not believe in it and do not act upon its teachings."
وَكَذَلِكَ جَعَلْنَا لِكُلِّ نَبِيٍّ عَدُوّاً مِّنَ ٱلْمُجْرِمِينَ وَكَفَىٰ بِرَبِّكَ هَادِياً وَنَصِيراً,(Even so) just as We have appointed Abu Jahl as your enemy (have We appointed unto every Prophet) before you (an opponent from among the guilty) from the idolaters of his people; (but Allah sufficeth for a Guide) a Preserver (and Helper) and Defender against what they plot against you.
وَقَالَ ٱلَّذِينَ كَفَرُواْ لَوْلاَ نُزِّلَ عَلَيْهِ ٱلْقُرْآنُ جُمْلَةً وَاحِدَةً كَذَلِكَ لِنُثَبِّتَ بِهِ فُؤَادَكَ وَرَتَّلْنَاهُ تَرْتِيلاً,"(And those who disbelieve) Abu Jahl and his host (say: Why is the Qur'an not revealed unto him all at once) just like the Torah was revealed all at once to Moses, and the Gospel to Jesus and the Psalms to David? ((It is revealed) thus) He says: We have sent Gabriel with the Qur'an in instalments (that We may strengthen thy heart therewith) that We may gladden your heart and preserve your heart; (and We have arranged it in right order) We exposited it by detailing the commands and prohibitions; it is also said that this means: We have sent Gabriel with the Qur'an in instalments verse after verse."
وَلاَ يَأْتُونَكَ بِمَثَلٍ إِلاَّ جِئْنَاكَ بِٱلْحَقِّ وَأَحْسَنَ تَفْسِيراً,"(And they bring thee) O Muhammad (no similitude) no description, proof or explanation (but We bring thee the Truth) with a description, exposition and proof that contradict their proof (and better (than their similitude) as argument) and better explanation and proof than their proof."
ٱلَّذِينَ يُحْشَرُونَ عَلَىٰ وُجُوهِهِمْ إِلَىٰ جَهَنَّمَ أُوْلَـٰئِكَ شَرٌّ مَّكَاناً وَأَضَلُّ سَبِيلاً,(Those who will be gathered) will be dragged (on their faces unto hell) i.e. Abu Jahl and his host: (such are worse in plight) they have a worse abode in the Hereafter and worse works in this worldly life (and further from the right road) from the Truth and guidance.
وَلَقَدْ آتَيْنَا مُوسَى ٱلْكِتَابَ وَجَعَلْنَا مَعَهُ أَخَاهُ هَارُونَ وَزِيراً,(We verify gave Moses the Scripture) the Torah (and placed with him his brother Aaron as henchman) as helper.
فَقُلْنَا ٱذْهَبَآ إِلَى ٱلْقَوْمِ ٱلَّذِينَ كَذَّبُواْ بِآيَاتِنَا فَدَمَّرْنَاهُمْ تَدْمِيراً,"(Then We said: Go together unto the folk who have denied Our revelations) those who disbelieved in Our nine signs, i.e. Pharaoh and his people, the Copts. (Then We destroyed them, a complete destruction) by drowning them."
وَقَوْمَ نُوحٍ لَّمَّا كَذَّبُواْ ٱلرُّسُلَ أَغْرَقْنَاهُمْ وَجَعَلْنَاهُمْ لِلنَّاسِ آيَةً وَأَعْتَدْنَا لِلظَّالِمِينَ عَذَاباً أَلِيماً,"(And Noah's folk) and We destroyed the people of Noah, (when they denied the messengers) i.e. Noah and the rest of messengers, (We drowned them) by means of the flood (and made of them a portent for mankind) We made them an admonition for other people so that they do not follow their example. (We have prepared a painful doom) in the Fire (for evil-doers) for the idolaters, the idolaters of Mecca."
وَعَاداً وَثَمُودَاْ وَأَصْحَابَ ٱلرَّسِّ وَقُرُوناً بَيْنَ ذَلِكَ كَثِيراً,"(And (the tribes of) 'Aad) and We destroyed the people of Hud (and Thamud) the people of Salih, (and the dwellers in Ar-Rass) the people of Shu'ayb, (and many generations in between) We destroyed them all, even though We have not mentioned them by name."
وَكُلاًّ ضَرَبْنَا لَهُ ٱلأَمْثَالَ وَكُلاًّ تَبَّرْنَا تَتْبِيراً,"(Each (of them) We warned by examples) We explained to each generation the chastisement We inflicted upon the generations before them, but still they did not believe, (and each (of them) We brought to utter ruin) one after the other."
وَلَقَدْ أَتَوْا عَلَى ٱلْقَرْيَةِ ٱلَّتِيۤ أُمْطِرَتْ مَطَرَ ٱلسَّوْءِ أَفَلَمْ يَكُونُواْ يَرَوْنَهَا بَلْ كَانُواْ لاَ يَرْجُونَ نُشُوراً,"(And indeed they) the people of Mecca (have passed by the township) the town of Lot (whereon was rained the fatal rain) a rain of stones. (Can it be that they have not seen it) have they not seen what was done to it and to its people, and thus refrain from disbelieving in you and in what you say? (Nay, but they hope for no resurrection) they do not fear resurrection after death."
وَإِذَا رَأَوْكَ إِن يَتَّخِذُونَكَ إِلاَّ هُزُواً أَهَـٰذَا ٱلَّذِي بَعَثَ ٱللَّهُ رَسُولاً,(And when they) the disbelievers of Mecca (see thee (O Muhammad) they treat thee only as a jest) they only speak to you in jest and derision ((saying): Is this he whom Allah sendeth as a messenger) to us?
إِن كَادَ لَيُضِلُّنَا عَنْ آلِهَتِنَا لَوْلاَ أَن صَبْرَنَا عَلَيْهَا وَسَوْفَ يَعْلَمُونَ حِينَ يَرَوْنَ ٱلْعَذَابَ مَنْ أَضَلُّ سَبِيلاً,"(He would have led us far away from our gods) from the worship of our deities (if we had not been staunch to them) if we had not been staunch in worshipping them. (They will know) this is a threat to them from Allah, (when they behold the doom, who is more astray as to the road) as to Religion and proof."
أَرَأَيْتَ مَنِ ٱتَّخَذَ إِلَـٰهَهُ هَوَاهُ أَفَأَنتَ تَكُونُ عَلَيْهِ وَكِيلاً,"(Hast thou) O Muhammad (seen him who chooseth for his god his own lust) who worshipped his god, i.e. al-Nadr and his host, out of the whim of his ego? (Wouldst thou) O Muhammad (then be guardian over him) a protector against going out for such corruption? But this was abrogated by the verse of jihad; it is also said that this means: would you be their protector from chastisement?"
أَمْ تَحْسَبُ أَنَّ أَكْثَرَهُمْ يَسْمَعُونَ أَوْ يَعْقِلُونَ إِنْ هُمْ إِلاَّ كَٱلأَنْعَامِ بَلْ هُمْ أَضَلُّ سَبِيلاً,"(Or deemest thou) O Muhammad (that most of them hear) the Truth (or understand) such Truth when they listen to your words? (They are) in relation to understanding the Truth (but as the cattle) which know nothing but eating and drinking; they are with regard to the Truth like this, (nay, but they are farther astray) from proof and Religion! Because the cattle have no ability to understand proofs."
أَلَمْ تَرَ إِلَىٰ رَبِّكَ كَيْفَ مَدَّ ٱلظِّلَّ وَلَوْ شَآءَ لَجَعَلَهُ سَاكِناً ثُمَّ جَعَلْنَا ٱلشَّمْسَ عَلَيْهِ دَلِيلاً,"(Hast thou not seen how thy Lord hath spread the shade) after sunrise and before sunset, from the East to the West. (And if He willed He could have made it) i.e. the shade (still) with no sun, (then We have made the sun its) the shade's (pilot) wherever one finds the sun one expects to find the shade before that; it is also said that this means: a guide which comes after it;"
ثُمَّ قَبَضْنَاهُ إِلَيْنَا قَبْضاً يَسِيراً,"(Then We withdraw it) i.e. the shade (unto Us, a gradual withdrawal) a slight-or as it is said: hidden-withdrawal?"
وَهُوَ الَّذِي جَعَلَ لَكُمُ ٱلَّيلَ لِبَاساً وَٱلنَّوْمَ سُبَاتاً وَجَعَلَ ٱلنَّهَارَ نُشُوراً,"(And He it is Who maketh night a covering for you) which covers everything, (and sleep repose) for your bodies, (and maketh day a resurrection) a pursuit for your livelihood."
وَهُوَ ٱلَّذِيۤ أَرْسَلَ ٱلرِّيَاحَ بُشْرَاً بَيْنَ يَدَيْ رَحْمَتِهِ وَأَنزَلْنَا مِنَ ٱلسَّمَآءِ مَآءً طَهُوراً,"(And He it is Who sendeth the winds, glad tidings heralding His mercy) rain, (and We send down purifying water from the sky) water which purifies and cannot be purified."
لِّنُحْيِـيَ بِهِ بَلْدَةً مَّيْتاً وَنُسْقِيَهُ مِمَّا خَلَقْنَآ أَنْعَاماً وَأَنَاسِيَّ كَثِيراً,"(That We may give life thereby to a dead land) a land that has no vegetation, (and We give many beasts and men that We have created to drink thereof."
